walker	cdf_0	cdf_1	log_l	log_p
43	3.908026490e+00	5.172122505e+00	-7.816646040e+00	-7.377758908e+00
44	-9.930865507e+00	-9.424721546e-01	-1.137678112e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	-9.186461543e+00	6.551589607e+00	-1.137678121e+01	-7.377758908e+00
47	-7.222479511e+00	1.790306527e+01	-2.263492428e+01	-7.377758908e+00
48	4.435968095e+00	-1.490918534e+01	5.734247288e+00	-7.377758908e+00
49	1.094905377e+00	1.038403385e+01	-7.837095310e+00	-7.377758908e+00
0	-1.480107849e+01	1.804114214e+01	-1.137681602e+01	-7.377758908e+00
1	4.125396257e+00	-6.565783194e+00	3.306434956e-01	-7.377758908e+00
2	3.136679446e+00	1.410501145e+00	-7.811292759e+00	-7.377758908e+00
3	1.228043632e+01	4.779779494e+00	-7.816639694e+00	-7.377758908e+00
4	-2.088112905e+00	-1.608340560e+01	-1.114640963e+01	-7.377758908e+00
5	-1.286864005e+01	-1.633168461e+01	-1.137678112e+01	-7.377758908e+00
6	-9.773625168e+00	-7.600550697e-02	-1.137678112e+01	-7.377758908e+00
7	-8.026269385e+00	1.391622578e+01	-1.285929500e+01	-7.377758908e+00
8	1.554075131e+01	3.356044241e+00	-7.816639694e+00	-7.377758908e+00
9	-1.127154502e+01	-2.387174097e+00	-1.137678112e+01	-7.377758908e+00
10	-9.031340012e+00	-5.451646645e+00	-1.137678112e+01	-7.377758908e+00
11	-1.463250303e+01	-6.001903839e+00	-1.137678112e+01	-7.377758908e+00
12	6.983518535e+00	1.474867331e+01	-7.816639694e+00	-7.377758908e+00
13	8.391721187e+00	-1.940291373e+01	4.796269815e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.760620824e+01	-3.356650609e+00	-7.816639694e+00	-7.377758908e+00
16	-1.861461167e+01	-7.375956546e-01	-1.137678112e+01	-7.377758908e+00
17	-7.820299663e+00	-1.095119416e+00	-1.137678112e+01	-7.377758908e+00
18	-8.053210793e+00	-6.746592120e+00	-1.137678112e+01	-7.377758908e+00
19	-1.294260369e+01	1.902661161e+01	-1.144644474e+01	-7.377758908e+00
20	-1.486211279e+01	1.241559766e+01	-1.137678112e+01	-7.377758908e+00
21	-5.261973951e+00	7.346671397e+00	-1.175114461e+01	-7.377758908e+00
22	3.780563105e+00	1.583382740e+01	-7.816639735e+00	-7.377758908e+00
23	-1.995254546e+01	1.333653723e+01	-1.137678112e+01	-7.377758908e+00
24	-7.562828382e+00	-1.221141060e+01	-1.137678112e+01	-7.377758908e+00
25	1.457485333e+01	1.620728518e+00	-7.816639694e+00	-7.377758908e+00
26	9.010933026e-01	-3.534859796e+00	3.405393862e+00	-7.377758908e+00
27	-1.678549113e+01	1.009787944e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-8.530669176e+00	4.650234809e+00	-1.137678113e+01	-7.377758908e+00
30	-1.387285026e+01	-1.404753016e+01	-1.137678112e+01	-7.377758908e+00
31	-3.494659500e+00	-8.454257805e+00	-1.135993992e+01	-7.377758908e+00
32	-1.222665954e+00	2.993169012e+00	-2.905629449e+00	-7.377758908e+00
33	8.729707314e-01	-1.719633627e+01	-3.154492609e+00	-7.377758908e+00
34	-1.912230233e+01	-7.261121554e+00	-1.137678112e+01	-7.377758908e+00
35	1.040565620e+01	1.314382070e+01	-7.816639694e+00	-7.377758908e+00
36	1.616194850e+01	1.207963503e+01	-7.816639694e+00	-7.377758908e+00
37	-7.276775680e+00	9.762425197e+00	-1.148843090e+01	-7.377758908e+00
38	3.518472158e+00	-7.499719264e+00	3.755928650e+00	-7.377758908e+00
39	-6.339087909e+00	9.449495867e+00	-1.183632694e+01	-7.377758908e+00
40	1.082539345e+01	1.934180366e+01	-7.816639694e+00	-7.377758908e+00
41	-1.865382017e+01	-5.387070863e+00	-1.137678112e+01	-7.377758908e+00
42	1.278640208e+01	2.230673653e-01	-7.816639694e+00	-7.377758908e+00
43	1.893030477e+01	1.220271462e+01	-7.816639694e+00	-7.377758908e+00
44	-1.032788293e+01	-1.217470199e+00	-1.137678112e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	-3.771472778e+00	6.104653495e+00	-1.115839857e+01	-7.377758908e+00
47	-1.125441918e+00	1.654923949e+01	-8.255689506e+00	-7.377758908e+00
48	5.669602874e+00	-1.605323481e+01	5.842455431e+00	-7.377758908e+00
49	-1.344566903e-01	3.733302772e+00	-6.385426066e+00	-7.377758908e+00
0	7.847435130e-01	7.750179129e+00	-7.910095032e+00	-7.377758908e+00
1	4.125396257e+00	-6.565783194e+00	3.306434956e-01	-7.377758908e+00
2	3.136679446e+00	1.410501145e+00	-7.811292759e+00	-7.377758908e+00
3	8.072970032e+00	3.499432198e+00	-7.816639694e+00	-7.377758908e+00
4	-2.088112905e+00	-1.608340560e+01	-1.114640963e+01	-7.377758908e+00
5	-1.286864005e+01	-1.633168461e+01	-1.137678112e+01	-7.377758908e+00
6	-1.346749925e+01	-4.221284464e-02	-1.137678112e+01	-7.377758908e+00
7	-1.426401136e+01	1.730969168e+01	-1.137683378e+01	-7.377758908e+00
8	1.554075131e+01	3.356044241e+00	-7.816639694e+00	-7.377758908e+00
9	-1.399028332e+01	-2.295901314e+00	-1.137678112e+01	-7.377758908e+00
10	-1.069151616e+01	-8.399214672e+00	-1.137678112e+01	-7.377758908e+00
11	-1.463250303e+01	-6.001903839e+00	-1.137678112e+01	-7.377758908e+00
12	6.983518535e+00	1.474867331e+01	-7.816639694e+00	-7.377758908e+00
13	8.602193779e+00	-1.966190894e+01	4.676461512e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.760620824e+01	-3.356650609e+00	-7.816639694e+00	-7.377758908e+00
16	-1.861461167e+01	-7.375956546e-01	-1.137678112e+01	-7.377758908e+00
17	-8.922569532e+00	-3.899186653e+00	-1.137678112e+01	-7.377758908e+00
18	-1.882047546e+01	-6.906447641e+00	-1.137678112e+01	-7.377758908e+00
19	-1.294260369e+01	1.902661161e+01	-1.144644474e+01	-7.377758908e+00
20	-1.426643456e+01	1.364566905e+01	-1.137678112e+01	-7.377758908e+00
21	-1.744207058e+01	9.683202968e+00	-1.137678112e+01	-7.377758908e+00
22	3.780563105e+00	1.583382740e+01	-7.816639735e+00	-7.377758908e+00
23	-1.909318939e+01	1.304494123e+01	-1.137678112e+01	-7.377758908e+00
24	-6.481132374e+00	-1.267464171e+01	-1.137678112e+01	-7.377758908e+00
25	1.503348487e+01	8.676715114e-01	-7.816639694e+00	-7.377758908e+00
26	9.010933026e-01	-3.534859796e+00	3.405393862e+00	-7.377758908e+00
27	-1.797600980e+01	1.049542410e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-1.805227229e+01	1.425150325e+01	-1.137678112e+01	-7.377758908e+00
30	-1.387285026e+01	-1.404753016e+01	-1.137678112e+01	-7.377758908e+00
31	-2.448572991e+00	-6.898102806e+00	-1.023622580e+01	-7.377758908e+00
32	-1.245237612e+00	-1.540257411e-01	-1.873513618e+00	-7.377758908e+00
33	1.032742447e+00	-1.661072134e+01	-2.323883188e+00	-7.377758908e+00
34	-1.912230233e+01	-7.261121554e+00	-1.137678112e+01	-7.377758908e+00
35	9.911253003e+00	1.291036332e+01	-7.816639694e+00	-7.377758908e+00
36	1.469362237e+01	6.922156502e+00	-7.816639694e+00	-7.377758908e+00
37	-7.276775680e+00	9.762425197e+00	-1.148843090e+01	-7.377758908e+00
38	3.518472158e+00	-7.499719264e+00	3.755928650e+00	-7.377758908e+00
39	5.257882817e+00	1.071304017e+01	-7.816639694e+00	-7.377758908e+00
40	1.082539345e+01	1.934180366e+01	-7.816639694e+00	-7.377758908e+00
41	-1.799926249e+01	3.798698215e-02	-1.137678112e+01	-7.377758908e+00
42	1.278640208e+01	2.230673653e-01	-7.816639694e+00	-7.377758908e+00
43	1.893030477e+01	1.220271462e+01	-7.816639694e+00	-7.377758908e+00
44	-8.189624144e+00	1.170512701e+00	-1.137678112e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	-3.771472778e+00	6.104653495e+00	-1.115839857e+01	-7.377758908e+00
47	1.536423667e-01	1.729195045e+01	-7.849232736e+00	-7.377758908e+00
48	5.669602874e+00	-1.605323481e+01	5.842455431e+00	-7.377758908e+00
49	-1.344566903e-01	3.733302772e+00	-6.385426066e+00	-7.377758908e+00
0	4.916319291e-01	6.148427369e+00	-8.069003796e+00	-7.377758908e+00
1	1.202066344e+00	-5.684584039e+00	3.839061764e+00	-7.377758908e+00
2	9.350839011e-01	9.898800937e+00	-7.852092232e+00	-7.377758908e+00
3	8.720292156e+00	8.765741131e+00	-7.816639694e+00	-7.377758908e+00
4	-5.250517265e+00	-1.444554489e+01	-1.137678110e+01	-7.377758908e+00
5	-8.508877481e+00	-9.462097569e+00	-1.137678112e+01	-7.377758908e+00
6	-1.061835583e+01	3.427108168e-01	-1.137678112e+01	-7.377758908e+00
7	-1.242445421e+01	1.218337138e+01	-1.137678128e+01	-7.377758908e+00
8	1.092738439e+01	5.515876759e+00	-7.816639694e+00	-7.377758908e+00
9	-1.230236057e+01	-1.442662743e+00	-1.137678112e+01	-7.377758908e+00
10	-1.069151616e+01	-8.399214672e+00	-1.137678112e+01	-7.377758908e+00
11	-1.417191292e+01	-8.729724990e+00	-1.137678112e+01	-7.377758908e+00
12	6.983518535e+00	1.474867331e+01	-7.816639694e+00	-7.377758908e+00
13	8.602193779e+00	-1.966190894e+01	4.676461512e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.760620824e+01	-3.356650609e+00	-7.816639694e+00	-7.377758908e+00
16	-1.861461167e+01	-7.375956546e-01	-1.137678112e+01	-7.377758908e+00
17	-8.922569532e+00	-3.899186653e+00	-1.137678112e+01	-7.377758908e+00
18	-5.049466294e+00	-3.800142174e+00	-1.137671270e+01	-7.377758908e+00
19	-1.547598077e+01	1.665910972e+01	-1.137678114e+01	-7.377758908e+00
20	-1.107834212e+01	1.003445999e+01	-1.137678134e+01	-7.377758908e+00
21	-1.744207058e+01	9.683202968e+00	-1.137678112e+01	-7.377758908e+00
22	-2.440959557e-01	4.652744437e+00	-7.725003987e+00	-7.377758908e+00
23	-1.880228567e+01	1.291317039e+01	-1.137678112e+01	-7.377758908e+00
24	7.308401429e-01	6.672459989e-01	-2.088280036e+00	-7.377758908e+00
25	1.485731932e+01	8.443678995e-01	-7.816639694e+00	-7.377758908e+00
26	6.129564922e+00	-1.231484918e+01	3.096618603e+00	-7.377758908e+00
27	-1.311363124e+01	1.016230510e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-1.805227229e+01	1.425150325e+01	-1.137678112e+01	-7.377758908e+00
30	-1.208435661e+01	-7.591576156e+00	-1.137678112e+01	-7.377758908e+00
31	-3.170140678e+00	-1.360575701e+01	-1.136984187e+01	-7.377758908e+00
32	-1.245237612e+00	-1.540257411e-01	-1.873513618e+00	-7.377758908e+00
33	1.032742447e+00	-1.661072134e+01	-2.323883188e+00	-7.377758908e+00
34	-1.912230233e+01	-7.261121554e+00	-1.137678112e+01	-7.377758908e+00
35	9.911253003e+00	1.291036332e+01	-7.816639694e+00	-7.377758908e+00
36	1.317098378e+01	6.134987527e+00	-7.816639694e+00	-7.377758908e+00
37	-7.276775680e+00	9.762425197e+00	-1.148843090e+01	-7.377758908e+00
38	3.518472158e+00	-7.499719264e+00	3.755928650e+00	-7.377758908e+00
39	1.010365917e+00	4.732357205e+00	-7.928985934e+00	-7.377758908e+00
40	1.082539345e+01	1.934180366e+01	-7.816639694e+00	-7.377758908e+00
41	-1.799926249e+01	3.798698215e-02	-1.137678112e+01	-7.377758908e+00
42	1.293205045e+01	5.561689020e-01	-7.816639694e+00	-7.377758908e+00
43	1.893030477e+01	1.220271462e+01	-7.816639694e+00	-7.377758908e+00
44	-8.189624144e+00	1.170512701e+00	-1.137678112e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	-3.771472778e+00	6.104653495e+00	-1.115839857e+01	-7.377758908e+00
47	1.340595858e+00	1.798116490e+01	-7.817505735e+00	-7.377758908e+00
48	5.669602874e+00	-1.605323481e+01	5.842455431e+00	-7.377758908e+00
49	-1.344566903e-01	3.733302772e+00	-6.385426066e+00	-7.377758908e+00
0	8.956389481e+00	3.305350643e+00	-7.816639694e+00	-7.377758908e+00
1	1.412501389e+00	-6.082052736e+00	4.122166862e+00	-7.377758908e+00
2	8.842069064e+00	6.641628883e+00	-7.816639694e+00	-7.377758908e+00
3	1.081241557e+01	1.094974068e+01	-7.816639694e+00	-7.377758908e+00
4	-5.250517265e+00	-1.444554489e+01	-1.137678110e+01	-7.377758908e+00
5	-8.782252901e+00	-9.589832143e+00	-1.137678112e+01	-7.377758908e+00
6	-1.061835583e+01	3.427108168e-01	-1.137678112e+01	-7.377758908e+00
7	-1.242445421e+01	1.218337138e+01	-1.137678128e+01	-7.377758908e+00
8	1.317843623e+01	1.475041573e+01	-7.816639694e+00	-7.377758908e+00
9	-1.230236057e+01	-1.442662743e+00	-1.137678112e+01	-7.377758908e+00
10	-1.067383792e+01	-9.241647633e+00	-1.137678112e+01	-7.377758908e+00
11	-1.549313008e+01	-1.210286843e+01	-1.137678112e+01	-7.377758908e+00
12	6.983518535e+00	1.474867331e+01	-7.816639694e+00	-7.377758908e+00
13	8.602193779e+00	-1.966190894e+01	4.676461512e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.768586402e+01	-3.212402936e+00	-7.816639694e+00	-7.377758908e+00
16	-1.729795985e+01	-1.139860537e+00	-1.137678112e+01	-7.377758908e+00
17	-6.446244353e+00	-1.220754107e+01	-1.137678112e+01	-7.377758908e+00
18	-6.769936696e+00	-6.222637075e+00	-1.137678112e+01	-7.377758908e+00
19	-1.547598077e+01	1.665910972e+01	-1.137678114e+01	-7.377758908e+00
20	-1.021319793e+01	9.980116620e+00	-1.137679383e+01	-7.377758908e+00
21	-1.666399949e+01	9.452885065e+00	-1.137678112e+01	-7.377758908e+00
22	2.014886320e-01	4.528703565e+00	-7.953906735e+00	-7.377758908e+00
23	-1.880228567e+01	1.291317039e+01	-1.137678112e+01	-7.377758908e+00
24	7.308401429e-01	6.672459989e-01	-2.088280036e+00	-7.377758908e+00
25	1.777170818e+01	-2.619962585e+00	-7.816639694e+00	-7.377758908e+00
26	7.571793124e+00	-1.497446981e+01	2.717397687e+00	-7.377758908e+00
27	-1.311363124e+01	1.016230510e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-1.805227229e+01	1.425150325e+01	-1.137678112e+01	-7.377758908e+00
30	-1.227053609e+01	-8.010429360e+00	-1.137678112e+01	-7.377758908e+00
31	-3.170140678e+00	-1.360575701e+01	-1.136984187e+01	-7.377758908e+00
32	-1.245237612e+00	-1.540257411e-01	-1.873513618e+00	-7.377758908e+00
33	1.032742447e+00	-1.661072134e+01	-2.323883188e+00	-7.377758908e+00
34	-1.655831096e+01	-5.986409114e+00	-1.137678112e+01	-7.377758908e+00
35	9.775594081e+00	1.389756645e+01	-7.816639694e+00	-7.377758908e+00
36	-7.699992985e-01	3.518990750e-01	-2.172584156e-01	-7.377758908e+00
37	-1.021624581e+01	1.189813371e+01	-1.137790960e+01	-7.377758908e+00
38	2.974640531e+00	-6.731653552e+00	4.064165114e+00	-7.377758908e+00
39	1.013259704e+00	4.735309158e+00	-7.928439373e+00	-7.377758908e+00
40	1.082539345e+01	1.934180366e+01	-7.816639694e+00	-7.377758908e+00
41	-6.072684900e+00	1.483638019e+00	-1.137677709e+01	-7.377758908e+00
42	1.293205045e+01	5.561689020e-01	-7.816639694e+00	-7.377758908e+00
43	1.893030477e+01	1.220271462e+01	-7.816639694e+00	-7.377758908e+00
44	-9.271867457e+00	8.959964699e-01	-1.137678112e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	-3.665858740e+00	5.605287345e+00	-1.072811944e+01	-7.377758908e+00
47	5.750670871e+00	1.861381088e+01	-7.816639694e+00	-7.377758908e+00
48	5.669602874e+00	-1.605323481e+01	5.842455431e+00	-7.377758908e+00
49	-1.491506095e+00	-1.088687517e+00	-3.548708413e+00	-7.377758908e+00
0	7.736142310e+00	-3.881687018e+00	-7.816636495e+00	-7.377758908e+00
1	1.412501389e+00	-6.082052736e+00	4.122166862e+00	-7.377758908e+00
2	9.749370495e+00	2.683957084e+00	-7.816639694e+00	-7.377758908e+00
3	1.081091649e+01	9.980372854e+00	-7.816639694e+00	-7.377758908e+00
4	-6.066389235e+00	-1.332381882e+01	-1.137678112e+01	-7.377758908e+00
5	-8.782252901e+00	-9.589832143e+00	-1.137678112e+01	-7.377758908e+00
6	-1.061835583e+01	3.427108168e-01	-1.137678112e+01	-7.377758908e+00
7	-1.340177126e+01	1.229520328e+01	-1.137678112e+01	-7.377758908e+00
8	1.317843623e+01	1.475041573e+01	-7.816639694e+00	-7.377758908e+00
9	-1.224394758e+01	-2.278241906e+00	-1.137678112e+01	-7.377758908e+00
10	-1.018890804e+01	-9.615578378e+00	-1.137678112e+01	-7.377758908e+00
11	-1.549313008e+01	-1.210286843e+01	-1.137678112e+01	-7.377758908e+00
12	6.983518535e+00	1.474867331e+01	-7.816639694e+00	-7.377758908e+00
13	8.602193779e+00	-1.966190894e+01	4.676461512e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.998331319e+01	-2.844427418e+00	-7.816639694e+00	-7.377758908e+00
16	-1.729795985e+01	-1.139860537e+00	-1.137678112e+01	-7.377758908e+00
17	-5.660866392e-01	-6.052479538e+00	-2.582919632e+00	-7.377758908e+00
18	-5.750281754e+00	-6.205118150e+00	-1.137678090e+01	-7.377758908e+00
19	-1.547598077e+01	1.665910972e+01	-1.137678114e+01	-7.377758908e+00
20	-1.432438568e+01	1.566017010e+01	-1.137678154e+01	-7.377758908e+00
21	-1.666399949e+01	9.452885065e+00	-1.137678112e+01	-7.377758908e+00
22	2.014886320e-01	4.528703565e+00	-7.953906735e+00	-7.377758908e+00
23	-1.880228567e+01	1.291317039e+01	-1.137678112e+01	-7.377758908e+00
24	7.308401429e-01	6.672459989e-01	-2.088280036e+00	-7.377758908e+00
25	1.397466848e+01	-9.676928084e+00	-7.816639694e+00	-7.377758908e+00
26	7.774417196e+00	-1.530467215e+01	2.618317368e+00	-7.377758908e+00
27	-1.311363124e+01	1.016230510e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-1.826250452e+01	1.387636234e+01	-1.137678112e+01	-7.377758908e+00
30	-1.227053609e+01	-8.010429360e+00	-1.137678112e+01	-7.377758908e+00
31	1.311613412e+00	-1.615364020e+01	-1.163302395e+00	-7.377758908e+00
32	-1.245237612e+00	-1.540257411e-01	-1.873513618e+00	-7.377758908e+00
33	1.032742447e+00	-1.661072134e+01	-2.323883188e+00	-7.377758908e+00
34	-1.907385607e+01	-9.225869051e+00	-1.137678112e+01	-7.377758908e+00
35	6.798849327e+00	9.543297967e+00	-7.816639694e+00	-7.377758908e+00
36	-7.699992985e-01	3.518990750e-01	-2.172584156e-01	-7.377758908e+00
37	-1.021624581e+01	1.189813371e+01	-1.137790960e+01	-7.377758908e+00
38	2.974640531e+00	-6.731653552e+00	4.064165114e+00	-7.377758908e+00
39	1.013259704e+00	4.735309158e+00	-7.928439373e+00	-7.377758908e+00
40	1.082539345e+01	1.934180366e+01	-7.816639694e+00	-7.377758908e+00
41	-1.553833295e+01	1.562039479e+01	-1.137678112e+01	-7.377758908e+00
42	9.852561428e+00	8.299571065e+00	-7.816639694e+00	-7.377758908e+00
43	1.893030477e+01	1.220271462e+01	-7.816639694e+00	-7.377758908e+00
44	-7.776705126e+00	4.020026806e+00	-1.137678118e+01	-7.377758908e+00
45	-1.205243921e+01	1.821755397e+01	-1.153236677e+01	-7.377758908e+00
46	6.752270325e+00	1.608018639e+00	-7.816639694e+00	-7.377758908e+00
47	5.750670871e+00	1.861381088e+01	-7.816639694e+00	-7.377758908e+00
48	5.669602874e+00	-1.605323481e+01	5.842455431e+00	-7.377758908e+00
49	-8.543740854e-01	-1.446436256e+00	-8.200217135e-01	-7.377758908e+00
0	1.673614072e+00	-1.127395854e+01	2.588340619e+00	-7.377758908e+00
1	3.384659449e+00	-7.776924602e+00	4.306871083e+00	-7.377758908e+00
2	1.436128001e+01	1.289264220e+01	-7.816639694e+00	-7.377758908e+00
3	1.905325115e+01	9.917694701e+00	-7.816639694e+00	-7.377758908e+00
4	-7.334008362e+00	-1.290589328e+01	-1.137678112e+01	-7.377758908e+00
5	-1.708287488e+01	-4.192129450e+00	-1.137678112e+01	-7.377758908e+00
6	-1.234348630e+01	-2.050672655e+00	-1.137678112e+01	-7.377758908e+00
7	-1.400690895e+01	1.055119407e+01	-1.137678112e+01	-7.377758908e+00
8	1.317843623e+01	1.475041573e+01	-7.816639694e+00	-7.377758908e+00
9	-1.389241607e+01	2.096908785e+00	-1.137678112e+01	-7.377758908e+00
10	-9.484209899e+00	-1.392264385e+01	-1.137678112e+01	-7.377758908e+00
11	-7.658820043e+00	-5.936373162e+00	-1.137678112e+01	-7.377758908e+00
12	4.516975490e+00	1.325383620e+01	-7.816639697e+00	-7.377758908e+00
13	8.602193779e+00	-1.966190894e+01	4.676461512e+00	-7.377758908e+00
14	2.638514660e+00	1.873481229e+01	-7.816642918e+00	-7.377758908e+00
15	1.998331319e+01	-2.844427418e+00	-7.816639694e+00	-7.377758908e+00
16	-9.251029331e+00	-5.620227380e+00	-1.137678112e+01	-7.377758908e+00
17	-5.660866392e-01	-6.052479538e+00	-2.582919632e+00	-7.377758908e+00
18	-4.911759086e+00	-8.232558544e+00	-1.137676954e+01	-7.377758908e+00
19	-1.547598077e+01	1.665910972e+01	-1.137678114e+01	-7.377758908e+00
20	-1.432438568e+01	1.566017010e+01	-1.137678154e+01	-7.377758908e+00
21	-1.686652739e+01	8.224401448e+00	-1.137678112e+01	-7.377758908e+00
22	-3.485557078e+00	6.172583538e+00	-1.059148273e+01	-7.377758908e+00
23	-1.880228567e+01	1.291317039e+01	-1.137678112e+01	-7.377758908e+00
24	7.308401429e-01	6.672459989e-01	-2.088280036e+00	-7.377758908e+00
25	1.627946471e+01	4.989837497e-01	-7.816639694e+00	-7.377758908e+00
26	7.322501915e+00	-1.454557341e+01	2.815177961e+00	-7.377758908e+00
27	-1.311363124e+01	1.016230510e+01	-1.137678112e+01	-7.377758908e+00
28	-8.594358515e-01	-1.234683075e+00	-7.378869585e-01	-7.377758908e+00
29	-1.826250452e+01	1.387636234e+01	-1.137678112e+01	-7.377758908e+00
30	-1.884615515e+01	-9.110415499e+00	-1.137678112e+01	-7.377758908e+00
31	1.311613412e+00	-1.615364020e+01	-1.163302395e+00	-7.377758908e+00
32	-1.245237612e+00	-1.540257411e-01	-1.873513618e+00	-7.377758908e+00
33	1.032742447e+00	-1.661072134e+01	-2.323883188e+00	-7.377758908e+00
34	-1.997753196e+01	-1.623024431e+01	-1.137678112e+01	-7.377758908e+00
35	6.798849327e+00	9.543297967e+00	-7.816639694e+00	-7.377758908e+00
36	2.752797546e+00	-3.417410617e+00	-8.236824937e-01	-7.377758908e+00
37	-1.354628559e+01	1.402222463e+01	-1.137678126e+01	-7.377758908e+00
38	2.974640531e+00	-6.731653552e+00	4.064165114e+00	-7.377758908e+00
39	1.982580405e+00	7.943697139e+00	-7.820163529e+00	-7.377758908e+00
40	9.975077753e+00	1.111575147e+01	-7.816639694e+00	-7.377758908e+00
