theta_0 theta_1 theta_2 theta_3
1.5108050108173685 -0.3872047742329798 4.808923876642605 1.4317124498877565
1.170076387312116 -0.8917357295287153 4.633830854260388 1.2024409854607732
2.4135156330538408 -0.7033477916523462 4.737833164457777 1.2134395098975768
1.8133134066892365 -0.4517687293869986 4.613554515711898 1.3638186307474136
2.131436246316723 -0.8881809986013222 4.685196197681952 1.5026461770342396
1.5777934862894667 -0.6179303511737623 4.663282642254185 1.3813653065429352
1.1290147750859973 -0.8054256817247496 4.826775093108742 1.2256060111617002
2.414020522227729 -0.7935689274807975 4.503959741933139 1.1416663708937094
1.548896034197079 -0.48694130145613695 4.229790835532935 1.0863192330103713
1.1586275559286219 -0.2816071207449379 4.41679526990091 1.3627010071204024
1.2485876893542756 -0.698300580532856 5.276066122420572 1.179604877914138
1.928091283196398 -0.6581665992047017 5.21992367940943 1.5364258397121715
1.3263327282942392 -0.6412046079191673 4.989653101099449 1.3516981935253498
1.666092429971399 -0.5131341539769265 4.26791175131639 1.3631314019744187
1.242885385210789 -0.743030095373251 4.454238246178299 1.5051331834933803
1.4104273574885546 -0.46989427671861905 4.691961572932254 1.8897990444240236
0.7903622327122353 -0.7874219478837705 4.793387293854562 1.1034671639853522
1.7862965807672915 -0.6056704272325133 4.778087751163711 1.811214253731944
1.3402886783908605 -0.241014869350413 5.067038881268605 1.3601120100561457
1.3857764803290764 -0.48541093494029225 4.770928824154225 1.495623069297705
0.6197900499709177 -0.13292483036843594 4.791532220065408 1.8097465848673107
0.39390949448112333 -0.43937725516088244 4.7721968086939786 1.341144937748827
1.7551505003327685 -0.5617195922475936 4.004549918042791 1.5627122729423406
2.2005807226296943 -0.841749177503657 4.790115680930253 1.226893541031667
0.5956850193709742 -0.42426811248068774 4.525150276860547 1.5499613327927868
0.2826311925746472 -0.28868019137774015 4.975217709649011 1.2699479336631394
1.7249199214755815 -0.5163208807329697 5.089982355160654 1.2734502118318993
1.292310506968048 -0.2893556846876731 4.479651786566202 1.5384358341967885
2.2163888368125724 -0.6469405033500459 4.615455465949135 1.0043268400332126
2.201947854711814 -0.9607566597107842 5.128063936774963 0.7800460153388397
0.5728424557892413 -0.14740815444482805 5.534119686462017 1.1783716998486289
1.2749794728158197 -0.5127839671946044 4.703150000838414 1.6752631100948487
1.3617082706671155 -0.4509335092546738 5.264622731969918 1.1091136505016768
0.907173374314999 -0.7470761543648547 5.086927145211599 0.7946780314052311
0.24935231337032993 -0.4555620455899043 5.0687108147664794 0.9053490475826272
1.5555013997082068 -0.6156137462424044 5.311191790368267 1.4907069589285409
0.8265406153136301 -0.3815114977846378 4.806199253237646 1.4690405541735287
0.14302507938082476 -0.19790710631300923 4.713277166653744 1.599178587110723
1.9781722390828655 -0.8686425992487415 4.816256259147445 1.0178633478968262
0.11901416815995791 -0.16275782449890475 4.489364561421386 1.5363576234806398
0.012457491467683601 -0.10590930885754739 4.396004212040904 1.0816264294174978
1.0877471482433836 -0.21517847092878523 4.954535477581093 0.8609452167302482
1.4510087444533926 -0.6080421268242748 4.317810336783673 1.5565621875161213
1.8068617938776672 -0.701109405101335 5.077336964449671 1.7789344873964223
1.0468189676786528 -0.33426006146309256 4.772984664552313 1.4024345794629185
1.7884911431574402 -0.8762759569897964 5.498730529100558 0.8725210733797527
-0.5593041221115834 -0.5937894002041529 4.736250181424351 1.3781689398937926
1.254142646202922 -0.8628465906389413 5.38419379297441 1.3376622826148343
2.3199859351721477 -0.41959359960649617 4.451890867353744 1.3843191185967028
0.7308736899370701 -0.3821510560261323 5.108474683502113 1.3144588260469203
0.5831180192727263 -0.2799549830413109 4.902537000082898 1.2360362967561171
1.1862641359887445 -0.39656318088959375 5.122686022116863 1.5936271926216534
2.5953781252779566 -0.8146139027430022 5.305328622975216 1.5660884462954214
1.469531945186454 -0.37416714263585843 4.603133205263352 1.178889230811075
2.1929114084455845 -1.0762017944920625 4.688450306961178 1.032716661404747
1.941120990157902 -0.4896587186454407 5.0005103552807135 1.178983252170842
1.3271846234158942 -0.1417476795208345 4.913800526469751 1.2862769025085368
1.7910261628131108 -0.6109920544054667 4.619013658074065 1.0014567276293702
0.5087332418157308 -0.08857165558179891 4.039591516960893 1.2194619989793984
0.7980523754775193 -0.48156232190588444 4.550937122886926 1.0975017402608653
1.8466392587761844 -0.506672888102187 5.205624859623001 0.672108852868975
1.6356227747669965 -0.36025060050969376 4.896548580871267 1.3101647965646712
1.9593597576787496 -0.5300047974638754 4.700798757615807 1.351293733539756
1.846008541981317 -0.6907183658154852 4.902043066646723 1.4844529039797856
-0.413373211889088 -0.24260455079117466 5.1914906624058 1.5349513393008702
2.4346148261029485 -0.9279789065948352 4.461468868957207 1.093715020137798
2.1086575638744023 -0.4241890208750461 4.302156532055489 0.9482793856772447
2.056957537431799 -0.6732531371253312 4.645633062079003 1.1149551465525005
3.296051376354126 -0.8107978404058696 4.910334219461683 1.2759912570362737
2.362782603671716 -0.7209795641872265 5.294236968493341 1.4315400292280527
2.3107088350814373 -0.6925037395156493 5.03181058386685 1.1809427850996732
0.5828244647041341 -0.11660925812204348 4.464357821698416 1.4448876805966762
1.5537013517902636 -0.370735604030569 4.830364943687538 1.5582497782156493
0.4551894530897887 -0.1104000210413772 4.875661358879439 1.407093349184221
2.934234570286137 -0.6498172154999705 4.895219890969433 1.1808841341834544
2.923133669963156 -0.8509035548634653 4.586978548391649 1.6424940906085108
0.969067115969939 -0.37547833308585377 4.706568264889813 1.2887093237117737
1.4551702307841896 -0.5054580126197002 4.563838492919867 0.9103548876808697
0.9839783659481157 -0.466587843273193 4.310457770820847 1.814107838361198
0.7829833896616373 -0.6978723539129077 4.387647538657347 1.0332623330918738
2.3023939991512132 -0.7895518487375273 4.899687055230502 1.4572399233428253
2.224229149233031 -0.8452142567857053 4.578852009809893 1.07414541918457
1.916399957032394 -0.759736676125347 5.195874483670003 2.0833171060699676
0.678165440106565 -0.9675920633096042 4.998605952452241 1.3100913815800599
2.0801302268947968 -0.4976784780707678 4.579339933541564 0.39654805304925933
