walker	cdf_0	cdf_1	model1_0	model2_0	log_l	log_p
40	-4.537943742e-01	1.057384922e-01	4.291198611e+00	6.619626201e-01	-1.334633448e+01	-5.165307873e+00
41	-1.729289194e-01	7.476603455e-03	4.219127955e+00	5.453233808e-01	-1.236133268e+01	-5.071733047e+00
42	3.552277629e-01	-3.711279893e-01	4.177537558e+00	1.082494166e+00	-6.467572646e+00	-5.188714265e+00
43	-1.173548457e-01	5.736518764e-02	4.211741288e+00	1.135231109e+00	-9.994095603e+00	-5.065284354e+00
44	-1.323082090e-01	-2.195961279e-01	4.638085533e+00	1.063736116e+00	-5.773038219e+00	-5.089616852e+00
45	-5.186517965e-01	-1.161887523e-01	4.526660590e+00	7.037027525e-01	-9.304169983e+00	-5.198002647e+00
46	-5.579337943e-02	1.766004651e-02	3.833999429e+00	4.650217896e-01	-1.656728253e+01	-5.058465280e+00
47	-4.709231704e-01	1.060878529e-02	4.860097243e+00	1.222838601e+00	-7.621785779e+00	-5.167693481e+00
48	1.054203047e+00	-1.267359435e+00	4.823511774e+00	1.117243511e+00	-6.908414239e+00	-6.415524891e+00
49	2.416047068e-02	-1.969173533e-01	4.282750456e+00	1.021910450e+00	-6.642976956e+00	-5.076432977e+00
0	2.373929256e-01	-2.031607962e-02	4.674638007e+00	9.684525186e-01	-7.199031572e+00	-5.085136963e+00
1	-1.056133873e+00	-9.362101283e-02	4.425200181e+00	1.625762104e+00	-1.179686913e+01	-5.618844717e+00
2	1.763959300e-01	-5.604632651e-02	4.190395094e+00	1.031410071e+00	-7.974351117e+00	-5.073881249e+00
3	-5.354536645e-01	-2.085583412e-01	4.341925331e+00	1.059106924e+00	-8.627384529e+00	-5.221856496e+00
4	4.345366420e-01	-1.746391491e-01	4.129603521e+00	1.736088010e-01	-1.457012870e+01	-5.166413354e+00
5	7.716258810e-01	-7.976633546e-02	4.070092728e+00	9.221478560e-01	-9.369853609e+00	-5.357637476e+00
6	2.337161831e-01	1.126254444e-01	4.151777734e+00	9.345244170e-01	-1.392737363e+01	-5.090406764e+00
7	1.701513630e-01	-1.466840295e-01	3.925918835e+00	1.035070589e+00	-9.275959943e+00	-5.081986737e+00
8	-2.297195642e-01	2.116734995e-02	4.420211095e+00	1.032599172e+00	-8.385851470e+00	-5.083362459e+00
9	-6.883374590e-02	-1.815130054e-01	4.391104328e+00	8.159977154e-01	-7.328636134e+00	-5.075595419e+00
10	8.095415939e-01	-2.702786790e-01	3.980403482e+00	6.533578313e-01	-9.361401892e+00	-5.420956970e+00
11	-1.883668487e-01	-2.641534004e-01	4.450459758e+00	1.172964861e+00	-6.501748415e+00	-5.109382436e+00
12	-4.768814490e-01	-9.266798357e-02	4.662840735e+00	9.184878670e-01	-7.628386660e+00	-5.174754527e+00
13	-2.051080185e-01	-4.743655993e-01	5.084599772e+00	7.094157887e-01	-9.087327206e+00	-5.190298902e+00
14	-4.018680243e-01	-2.827637793e-01	4.825504401e+00	1.777477324e+00	-9.047833711e+00	-5.177479523e+00
15	1.591327865e+00	-3.798390116e-01	4.284409037e+00	1.114767859e+00	-3.622049316e+00	-6.395053916e+00
16	1.680737017e+00	-5.388070624e-01	4.570046807e+00	8.291201448e-01	-3.373296685e+00	-6.614347877e+00
17	7.347461716e-01	-1.157271634e-01	3.680248054e+00	3.437967308e-01	-1.740183397e+01	-5.333375248e+00
18	-4.389618728e-01	-2.732137486e-01	4.719730111e+00	8.628161275e-01	-7.936114904e+00	-5.190419530e+00
19	3.862685010e-01	-4.078015609e-01	4.578226078e+00	6.831255327e-01	-6.496687383e+00	-5.214505625e+00
20	-1.355971258e-01	-2.576501757e-01	4.243757231e+00	1.339621584e+00	-7.342059510e+00	-5.099137988e+00
21	-1.743632055e-02	-2.073319750e-01	4.440453761e+00	1.532917101e+00	-5.979508996e+00	-5.078398178e+00
22	2.303751760e-01	-3.654665716e-01	4.316609274e+00	1.496681327e+00	-6.207253182e+00	-5.150072160e+00
23	7.387098389e-01	-3.925626194e-01	3.938005003e+00	1.232657262e+00	-7.351018807e+00	-5.406651709e+00
24	-4.129713570e-02	-3.555933795e-01	4.697450641e+00	1.167262540e+00	-5.707683259e+00	-5.120828944e+00
25	2.496606738e+00	-1.105125347e+00	5.236321677e+00	1.190031597e+00	-3.761012338e+00	-8.783926508e+00
26	5.004651358e-01	-4.328394455e-01	4.994216984e+00	1.885626391e+00	-6.824487729e+00	-5.275660560e+00
27	8.263211783e-02	-2.983703533e-01	3.933430465e+00	1.170264359e+00	-9.188159200e+00	-5.104679359e+00
28	7.104994321e-01	-4.884313155e-01	4.303712608e+00	1.064885786e+00	-5.076156448e+00	-5.428440188e+00
29	1.118038433e+00	-5.777128779e-01	4.759311149e+00	9.405673393e-01	-3.471254398e+00	-5.848633945e+00
30	2.566553363e-01	-1.167906001e-01	4.246696219e+00	6.119390247e-01	-9.349489055e+00	-5.096508894e+00
31	-1.092107932e+00	7.130700287e-02	4.032465366e+00	7.318843875e-01	-1.543355645e+01	-5.655645103e+00
32	9.447915175e-01	-9.637390540e-01	4.713103676e+00	8.080331009e-01	-6.275987313e+00	-5.967464879e+00
33	2.854905806e-01	-4.437111782e-01	4.427581081e+00	6.762859677e-01	-7.491280588e+00	-5.195945132e+00
34	5.126930470e-01	1.934287793e-02	4.200294498e+00	8.746371950e-01	-1.108618497e+01	-5.188367045e+00
35	1.066003418e+00	1.550639081e+00	3.665954609e+00	1.064851352e+00	-1.045824983e+02	-6.827175315e+00
36	5.563578577e-01	-2.708346644e-01	4.008643782e+00	8.824274840e-01	-7.904671286e+00	-5.248195632e+00
37	1.282761076e+00	-4.746667211e-01	4.752561070e+00	1.122320164e+00	-2.321403793e+00	-5.992145129e+00
38	3.285456126e-02	-4.440747280e-01	4.427794449e+00	1.655177181e+00	-7.902405124e+00	-5.155893784e+00
39	5.909218118e-01	-5.288031274e-01	4.402765727e+00	1.425534572e+00	-5.237954134e+00	-5.371163559e+00
40	-4.537943742e-01	1.057384922e-01	4.291198611e+00	6.619626201e-01	-1.334633448e+01	-5.165307873e+00
41	-1.729289194e-01	7.476603455e-03	4.219127955e+00	5.453233808e-01	-1.236133268e+01	-5.071733047e+00
42	7.363028526e-01	-6.442984025e-01	4.147529297e+00	1.470073102e+00	-7.254071664e+00	-5.535384052e+00
43	-2.874810877e-01	-3.053175274e-02	4.197706770e+00	1.015702177e+00	-8.948739575e+00	-5.098541673e+00
44	-1.185514219e-01	-1.714530159e-01	4.553708921e+00	1.130691089e+00	-5.705562920e+00	-5.078478179e+00
45	-5.794361037e-01	-9.991943684e-02	4.509129853e+00	6.470578922e-01	-1.008120102e+01	-5.229617937e+00
46	-5.579337943e-02	1.766004651e-02	3.833999429e+00	4.650217896e-01	-1.656728253e+01	-5.058465280e+00
47	-3.863229151e-01	-6.944365697e-03	4.739017218e+00	1.194355466e+00	-7.131320264e+00	-5.131399701e+00
48	1.043998018e+00	-1.253277200e+00	4.816151417e+00	1.116245646e+00	-6.850631014e+00	-6.387070693e+00
49	8.449180831e-02	-1.778306746e-01	4.235141863e+00	9.790297760e-01	-6.941909872e+00	-5.076134199e+00
0	2.373929256e-01	-2.031607962e-02	4.674638007e+00	9.684525186e-01	-7.199031572e+00	-5.085136963e+00
1	-1.056133873e+00	-9.362101283e-02	4.425200181e+00	1.625762104e+00	-1.179686913e+01	-5.618844717e+00
2	2.511478628e-01	-7.743080331e-03	4.177609800e+00	9.575641764e-01	-9.413526341e+00	-5.088320493e+00
3	-5.354536645e-01	-2.085583412e-01	4.341925331e+00	1.059106924e+00	-8.627384529e+00	-5.221856496e+00
4	4.345366420e-01	-1.746391491e-01	4.129603521e+00	1.736088010e-01	-1.457012870e+01	-5.166413354e+00
5	6.818557782e-01	-9.705229287e-02	4.093175682e+00	9.195737918e-01	-8.646730888e+00	-5.293926116e+00
6	2.337161831e-01	1.126254444e-01	4.151777734e+00	9.345244170e-01	-1.392737363e+01	-5.090406764e+00
7	1.653168503e-01	-1.482680695e-01	3.932992115e+00	1.036930053e+00	-9.197797932e+00	-5.081409432e+00
8	-2.480706490e-01	2.227064314e-02	4.429469358e+00	1.035462692e+00	-8.377341362e+00	-5.087770406e+00
9	2.490400106e-01	-2.504581296e-01	4.476113245e+00	8.880399176e-01	-5.609400857e+00	-5.119127992e+00
10	3.080034520e-01	-2.754476606e-01	4.330285420e+00	1.118756812e+00	-5.288025074e+00	-5.142121661e+00
11	-1.883668487e-01	-2.641534004e-01	4.450459758e+00	1.172964861e+00	-6.501748415e+00	-5.109382436e+00
12	-4.155478121e-01	-1.061532407e-01	4.644161164e+00	9.548096776e-01	-7.226245070e+00	-5.148727139e+00
13	-1.729285393e-01	-4.585002310e-01	5.041484360e+00	7.220725241e-01	-8.643509462e+00	-5.176816262e+00
14	-4.018680243e-01	-2.827637793e-01	4.825504401e+00	1.777477324e+00	-9.047833711e+00	-5.177479523e+00
15	1.866339246e+00	-4.286224881e-01	4.321211943e+00	1.338515625e+00	-2.877978066e+00	-6.890222600e+00
16	2.823435553e+00	-8.737437197e-01	4.659667818e+00	7.074135388e-01	-3.531598248e+00	-9.424361097e+00
17	7.347461716e-01	-1.157271634e-01	3.680248054e+00	3.437967308e-01	-1.740183397e+01	-5.333375248e+00
18	-4.389618728e-01	-2.732137486e-01	4.719730111e+00	8.628161275e-01	-7.936114904e+00	-5.190419530e+00
19	5.129170446e-01	-5.530142375e-01	4.672466287e+00	4.940094947e-01	-8.160213164e+00	-5.341207212e+00
20	-3.495300928e-01	-1.604127347e-01	4.129491792e+00	1.699323571e+00	-9.919835596e+00	-5.130704657e+00
21	-1.743632055e-02	-2.073319750e-01	4.440453761e+00	1.532917101e+00	-5.979508996e+00	-5.078398178e+00
22	2.725124741e-01	-3.080319133e-01	4.299248735e+00	1.403838253e+00	-5.614544140e+00	-5.141326245e+00
23	7.712966977e-01	-3.901844863e-01	3.915393145e+00	1.213151001e+00	-7.513099825e+00	-5.430324156e+00
24	1.871317288e-02	-3.629209774e-01	4.680717064e+00	1.099312245e+00	-5.570586837e+00	-5.122783801e+00
25	2.496606738e+00	-1.105125347e+00	5.236321677e+00	1.190031597e+00	-3.761012338e+00	-8.783926508e+00
26	5.004651358e-01	-4.328394455e-01	4.994216984e+00	1.885626391e+00	-6.824487729e+00	-5.275660560e+00
27	8.263211783e-02	-2.983703533e-01	3.933430465e+00	1.170264359e+00	-9.188159200e+00	-5.104679359e+00
28	7.893270468e-01	-5.099323210e-01	4.309298424e+00	1.039289692e+00	-4.979305004e+00	-5.498286971e+00
29	1.529963249e+00	-6.828804192e-01	4.928714012e+00	8.094444266e-01	-3.831420086e+00	-6.460309496e+00
30	1.248194211e-01	-7.391641287e-02	4.333478936e+00	9.368054629e-01	-7.279929928e+00	-5.067274653e+00
31	-1.092107932e+00	7.130700287e-02	4.032465366e+00	7.318843875e-01	-1.543355645e+01	-5.655645103e+00
32	7.893583940e-01	-7.812388986e-01	4.559723753e+00	8.484065623e-01	-5.902259554e+00	-5.673463337e+00
33	2.149434075e-01	-4.169788895e-01	4.430987224e+00	7.502307656e-01	-7.093692130e+00	-5.166788923e+00
34	3.707683362e-01	-9.048484976e-02	4.338324076e+00	9.391882894e-01	-6.892547643e+00	-5.129581225e+00
35	1.159276844e+00	1.742802235e+00	3.599026966e+00	1.117047292e+00	-1.045958823e+02	-7.247394108e+00
36	3.531003595e-01	-2.690111489e-01	4.129228488e+00	9.617237660e-01	-6.965170166e+00	-5.155276322e+00
37	1.282761076e+00	-4.746667211e-01	4.752561070e+00	1.122320164e+00	-2.321403793e+00	-5.992145129e+00
38	9.616577987e-02	-3.873729341e-01	4.441944901e+00	1.430516386e+00	-6.169263220e+00	-5.136405715e+00
39	5.909218118e-01	-5.288031274e-01	4.402765727e+00	1.425534572e+00	-5.237954134e+00	-5.371163559e+00
40	-4.537943742e-01	1.057384922e-01	4.291198611e+00	6.619626201e-01	-1.334633448e+01	-5.165307873e+00
41	3.681023795e-01	-4.626392245e-01	4.458236337e+00	6.724877203e-01	-7.198325883e+00	-5.231520098e+00
42	1.478983297e+00	-9.736436074e-01	4.065562779e+00	1.581191113e+00	-8.350311254e+00	-6.624439625e+00
43	-3.072269994e-02	-1.997660659e-01	4.299742827e+00	8.812826941e-01	-7.299464780e+00	-5.077178074e+00
44	-1.185514219e-01	-1.714530159e-01	4.553708921e+00	1.130691089e+00	-5.705562920e+00	-5.078478179e+00
45	-4.011299120e-01	-1.533656317e-01	4.354084251e+00	7.879662601e-01	-8.904697716e+00	-5.148966003e+00
46	4.731844567e-02	-6.541618730e-02	3.974662980e+00	6.503115048e-01	-1.192774748e+01	-5.060012048e+00
47	-3.764328527e-01	-2.346157933e-02	4.804659107e+00	1.272394367e+00	-6.878212411e+00	-5.127878960e+00
48	9.552973249e-01	-9.270011319e-01	4.490347653e+00	8.946891546e-01	-6.157716944e+00	-5.942714930e+00
49	2.130605449e-01	-1.873225965e-01	4.213718921e+00	9.061315767e-01	-7.059490081e+00	-5.096995167e+00
0	2.373929256e-01	-2.031607962e-02	4.674638007e+00	9.684525186e-01	-7.199031572e+00	-5.085136963e+00
1	-1.056133873e+00	-9.362101283e-02	4.425200181e+00	1.625762104e+00	-1.179686913e+01	-5.618844717e+00
2	2.511478628e-01	-7.743080331e-03	4.177609800e+00	9.575641764e-01	-9.413526341e+00	-5.088320493e+00
3	-5.354536645e-01	-2.085583412e-01	4.341925331e+00	1.059106924e+00	-8.627384529e+00	-5.221856496e+00
4	5.153976113e-01	-3.518673751e-01	4.265167443e+00	7.560945887e-01	-6.798217478e+00	-5.251475565e+00
5	4.916608278e-01	-1.913300168e-01	4.206433796e+00	1.085495528e+00	-5.894320416e+00	-5.195921664e+00
6	2.337161831e-01	1.126254444e-01	4.151777734e+00	9.345244170e-01	-1.392737363e+01	-5.090406764e+00
7	1.370190090e-01	-1.300728163e-01	3.903420478e+00	1.048263186e+00	-9.643033355e+00	-5.074599464e+00
8	-2.480706490e-01	2.227064314e-02	4.429469358e+00	1.035462692e+00	-8.377341362e+00	-5.087770406e+00
9	2.482405693e-01	-3.425122215e-01	4.589326099e+00	8.616715794e-01	-5.567286710e+00	-5.146221892e+00
10	3.240184361e-01	-2.885444334e-01	4.385532019e+00	1.182569016e+00	-4.878956546e+00	-5.150875810e+00
11	-1.883668487e-01	-2.641534004e-01	4.450459758e+00	1.172964861e+00	-6.501748415e+00	-5.109382436e+00
12	-6.398150643e-01	-1.258910956e-01	4.968545402e+00	1.102344667e+00	-7.962110029e+00	-5.269358834e+00
13	-1.584838328e-01	-3.822491723e-01	4.911911970e+00	8.306177269e-01	-7.315372774e+00	-5.142368669e+00
14	-4.076840054e-01	-2.392498046e-01	4.765659786e+00	1.652534737e+00	-7.953848254e+00	-5.168476250e+00
15	1.866339246e+00	-4.286224881e-01	4.321211943e+00	1.338515625e+00	-2.877978066e+00	-6.890222600e+00
16	3.090879413e+00	-9.520104158e-01	4.719009986e+00	7.671744600e-01	-2.960538977e+00	-1.028668258e+01
17	2.738248658e-01	-1.834640748e-01	4.144673936e+00	9.251847984e-01	-7.348721573e+00	-5.111072453e+00
18	-7.283083842e-01	-2.480412959e-01	4.861680674e+00	8.483278383e-01	-9.449303072e+00	-5.352731685e+00
19	5.129170446e-01	-5.530142375e-01	4.672466287e+00	4.940094947e-01	-8.160213164e+00	-5.341207212e+00
20	-3.495300928e-01	-1.604127347e-01	4.129491792e+00	1.699323571e+00	-9.919835596e+00	-5.130704657e+00
21	-3.227517581e-01	-1.042475000e-01	4.509902487e+00	1.686604223e+00	-7.514519058e+00	-5.114271011e+00
22	1.038662017e+00	-5.357856281e-01	4.430557353e+00	1.790019880e+00	-5.157614295e+00	-5.739695404e+00
23	7.670056163e-01	-3.872117868e-01	3.921495333e+00	1.211184315e+00	-7.451120779e+00	-5.425868183e+00
24	8.664018939e-01	-7.253139494e-01	5.185964515e+00	1.377009060e+00	-5.676148898e+00	-5.695119175e+00
25	2.496606738e+00	-1.105125347e+00	5.236321677e+00	1.190031597e+00	-3.761012338e+00	-8.783926508e+00
26	4.627629409e-01	-4.020072526e-01	4.864156409e+00	1.735400820e+00	-5.405158360e+00	-5.244632577e+00
27	1.450675459e-01	-1.285265084e-01	4.023662384e+00	1.072844925e+00	-8.373002986e+00	-5.075534719e+00
28	9.950362586e-01	-5.491758237e-01	4.210151188e+00	1.023267151e+00	-5.279755413e+00	-5.702598512e+00
29	9.629147231e-01	-4.351847938e-01	4.748266437e+00	5.861859076e-01	-5.843647466e+00	-5.615048176e+00
30	1.248194211e-01	-7.391641287e-02	4.333478936e+00	9.368054629e-01	-7.279929928e+00	-5.067274653e+00
31	-9.820513822e-01	6.491300505e-02	4.084231906e+00	7.714688719e-01	-1.421737034e+01	-5.541072199e+00
32	7.893583940e-01	-7.812388986e-01	4.559723753e+00	8.484065623e-01	-5.902259554e+00	-5.673463337e+00
33	2.559641935e-01	-4.532486088e-01	4.452902124e+00	7.283480029e-01	-7.154878677e+00	-5.192228876e+00
34	3.707683362e-01	-9.048484976e-02	4.338324076e+00	9.391882894e-01	-6.892547643e+00	-5.129581225e+00
35	1.069299891e+00	2.331589776e+00	3.276271157e+00	1.191711938e+00	-1.065798924e+02	-8.346609462e+00
36	4.845949667e-01	-3.535609790e-01	4.266642177e+00	9.090608824e-01	-6.001194351e+00	-5.236671715e+00
37	1.508911805e+00	-5.120216568e-01	5.122725923e+00	1.082158110e+00	-3.065813737e+00	-6.326243398e+00
38	4.537091945e-01	-5.657487774e-01	4.497376908e+00	1.769311029e+00	-7.330083760e+00	-5.319714747e+00
39	6.033228034e-01	-5.445787160e-01	4.412574580e+00	1.389467837e+00	-5.176414934e+00	-5.387035083e+00
40	-4.537943742e-01	1.057384922e-01	4.291198611e+00	6.619626201e-01	-1.334633448e+01	-5.165307873e+00
41	5.215279999e-01	-7.004894779e-01	4.855631166e+00	3.967540860e-01	-9.789087726e+00	-5.438091373e+00
42	1.267333598e+00	-8.515947552e-01	4.110159370e+00	1.514312336e+00	-7.412235266e+00	-6.222426929e+00
43	-1.172830777e-01	-1.232311941e-01	4.253498903e+00	9.274588010e-01	-7.790164493e+00	-5.071223515e+00
44	-1.185514219e-01	-1.714530159e-01	4.553708921e+00	1.130691089e+00	-5.705562920e+00	-5.078478179e+00
45	-5.983158742e-01	-4.090102143e-02	4.334275426e+00	7.724517850e-01	-1.018066990e+01	-5.236580281e+00
46	4.731844567e-02	-6.541618730e-02	3.974662980e+00	6.503115048e-01	-1.192774748e+01	-5.060012048e+00
47	-3.764328527e-01	-2.346157933e-02	4.804659107e+00	1.272394367e+00	-6.878212411e+00	-5.127878960e+00
48	8.509477910e-01	-8.407405243e-01	4.504955186e+00	8.898163229e-01	-6.001146639e+00	-5.772231277e+00
49	2.071010623e-01	-1.610335337e-01	4.150091210e+00	9.136630831e-01	-7.605212790e+00	-5.091164216e+00
0	2.373929256e-01	-2.031607962e-02	4.674638007e+00	9.684525186e-01	-7.199031572e+00	-5.085136963e+00
1	-8.734072369e-01	-1.077846863e-01	4.663680025e+00	1.396028771e+00	-9.156742203e+00	-5.443981761e+00
2	5.090237743e-01	-3.658791271e-01	4.318347546e+00	9.284368980e-01	-5.576299523e+00	-5.253239260e+00
3	-6.140034845e-01	-1.923468679e-01	4.336871147e+00	1.022969314e+00	-9.088688270e+00	-5.263751690e+00
4	5.226777261e-01	-3.548324066e-01	4.268505913e+00	7.750782638e-01	-6.638663273e+00	-5.256301912e+00
5	4.916608278e-01	-1.913300168e-01	4.206433796e+00	1.085495528e+00	-5.894320416e+00	-5.195921664e+00
6	2.337161831e-01	1.126254444e-01	4.151777734e+00	9.345244170e-01	-1.392737363e+01	-5.090406764e+00
7	1.370190090e-01	-1.300728163e-01	3.903420478e+00	1.048263186e+00	-9.643033355e+00	-5.074599464e+00
8	-2.480706490e-01	2.227064314e-02	4.429469358e+00	1.035462692e+00	-8.377341362e+00	-5.087770406e+00
9	3.131618410e-01	-3.541637742e-01	4.609974808e+00	8.153838736e-01	-5.604352948e+00	-5.168504050e+00
10	3.240184361e-01	-2.885444334e-01	4.385532019e+00	1.182569016e+00	-4.878956546e+00	-5.150875810e+00
11	-1.824449579e-01	-2.667425390e-01	4.454589174e+00	1.174110446e+00	-6.469331817e+00	-5.108971764e+00
12	-6.398150643e-01	-1.258910956e-01	4.968545402e+00	1.102344667e+00	-7.962110029e+00	-5.269358834e+00
13	-1.466698996e-01	-3.959671109e-01	4.960295329e+00	7.768986283e-01	-7.697525963e+00	-5.145903897e+00
14	-2.256733063e-01	-2.160934221e-01	4.583417125e+00	1.433787482e+00	-6.231304702e+00	-5.105565295e+00
15	2.131191972e+00	-4.976384936e-01	4.319558924e+00	1.414987001e+00	-2.657148564e+00	-7.451564538e+00
16	2.222682248e+00	-6.986768715e-01	4.643723340e+00	8.369350369e-01	-2.855969637e+00	-7.770985765e+00
17	4.508609616e-01	-2.069718567e-01	4.036291150e+00	6.992310535e-01	-9.211860526e+00	-5.179809369e+00
18	-7.007492897e-01	-2.550502914e-01	4.866353216e+00	8.449433918e-01	-9.343962258e+00	-5.334803000e+00
19	5.129170446e-01	-5.530142375e-01	4.672466287e+00	4.940094947e-01	-8.160213164e+00	-5.341207212e+00
20	-3.495300928e-01	-1.604127347e-01	4.129491792e+00	1.699323571e+00	-9.919835596e+00	-5.130704657e+00
21	-3.227517581e-01	-1.042475000e-01	4.509902487e+00	1.686604223e+00	-7.514519058e+00	-5.114271011e+00
22	8.816139316e-01	-5.010192730e-01	4.433104673e+00	1.711042676e+00	-4.955659247e+00	-5.570884609e+00
23	8.080871266e-01	-4.055806695e-01	3.918460394e+00	1.243200312e+00	-7.421361815e+00	-5.465503133e+00
24	8.664018939e-01	-7.253139494e-01	5.185964515e+00	1.377009060e+00	-5.676148898e+00	-5.695119175e+00
25	2.496606738e+00	-1.105125347e+00	5.236321677e+00	1.190031597e+00	-3.761012338e+00	-8.783926508e+00
26	4.627629409e-01	-4.020072526e-01	4.864156409e+00	1.735400820e+00	-5.405158360e+00	-5.244632577e+00
27	1.450675459e-01	-1.285265084e-01	4.023662384e+00	1.072844925e+00	-8.373002986e+00	-5.075534719e+00
28	9.950362586e-01	-5.491758237e-01	4.210151188e+00	1.023267151e+00	-5.279755413e+00	-5.702598512e+00
29	9.629147231e-01	-4.351847938e-01	4.748266437e+00	5.861859076e-01	-5.843647466e+00	-5.615048176e+00
30	3.381744382e-01	-3.040936778e-02	4.330749640e+00	8.972860113e-01	-8.357984753e+00	-5.114396231e+00
31	-9.820513822e-01	6.491300505e-02	4.084231906e+00	7.714688719e-01	-1.421737034e+01	-5.541072199e+00
32	5.752832122e-01	-5.532115832e-01	4.409116528e+00	8.723990495e-01	-5.895339663e+00	-5.375249806e+00
33	2.559641935e-01	-4.532486088e-01	4.452902124e+00	7.283480029e-01	-7.154878677e+00	-5.192228876e+00
34	4.228959187e-01	-1.677375479e-01	4.409276700e+00	9.409621863e-01	-5.585652683e+00	-5.160241313e+00
35	4.636814484e-01	1.469985916e+00	3.660500493e+00	1.039451635e+00	-1.054650471e+02	-6.244682430e+00
36	4.845949667e-01	-3.535609790e-01	4.266642177e+00	9.090608824e-01	-6.001194351e+00	-5.236671715e+00
37	1.946162123e+00	-5.758770960e-01	5.295914099e+00	1.058764614e+00	-3.824305253e+00	-7.116343611e+00
38	3.945193735e-01	-4.843203552e-01	4.386365654e+00	1.634546219e+00	-6.548863582e+00	-5.251858763e+00
39	7.832851872e-01	-8.645730583e-01	4.539557213e+00	1.610980921e+00	-7.466885171e+00	-5.737264020e+00
40	4.720032268e-02	-2.872200178e-01	4.391779323e+00	1.046297752e+00	-6.066272426e+00	-5.099114496e+00
41	5.683480857e-01	-7.335544665e-01	4.874803776e+00	3.252246036e-01	-1.069307333e+01	-5.487313742e+00
42	1.302195822e+00	-8.525035341e-01	4.077104784e+00	1.566598748e+00	-7.831915230e+00	-6.267991009e+00
43	-1.258395868e-01	-1.187301292e-01	4.254384698e+00	9.238322250e-01	-7.846362536e+00	-5.071719114e+00
44	-3.874608938e-01	-2.544962071e-01	4.684982115e+00	1.268114523e+00	-6.857787589e+00	-5.164200023e+00
45	-5.983158742e-01	-4.090102143e-02	4.334275426e+00	7.724517850e-01	-1.018066990e+01	-5.236580281e+00
46	4.731844567e-02	-6.541618730e-02	3.974662980e+00	6.503115048e-01	-1.192774748e+01	-5.060012048e+00
47	-3.102976773e-01	-3.311232208e-02	4.883331699e+00	1.327096781e+00	-6.717548153e+00	-5.105443428e+00
48	8.509477910e-01	-8.407405243e-01	4.504955186e+00	8.898163229e-01	-6.001146639e+00	-5.772231277e+00
49	2.071010623e-01	-1.610335337e-01	4.150091210e+00	9.136630831e-01	-7.605212790e+00	-5.091164216e+00
0	2.373929256e-01	-2.031607962e-02	4.674638007e+00	9.684525186e-01	-7.199031572e+00	-5.085136963e+00
1	-8.956858476e-01	-7.237123066e-02	4.544858168e+00	1.267956275e+00	-9.247345763e+00	-5.460498258e+00
2	6.084070951e-01	-5.610224004e-01	4.311133229e+00	9.465574166e-01	-6.016971284e+00	-5.399205555e+00
3	-6.155670857e-01	-1.934771029e-01	4.346415111e+00	1.019760380e+00	-9.059956537e+00	-5.264931004e+00
4	4.995507897e-01	-3.436298128e-01	4.255946512e+00	6.855516993e-01	-7.395158967e+00	-5.240569111e+00
5	4.916608278e-01	-1.913300168e-01	4.206433796e+00	1.085495528e+00	-5.894320416e+00	-5.195921664e+00
6	3.359031031e-01	-5.268402039e-02	4.193056906e+00	8.781386740e-01	-8.750156063e+00	-5.114556142e+00
7	1.370190090e-01	-1.300728163e-01	3.903420478e+00	1.048263186e+00	-9.643033355e+00	-5.074599464e+00
8	1.716264304e-01	-1.828106123e-01	4.382462058e+00	1.121178859e+00	-5.440265046e+00	-5.088190567e+00
9	3.899475617e-01	-4.375650997e-01	4.793477116e+00	8.630630750e-01	-5.217099603e+00	-5.228514050e+00
10	3.240184361e-01	-2.885444334e-01	4.385532019e+00	1.182569016e+00	-4.878956546e+00	-5.150875810e+00
11	-2.652472697e-01	-2.154841732e-01	4.447303961e+00	1.136652896e+00	-6.712510697e+00	-5.115147663e+00
12	-7.325069637e-01	-1.041246483e-01	5.046362499e+00	1.109906499e+00	-8.623373658e+00	-5.330457088e+00
13	-1.466698996e-01	-3.959671109e-01	4.960295329e+00	7.768986283e-01	-7.697525963e+00	-5.145903897e+00
14	2.368348945e-01	-3.879225393e-01	4.888657672e+00	1.838780432e+00	-6.985300951e+00	-5.160040223e+00
15	2.131191972e+00	-4.976384936e-01	4.319558924e+00	1.414987001e+00	-2.657148564e+00	-7.451564538e+00
16	2.776851329e+00	-8.034888968e-01	4.707902032e+00	7.836032478e-01	-2.906505249e+00	-9.235001747e+00
17	4.508609616e-01	-2.069718567e-01	4.036291150e+00	6.992310535e-01	-9.211860526e+00	-5.179809369e+00
18	-7.007492897e-01	-2.550502914e-01	4.866353216e+00	8.449433918e-01	-9.343962258e+00	-5.334803000e+00
19	2.891589588e-01	-4.578128241e-01	4.605856939e+00	5.450872703e-01	-8.108686643e+00	-5.203355634e+00
20	-3.495300928e-01	-1.604127347e-01	4.129491792e+00	1.699323571e+00	-9.919835596e+00	-5.130704657e+00
21	-4.301582523e-02	-1.964049925e-01	4.492064792e+00	1.692280501e+00	-6.512690158e+00	-5.076965532e+00
22	8.816139316e-01	-5.010192730e-01	4.433104673e+00	1.711042676e+00	-4.955659247e+00	-5.570884609e+00
23	9.070262733e-01	-4.725718673e-01	3.828417806e+00	1.292510931e+00	-8.450449905e+00	-5.579763306e+00
24	8.664018939e-01	-7.253139494e-01	5.185964515e+00	1.377009060e+00	-5.676148898e+00	-5.695119175e+00
