walker	cdf_0	cdf_1	log_l	log_p
10	1.846084903e+00	-5.086376237e+00	4.172724980e+00	-7.377758908e+00
11	-1.169966618e+01	-1.960029043e+01	-1.137678112e+01	-7.377758908e+00
12	-3.926867378e-01	-9.229186036e+00	-3.813108599e+00	-7.377758908e+00
13	-6.824949853e+00	1.648043695e+01	-2.175400630e+01	-7.377758908e+00
14	-1.577230033e+01	6.194477600e+00	-1.137678112e+01	-7.377758908e+00
15	2.598909428e+00	1.568165998e+01	-7.816655349e+00	-7.377758908e+00
16	3.573207694e+00	-1.276590237e+01	5.457597006e+00	-7.377758908e+00
17	7.402217374e-01	8.472993005e+00	-7.900761393e+00	-7.377758908e+00
18	-3.715665104e+00	-1.255031869e+01	-1.137599115e+01	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	-1.701135657e+00	-1.545422237e+01	-1.050543675e+01	-7.377758908e+00
21	1.283795429e+00	-3.580754194e+00	3.489540179e+00	-7.377758908e+00
22	1.777337955e+00	1.202243862e+01	-7.818222875e+00	-7.377758908e+00
23	6.595099049e+00	-7.624938851e+00	-6.465188226e+00	-7.377758908e+00
24	-9.911562101e+00	7.472925227e+00	-1.137678115e+01	-7.377758908e+00
25	1.958231305e+01	-1.102535777e+01	-7.816639694e+00	-7.377758908e+00
26	1.549663433e+01	1.104253148e+01	-7.816639694e+00	-7.377758908e+00
27	1.769954217e+01	-2.262919286e+00	-7.816639694e+00	-7.377758908e+00
28	1.211670309e+00	-3.409045217e+00	3.400718612e+00	-7.377758908e+00
29	1.220265696e+01	1.239677909e+01	-7.816639694e+00	-7.377758908e+00
30	3.791789126e-01	1.691735714e+01	-7.837335434e+00	-7.377758908e+00
31	9.709649086e+00	1.906311837e+01	-7.816639694e+00	-7.377758908e+00
32	1.521784885e+01	1.164396349e+01	-7.816639694e+00	-7.377758908e+00
33	-6.910012193e+00	9.105176492e+00	-1.148588863e+01	-7.377758908e+00
34	1.084539024e+01	1.346723713e+01	-7.816639694e+00	-7.377758908e+00
35	1.073411472e+01	-1.553245262e+01	-5.369909377e+00	-7.377758908e+00
36	-6.724551101e+00	4.263065721e+00	-1.137680322e+01	-7.377758908e+00
37	2.963004964e+00	-9.716764843e-01	-6.858418433e+00	-7.377758908e+00
38	1.193297409e+01	-2.232598832e+00	-7.816639694e+00	-7.377758908e+00
39	4.077825310e-01	-3.185265382e+00	2.661094830e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	2.903798694e+00	-7.616755620e+00	4.827122954e+00	-7.377758908e+00
42	2.914667319e+00	2.986347072e+00	-7.817474152e+00	-7.377758908e+00
43	1.320730943e+01	-6.651948610e+00	-7.816639694e+00	-7.377758908e+00
44	-1.325561767e+01	1.444799796e+01	-1.137678338e+01	-7.377758908e+00
45	1.723302390e+01	-1.423446677e+01	-7.816639694e+00	-7.377758908e+00
46	4.823073566e+00	-1.774261458e+01	5.586675017e+00	-7.377758908e+00
47	-8.479341804e+00	-1.215214604e+01	-1.137678112e+01	-7.377758908e+00
48	1.520590610e+01	-2.298174322e+00	-7.816639694e+00	-7.377758908e+00
49	-9.059757561e+00	8.708154248e+00	-1.137685168e+01	-7.377758908e+00
0	-6.671620901e+00	-2.152702949e-01	-1.137678109e+01	-7.377758908e+00
1	1.203523398e+01	1.100033407e+01	-7.816639694e+00	-7.377758908e+00
2	1.470159140e+01	-1.853270439e+01	-7.801912248e+00	-7.377758908e+00
3	5.952448517e+00	-9.337935013e+00	-1.114805985e+00	-7.377758908e+00
4	1.465743712e+01	1.731381574e+01	-7.816639694e+00	-7.377758908e+00
5	-8.006473382e-01	1.897295526e+01	-7.979656896e+00	-7.377758908e+00
6	6.384276179e+00	-1.252911036e+01	2.720289679e+00	-7.377758908e+00
7	-9.778133933e+00	9.042208832e+00	-1.137678839e+01	-7.377758908e+00
8	-1.562808529e+01	1.347816568e+00	-1.137678112e+01	-7.377758908e+00
9	-1.865142060e+01	3.048843512e+00	-1.137678112e+01	-7.377758908e+00
10	1.846084903e+00	-5.086376237e+00	4.172724980e+00	-7.377758908e+00
11	-1.075705921e+00	-6.077193678e+00	-4.893666404e+00	-7.377758908e+00
12	8.109765393e+00	-1.614542874e+01	2.778926851e+00	-7.377758908e+00
13	-8.528362715e+00	1.793238817e+01	-1.820636549e+01	-7.377758908e+00
14	-1.577230033e+01	6.194477600e+00	-1.137678112e+01	-7.377758908e+00
15	2.598909428e+00	1.568165998e+01	-7.816655349e+00	-7.377758908e+00
16	3.573207694e+00	-1.276590237e+01	5.457597006e+00	-7.377758908e+00
17	1.164766402e+00	3.267504616e+00	-7.752574161e+00	-7.377758908e+00
18	-3.715665104e+00	-1.255031869e+01	-1.137599115e+01	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	2.313091031e+00	-1.519562227e+01	2.368527583e+00	-7.377758908e+00
21	1.283795429e+00	-3.580754194e+00	3.489540179e+00	-7.377758908e+00
22	1.777337955e+00	1.202243862e+01	-7.818222875e+00	-7.377758908e+00
23	6.918339189e+00	-7.709572237e+00	-7.012363364e+00	-7.377758908e+00
24	-1.185392666e+01	6.911998036e+00	-1.137678112e+01	-7.377758908e+00
25	1.701279388e+01	-6.984695740e+00	-7.816639694e+00	-7.377758908e+00
26	1.549663433e+01	1.104253148e+01	-7.816639694e+00	-7.377758908e+00
27	1.773463960e+01	-3.026814634e+00	-7.816639694e+00	-7.377758908e+00
28	1.211670309e+00	-3.409045217e+00	3.400718612e+00	-7.377758908e+00
29	1.220265696e+01	1.239677909e+01	-7.816639694e+00	-7.377758908e+00
30	3.791789126e-01	1.691735714e+01	-7.837335434e+00	-7.377758908e+00
31	9.864838514e+00	1.491988951e+01	-7.816639694e+00	-7.377758908e+00
32	1.521784885e+01	1.164396349e+01	-7.816639694e+00	-7.377758908e+00
33	-6.910012193e+00	9.105176492e+00	-1.148588863e+01	-7.377758908e+00
34	1.084539024e+01	1.346723713e+01	-7.816639694e+00	-7.377758908e+00
35	9.742351621e+00	-1.434660226e+01	-4.537780250e+00	-7.377758908e+00
36	3.520440246e+00	9.678157400e+00	-7.816643545e+00	-7.377758908e+00
37	2.963004964e+00	-9.716764843e-01	-6.858418433e+00	-7.377758908e+00
38	1.855415440e+01	-6.216545620e+00	-7.816639694e+00	-7.377758908e+00
39	4.077825310e-01	-3.185265382e+00	2.661094830e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	2.903798694e+00	-7.616755620e+00	4.827122954e+00	-7.377758908e+00
42	1.682773951e+01	1.671186227e+01	-7.816639694e+00	-7.377758908e+00
43	1.867942281e+01	-5.731696777e+00	-7.816639694e+00	-7.377758908e+00
44	-7.359567925e+00	3.949591278e+00	-1.137678154e+01	-7.377758908e+00
45	1.389382517e+01	-1.295023609e+01	-7.816639654e+00	-7.377758908e+00
46	4.823073566e+00	-1.774261458e+01	5.586675017e+00	-7.377758908e+00
47	-1.095766706e+01	-5.917515673e+00	-1.137678112e+01	-7.377758908e+00
48	5.651940091e+00	2.628016153e+00	-7.816639697e+00	-7.377758908e+00
49	-8.624026472e+00	9.340021844e+00	-1.137825287e+01	-7.377758908e+00
0	-5.266248700e+00	-7.846317928e-01	-1.137666698e+01	-7.377758908e+00
1	9.868525774e+00	7.558807926e+00	-7.816639694e+00	-7.377758908e+00
2	1.470159140e+01	-1.853270439e+01	-7.801912248e+00	-7.377758908e+00
3	6.033387358e+00	-1.256084038e+01	3.588601224e+00	-7.377758908e+00
4	1.390898521e+01	1.662093668e+01	-7.816639694e+00	-7.377758908e+00
5	-8.006473382e-01	1.897295526e+01	-7.979656896e+00	-7.377758908e+00
6	6.384276179e+00	-1.252911036e+01	2.720289679e+00	-7.377758908e+00
7	-9.778133933e+00	9.042208832e+00	-1.137678839e+01	-7.377758908e+00
8	-1.472259336e+01	2.538802558e+00	-1.137678112e+01	-7.377758908e+00
9	-1.614293112e+01	4.150729798e+00	-1.137678112e+01	-7.377758908e+00
10	1.846084903e+00	-5.086376237e+00	4.172724980e+00	-7.377758908e+00
11	-1.075705921e+00	-6.077193678e+00	-4.893666404e+00	-7.377758908e+00
12	8.109765393e+00	-1.614542874e+01	2.778926851e+00	-7.377758908e+00
13	-7.946338595e+00	1.096938223e+01	-1.149497997e+01	-7.377758908e+00
14	-1.577230033e+01	6.194477600e+00	-1.137678112e+01	-7.377758908e+00
15	2.598909428e+00	1.568165998e+01	-7.816655349e+00	-7.377758908e+00
16	3.573207694e+00	-1.276590237e+01	5.457597006e+00	-7.377758908e+00
17	2.958107474e+00	-2.656953996e+00	-3.569772173e+00	-7.377758908e+00
18	5.235026494e+00	1.991141427e-01	-7.816633153e+00	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	5.084165858e+00	-9.680573263e+00	2.454959201e+00	-7.377758908e+00
21	1.283795429e+00	-3.580754194e+00	3.489540179e+00	-7.377758908e+00
22	1.777337955e+00	1.202243862e+01	-7.818222875e+00	-7.377758908e+00
23	6.878557709e+00	-7.900063251e+00	-6.732781058e+00	-7.377758908e+00
24	-6.533793655e+00	7.154509752e-01	-1.137678099e+01	-7.377758908e+00
25	1.683764586e+01	-6.945061336e+00	-7.816639694e+00	-7.377758908e+00
26	1.549663433e+01	1.104253148e+01	-7.816639694e+00	-7.377758908e+00
27	9.708955315e+00	-9.247425766e-01	-7.816639694e+00	-7.377758908e+00
28	2.005960229e+00	-3.858173488e+00	2.697516507e+00	-7.377758908e+00
29	1.157812243e+01	1.453294655e+01	-7.816639694e+00	-7.377758908e+00
30	2.966564254e-01	1.276375285e+01	-7.888864826e+00	-7.377758908e+00
31	9.864838514e+00	1.491988951e+01	-7.816639694e+00	-7.377758908e+00
32	1.329984008e+01	8.643957178e+00	-7.816639694e+00	-7.377758908e+00
33	5.661211791e-01	1.039272350e+01	-7.889984253e+00	-7.377758908e+00
34	1.062592497e+01	1.358164495e+01	-7.816639694e+00	-7.377758908e+00
35	9.742351621e+00	-1.434660226e+01	-4.537780250e+00	-7.377758908e+00
36	4.079761210e+00	5.304776246e+00	-7.816642278e+00	-7.377758908e+00
37	7.483090535e-02	1.598609078e+00	-2.060852264e+00	-7.377758908e+00
38	1.855415440e+01	-6.216545620e+00	-7.816639694e+00	-7.377758908e+00
39	4.077825310e-01	-3.185265382e+00	2.661094830e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	5.440095045e+00	-1.587874289e+01	5.875641435e+00	-7.377758908e+00
42	1.705645706e+01	1.700009425e+01	-7.816639694e+00	-7.377758908e+00
43	1.867942281e+01	-5.731696777e+00	-7.816639694e+00	-7.377758908e+00
44	-2.006221591e+00	2.355446810e+00	-4.421730053e+00	-7.377758908e+00
45	1.389382517e+01	-1.295023609e+01	-7.816639654e+00	-7.377758908e+00
46	4.823073566e+00	-1.774261458e+01	5.586675017e+00	-7.377758908e+00
47	-1.325748174e+01	-1.319577025e-01	-1.137678112e+01	-7.377758908e+00
48	5.651940091e+00	2.628016153e+00	-7.816639697e+00	-7.377758908e+00
49	-1.143966029e+01	1.501074540e+01	-1.138475585e+01	-7.377758908e+00
0	-1.283875918e+01	5.723765496e+00	-1.137678112e+01	-7.377758908e+00
1	9.361930201e+00	7.655793332e+00	-7.816639694e+00	-7.377758908e+00
2	1.470159140e+01	-1.853270439e+01	-7.801912248e+00	-7.377758908e+00
3	6.033387358e+00	-1.256084038e+01	3.588601224e+00	-7.377758908e+00
4	1.390898521e+01	1.662093668e+01	-7.816639694e+00	-7.377758908e+00
5	-1.028328408e+00	1.899810957e+01	-8.058018270e+00	-7.377758908e+00
6	4.603592859e+00	-9.894429843e+00	3.946324381e+00	-7.377758908e+00
7	-1.247875608e+01	1.597348752e+01	-1.137873635e+01	-7.377758908e+00
8	-1.472259336e+01	2.538802558e+00	-1.137678112e+01	-7.377758908e+00
9	-1.614293112e+01	4.150729798e+00	-1.137678112e+01	-7.377758908e+00
10	1.698102139e+00	-4.876417937e+00	4.121007509e+00	-7.377758908e+00
11	-1.075705921e+00	-6.077193678e+00	-4.893666404e+00	-7.377758908e+00
12	8.109765393e+00	-1.614542874e+01	2.778926851e+00	-7.377758908e+00
13	-7.946338595e+00	1.096938223e+01	-1.149497997e+01	-7.377758908e+00
14	-1.577230033e+01	6.194477600e+00	-1.137678112e+01	-7.377758908e+00
15	2.692200038e+00	1.572334808e+01	-7.816649845e+00	-7.377758908e+00
16	4.464393528e+00	-1.237629456e+01	5.585910191e+00	-7.377758908e+00
17	2.958107474e+00	-2.656953996e+00	-3.569772173e+00	-7.377758908e+00
18	6.605547999e+00	1.159986424e+00	-7.816639694e+00	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	5.084165858e+00	-9.680573263e+00	2.454959201e+00	-7.377758908e+00
21	1.478405936e+00	-4.345673051e+00	3.898090605e+00	-7.377758908e+00
22	1.392906395e+00	1.581792309e+01	-7.818165508e+00	-7.377758908e+00
23	6.276268602e+00	-3.866548942e+00	-7.812628706e+00	-7.377758908e+00
24	-6.533793655e+00	7.154509752e-01	-1.137678099e+01	-7.377758908e+00
25	1.683764586e+01	-6.945061336e+00	-7.816639694e+00	-7.377758908e+00
26	1.549663433e+01	1.104253148e+01	-7.816639694e+00	-7.377758908e+00
27	1.735306328e+01	-1.038700901e+01	-7.816639694e+00	-7.377758908e+00
28	1.206003122e+00	-4.867391415e+00	3.913828217e+00	-7.377758908e+00
29	1.157812243e+01	1.453294655e+01	-7.816639694e+00	-7.377758908e+00
30	4.067406589e-01	1.326130000e+01	-7.866491336e+00	-7.377758908e+00
31	9.864838514e+00	1.491988951e+01	-7.816639694e+00	-7.377758908e+00
32	1.305037221e+01	1.348055259e+01	-7.816639694e+00	-7.377758908e+00
33	4.678538672e+00	3.189982847e+00	-7.816640136e+00	-7.377758908e+00
34	1.099961381e+01	1.063715128e+01	-7.816639694e+00	-7.377758908e+00
35	9.742351621e+00	-1.434660226e+01	-4.537780250e+00	-7.377758908e+00
36	6.905734321e+00	8.877893150e+00	-7.816639694e+00	-7.377758908e+00
37	-6.367710469e-01	-2.758270062e+00	-6.468021536e-01	-7.377758908e+00
38	1.779428207e+01	-6.079613822e+00	-7.816639694e+00	-7.377758908e+00
39	4.080426516e-01	-3.184758300e+00	2.661674445e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	5.440095045e+00	-1.587874289e+01	5.875641435e+00	-7.377758908e+00
42	1.705645706e+01	1.700009425e+01	-7.816639694e+00	-7.377758908e+00
43	1.867942281e+01	-5.731696777e+00	-7.816639694e+00	-7.377758908e+00
44	-1.237389592e+00	6.050360763e-01	-1.632823203e+00	-7.377758908e+00
45	1.389382517e+01	-1.295023609e+01	-7.816639654e+00	-7.377758908e+00
46	4.729490346e+00	-1.712409803e+01	5.624091401e+00	-7.377758908e+00
47	-6.668849325e+00	-3.770688932e+00	-1.137678112e+01	-7.377758908e+00
48	5.651940091e+00	2.628016153e+00	-7.816639697e+00	-7.377758908e+00
49	-1.143966029e+01	1.501074540e+01	-1.138475585e+01	-7.377758908e+00
0	-5.973931566e+00	4.574442516e+00	-1.137769605e+01	-7.377758908e+00
1	8.608797439e+00	7.649299645e+00	-7.816639694e+00	-7.377758908e+00
2	1.791956857e+01	-1.969811721e+01	-7.816639648e+00	-7.377758908e+00
3	6.624870992e+00	-1.309253589e+01	2.803141329e+00	-7.377758908e+00
4	1.045829219e+01	1.717009124e+01	-7.816639694e+00	-7.377758908e+00
5	-1.028328408e+00	1.899810957e+01	-8.058018270e+00	-7.377758908e+00
6	4.603592859e+00	-9.894429843e+00	3.946324381e+00	-7.377758908e+00
7	-9.604800346e+00	1.293326831e+01	-1.141505410e+01	-7.377758908e+00
8	-1.472259336e+01	2.538802558e+00	-1.137678112e+01	-7.377758908e+00
9	-1.855470471e+01	5.197473899e+00	-1.137678112e+01	-7.377758908e+00
10	2.090298852e+00	-1.038498658e+01	4.043237434e+00	-7.377758908e+00
11	-1.075705921e+00	-6.077193678e+00	-4.893666404e+00	-7.377758908e+00
12	8.109765393e+00	-1.614542874e+01	2.778926851e+00	-7.377758908e+00
13	-8.565331954e+00	1.221084890e+01	-1.152162008e+01	-7.377758908e+00
14	-4.287873100e-01	8.830041771e-01	-1.398439886e-01	-7.377758908e+00
15	2.867479001e+00	1.591217017e+01	-7.816643861e+00	-7.377758908e+00
16	4.464393528e+00	-1.237629456e+01	5.585910191e+00	-7.377758908e+00
17	3.747287993e+00	-9.102307177e+00	4.782707431e+00	-7.377758908e+00
18	6.949034708e+00	1.969461735e+00	-7.816639694e+00	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	3.571423107e+00	-1.581122021e+01	4.688153945e+00	-7.377758908e+00
21	1.478405936e+00	-4.345673051e+00	3.898090605e+00	-7.377758908e+00
22	1.392906395e+00	1.581792309e+01	-7.818165508e+00	-7.377758908e+00
23	5.190248438e+00	3.406499539e+00	-7.816639717e+00	-7.377758908e+00
24	-1.548002333e+01	-1.166198612e-01	-1.137678112e+01	-7.377758908e+00
25	6.318428498e+00	9.872836442e-01	-7.816639694e+00	-7.377758908e+00
26	1.584007487e+01	1.142488776e+01	-7.816639694e+00	-7.377758908e+00
27	1.714777890e+01	-1.239109630e+01	-7.816639694e+00	-7.377758908e+00
28	1.206003122e+00	-4.867391415e+00	3.913828217e+00	-7.377758908e+00
29	1.009198818e+01	9.375482505e+00	-7.816639694e+00	-7.377758908e+00
30	1.097570246e+01	8.759815298e+00	-7.816639694e+00	-7.377758908e+00
31	9.864838514e+00	1.491988951e+01	-7.816639694e+00	-7.377758908e+00
32	1.147619767e+01	4.041132058e+00	-7.816639694e+00	-7.377758908e+00
33	1.245893061e+01	2.517710493e+00	-7.816639694e+00	-7.377758908e+00
34	1.450779579e+01	1.121931764e+01	-7.816639694e+00	-7.377758908e+00
35	4.385663048e+00	-9.389486982e+00	3.892842402e+00	-7.377758908e+00
36	5.671478263e+00	7.623973392e+00	-7.816639694e+00	-7.377758908e+00
37	-6.367710469e-01	-2.758270062e+00	-6.468021536e-01	-7.377758908e+00
38	1.779428207e+01	-6.079613822e+00	-7.816639694e+00	-7.377758908e+00
39	4.080426516e-01	-3.184758300e+00	2.661674445e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	5.440095045e+00	-1.587874289e+01	5.875641435e+00	-7.377758908e+00
42	1.598291048e+00	8.806869351e+00	-7.825027733e+00	-7.377758908e+00
43	1.867942281e+01	-5.731696777e+00	-7.816639694e+00	-7.377758908e+00
44	-1.237389592e+00	6.050360763e-01	-1.632823203e+00	-7.377758908e+00
45	1.453451097e+01	-1.738211814e+01	-7.814885714e+00	-7.377758908e+00
46	4.729490346e+00	-1.712409803e+01	5.624091401e+00	-7.377758908e+00
47	-1.899204224e+01	-2.106535973e+00	-1.137678112e+01	-7.377758908e+00
48	5.651940091e+00	2.628016153e+00	-7.816639697e+00	-7.377758908e+00
49	-1.378722909e+01	1.930673178e+01	-1.139102879e+01	-7.377758908e+00
0	-1.078100714e+01	1.416802341e+01	-1.138912372e+01	-7.377758908e+00
1	9.386727812e+00	8.957959005e+00	-7.816639694e+00	-7.377758908e+00
2	1.791956857e+01	-1.969811721e+01	-7.816639648e+00	-7.377758908e+00
3	2.999584972e+00	-1.333419144e+01	4.625961854e+00	-7.377758908e+00
4	1.091241863e+01	1.733124995e+01	-7.816639694e+00	-7.377758908e+00
5	-1.028328408e+00	1.899810957e+01	-8.058018270e+00	-7.377758908e+00
6	5.258461774e+00	-1.129690865e+01	3.969044140e+00	-7.377758908e+00
7	-9.604800346e+00	1.293326831e+01	-1.141505410e+01	-7.377758908e+00
8	-1.472259336e+01	2.538802558e+00	-1.137678112e+01	-7.377758908e+00
9	-1.108331018e+01	1.638335372e+00	-1.137678112e+01	-7.377758908e+00
10	1.837910712e+00	-9.460339635e+00	3.878026516e+00	-7.377758908e+00
11	-1.075705921e+00	-6.077193678e+00	-4.893666404e+00	-7.377758908e+00
12	5.842056283e+00	-1.404423325e+01	5.054329250e+00	-7.377758908e+00
13	-6.627133391e+00	9.512453781e+00	-1.167498136e+01	-7.377758908e+00
14	-4.287873100e-01	8.830041771e-01	-1.398439886e-01	-7.377758908e+00
15	2.867479001e+00	1.591217017e+01	-7.816643861e+00	-7.377758908e+00
16	4.464393528e+00	-1.237629456e+01	5.585910191e+00	-7.377758908e+00
17	3.747287993e+00	-9.102307177e+00	4.782707431e+00	-7.377758908e+00
18	8.763160694e+00	7.679439994e-01	-7.816639694e+00	-7.377758908e+00
19	-1.795836028e+01	8.703667005e+00	-1.137678112e+01	-7.377758908e+00
20	3.571423107e+00	-1.581122021e+01	4.688153945e+00	-7.377758908e+00
21	1.478405936e+00	-4.345673051e+00	3.898090605e+00	-7.377758908e+00
22	1.392906395e+00	1.581792309e+01	-7.818165508e+00	-7.377758908e+00
23	4.982245643e+00	1.583573555e+00	-7.816639621e+00	-7.377758908e+00
24	-1.548002333e+01	-1.166198612e-01	-1.137678112e+01	-7.377758908e+00
25	1.230959174e+01	-1.084389556e+00	-7.816639694e+00	-7.377758908e+00
26	1.562142983e+01	1.105493657e+01	-7.816639694e+00	-7.377758908e+00
27	1.714777890e+01	-1.239109630e+01	-7.816639694e+00	-7.377758908e+00
28	1.206003122e+00	-4.867391415e+00	3.913828217e+00	-7.377758908e+00
29	1.658557968e+01	4.566402821e+00	-7.816639694e+00	-7.377758908e+00
30	1.503666236e+01	1.879484629e+01	-7.816639694e+00	-7.377758908e+00
31	1.814903891e+01	1.404175568e+01	-7.816639694e+00	-7.377758908e+00
32	1.147619767e+01	4.041132058e+00	-7.816639694e+00	-7.377758908e+00
33	9.539794708e+00	-5.362551734e+00	-7.816639682e+00	-7.377758908e+00
34	1.939370709e+01	1.705605787e+01	-7.816639694e+00	-7.377758908e+00
35	4.385663048e+00	-9.389486982e+00	3.892842402e+00	-7.377758908e+00
36	7.410847612e+00	1.048666241e+01	-7.816639694e+00	-7.377758908e+00
37	-6.367710469e-01	-2.758270062e+00	-6.468021536e-01	-7.377758908e+00
38	1.779428207e+01	-6.079613822e+00	-7.816639694e+00	-7.377758908e+00
39	4.080426516e-01	-3.184758300e+00	2.661674445e+00	-7.377758908e+00
40	9.127635872e-01	-7.957817603e+00	2.081924693e+00	-7.377758908e+00
41	5.440095045e+00	-1.587874289e+01	5.875641435e+00	-7.377758908e+00
42	3.603741782e+00	8.224465586e+00	-7.816645054e+00	-7.377758908e+00
