walker	cdf_0	cdf_1	model1_0	model2_0	log_l	log_p
47	1.652772450e+00	-7.780345417e-01	4.549799648e+00	9.047986009e-01	-3.603221963e+00	-6.725250151e+00
48	2.603566596e+00	-4.662076019e-01	5.325887429e+00	1.171410356e+00	-5.076872982e+00	-8.554707166e+00
49	7.670605685e-01	-4.344460881e-01	5.040834338e+00	1.056630887e+00	-3.896586472e+00	-5.445315551e+00
0	-3.482673812e-02	-3.274393971e-01	4.828690582e+00	1.350830685e+00	-5.614952443e+00	-5.110967621e+00
1	4.921096279e-01	-2.109278290e-01	4.900053990e+00	8.082904682e-01	-5.370348065e+00	-5.200084109e+00
2	5.055377897e-01	-2.437804777e-01	4.970019579e+00	1.025189169e+00	-4.283796027e+00	-5.214251580e+00
3	1.652816722e+00	-6.748552847e-01	4.337236673e+00	1.422356871e+00	-3.343656153e+00	-6.650369277e+00
4	4.327737767e-01	-2.638254601e-01	4.740276135e+00	1.486601472e+00	-3.849112329e+00	-5.185201399e+00
5	1.037085838e+00	-3.114802721e-01	4.540497166e+00	1.668171766e+00	-3.550560380e+00	-5.643036389e+00
6	8.619734658e-01	-3.535603413e-01	4.439888453e+00	1.509647696e+00	-3.559953088e+00	-5.490754477e+00
7	9.306792324e-01	-2.470679978e-01	4.702084284e+00	1.323251312e+00	-2.996158084e+00	-5.520356106e+00
8	-4.344093126e-02	-4.757751928e-01	4.853957014e+00	1.059722208e+00	-6.477785359e+00	-5.170877466e+00
9	1.245161216e+00	-5.093567171e-01	5.082270720e+00	1.260258883e+00	-3.004494950e+00	-5.961688250e+00
10	1.112139103e+00	-1.109689431e+00	5.199093388e+00	1.049461131e+00	-6.634782668e+00	-6.290884901e+00
11	2.066515144e+00	-1.114137023e+00	4.113119425e+00	8.985390470e-01	-6.456321790e+00	-7.812645964e+00
12	1.821361063e+00	-3.056350900e-01	4.637397015e+00	1.297015158e+00	-3.213073343e+00	-6.762137357e+00
13	1.137515981e+00	-5.443114668e-01	4.599815573e+00	7.189323694e-01	-4.777267441e+00	-5.851861682e+00
14	1.692647758e+00	-1.023077074e+00	4.745920310e+00	9.658522889e-01	-3.968042978e+00	-7.012624457e+00
15	2.941286052e-01	-2.658694235e-01	4.527700928e+00	9.816951232e-01	-4.905193793e+00	-5.135351985e+00
16	5.102745568e-01	-7.408219247e-01	4.943284331e+00	1.117497498e+00	-5.786743900e+00	-5.461351515e+00
17	6.607558184e-01	-6.255509753e-01	5.032278746e+00	9.208602960e-01	-5.270338335e+00	-5.470709028e+00
18	5.341555601e-01	-1.812693937e-01	4.698416987e+00	1.224104925e+00	-3.831983938e+00	-5.215843269e+00
19	3.205570733e-01	-3.882576141e-01	4.642585635e+00	1.363565663e+00	-4.525815478e+00	-5.183503297e+00
20	8.586138516e-01	-1.892298620e-01	4.671550464e+00	1.155425659e+00	-3.825594635e+00	-5.443265735e+00
21	9.593720476e-01	-4.854154699e-01	4.730877231e+00	1.266374552e+00	-2.830394583e+00	-5.634764343e+00
22	1.555808785e+00	-6.105498646e-01	4.679835117e+00	1.381235559e+00	-2.108625336e+00	-6.453408947e+00
23	9.997318062e-01	-4.049273557e-01	4.438700970e+00	1.290705209e+00	-3.109389661e+00	-5.638467815e+00
24	1.890322210e-01	-3.111091173e-01	5.249099880e+00	1.949688502e+00	-9.177523542e+00	-5.123013923e+00
25	2.897298575e-01	-1.487747750e-01	4.581649669e+00	1.127174712e+00	-4.701789915e+00	-5.109791553e+00
26	7.040325401e-01	-4.488717168e-01	4.758466398e+00	1.827976873e+00	-5.303843195e+00	-5.405326709e+00
27	1.103259679e+00	-3.888535964e-01	4.800927824e+00	1.258758629e+00	-2.351792499e+00	-5.740947411e+00
28	1.274874478e+00	-2.641147521e-01	4.560602878e+00	1.660329507e+00	-3.765459457e+00	-5.904283659e+00
29	6.942393306e-01	-6.567725960e-01	5.096690641e+00	1.339333685e+00	-5.344985445e+00	-5.513412137e+00
30	-2.553512105e-01	6.600777713e-02	4.265767211e+00	1.779132621e+00	-1.084262523e+01	-5.091533525e+00
31	4.246499259e-01	-6.093780432e-01	4.185234296e+00	6.105150255e-01	-9.599111790e+00	-5.332587471e+00
32	8.779354056e-01	-6.347938938e-01	4.888819105e+00	1.310953347e+00	-3.991467008e+00	-5.643619823e+00
33	1.681353136e+00	-3.821549026e-01	5.323550939e+00	9.006263386e-01	-5.506989196e+00	-6.543248260e+00
34	1.762007516e+00	-1.135075353e+00	4.985294934e+00	1.303637743e+00	-4.514800609e+00	-7.253286164e+00
35	2.074568207e+00	-6.069261741e-01	4.764731628e+00	1.118644327e+00	-1.612872078e+00	-7.392849205e+00
36	1.015634859e+00	-4.484895230e-01	4.773564451e+00	1.529375854e+00	-2.922268084e+00	-5.673081401e+00
37	1.578839632e+00	-4.696293269e-01	4.325152785e+00	1.899858332e+00	-4.978785200e+00	-6.413396035e+00
38	3.956274555e-01	-2.223121590e-01	4.398918340e+00	1.351395266e+00	-4.535698117e+00	-5.159724781e+00
39	1.138386797e+00	-5.358427966e-01	4.805466390e+00	1.212932383e+00	-2.642512978e+00	-5.848278893e+00
40	4.794550000e-01	-3.412828744e-01	4.556041765e+00	1.129385229e+00	-4.006767236e+00	-5.229928440e+00
41	9.221434134e-01	-6.700133142e-01	4.454977512e+00	7.155945577e-01	-6.130266623e+00	-5.706386049e+00
42	4.660190218e-01	-3.819696873e-01	4.797400237e+00	1.347948213e+00	-3.875557408e+00	-5.238290177e+00
43	3.942565558e-01	-3.319702142e-01	4.946025101e+00	1.171243152e+00	-4.144457863e+00	-5.189574119e+00
44	9.046051480e-01	-4.721517220e-01	4.742156082e+00	1.270785808e+00	-2.913233801e+00	-5.577371752e+00
45	8.280457282e-01	-5.929845137e-01	4.228087279e+00	6.981550031e-01	-7.365270190e+00	-5.575398072e+00
46	9.797118373e-01	-4.607965411e-01	4.556698222e+00	1.106534738e+00	-3.130266719e+00	-5.642837259e+00
47	2.464745119e+00	-7.896245051e-01	4.174215604e+00	6.894299428e-01	-5.888357168e+00	-8.405990573e+00
48	1.778105600e+00	-3.664075592e-01	5.159410489e+00	1.029450890e+00	-4.119128360e+00	-6.704709904e+00
49	7.670605685e-01	-4.344460881e-01	5.040834338e+00	1.056630887e+00	-3.896586472e+00	-5.445315551e+00
0	-3.364920397e-01	-2.864115099e-01	4.786365059e+00	1.358128139e+00	-6.858864449e+00	-5.154382114e+00
1	4.879764829e-01	-2.018112021e-01	4.896033167e+00	7.974317047e-01	-5.501949286e+00	-5.196177296e+00
2	5.047492397e-01	-1.610358495e-01	4.974470311e+00	1.009822204e+00	-4.951550634e+00	-5.197105061e+00
3	1.975560305e+00	-8.172591548e-01	4.233032976e+00	1.479554300e+00	-4.174848381e+00	-7.342128413e+00
4	5.670846484e-01	-3.083906372e-01	4.650887463e+00	1.439506332e+00	-3.494199772e+00	-5.265097783e+00
5	1.037085838e+00	-3.114802721e-01	4.540497166e+00	1.668171766e+00	-3.550560380e+00	-5.643036389e+00
6	8.445395233e-01	-3.486537414e-01	4.438356821e+00	1.503731565e+00	-3.581668165e+00	-5.474156110e+00
7	9.306792324e-01	-2.470679978e-01	4.702084284e+00	1.323251312e+00	-2.996158084e+00	-5.520356106e+00
8	-4.344093126e-02	-4.757751928e-01	4.853957014e+00	1.059722208e+00	-6.477785359e+00	-5.170877466e+00
9	1.275871175e+00	-5.057004227e-01	5.012589674e+00	1.319124161e+00	-2.676412423e+00	-5.998542977e+00
10	1.112139103e+00	-1.109689431e+00	5.199093388e+00	1.049461131e+00	-6.634782668e+00	-6.290884901e+00
11	2.249093296e+00	-1.157934352e+00	4.015724475e+00	8.728508407e-01	-7.214732321e+00	-8.256369199e+00
12	1.877334672e+00	-4.913522519e-01	4.490614745e+00	1.363276020e+00	-1.945035892e+00	-6.939659145e+00
13	1.137515981e+00	-5.443114668e-01	4.599815573e+00	7.189323694e-01	-4.777267441e+00	-5.851861682e+00
14	1.720226830e+00	-9.930261671e-01	4.747278704e+00	9.768856408e-01	-3.753335139e+00	-7.029393549e+00
15	2.892097165e-01	-2.644643030e-01	4.580848880e+00	1.095513623e+00	-4.428989650e+00	-5.133544705e+00
16	5.102745568e-01	-7.408219247e-01	4.943284331e+00	1.117497498e+00	-5.786743900e+00	-5.461351515e+00
17	6.607558184e-01	-6.255509753e-01	5.032278746e+00	9.208602960e-01	-5.270338335e+00	-5.470709028e+00
18	8.813278339e-01	-3.331247083e-01	4.845470715e+00	1.268580252e+00	-2.756975644e+00	-5.500608302e+00
19	2.580973324e-01	-2.555767973e-01	4.917014142e+00	1.815425195e+00	-6.081409693e+00	-5.122719757e+00
20	8.586138516e-01	-1.892298620e-01	4.671550464e+00	1.155425659e+00	-3.825594635e+00	-5.443265735e+00
21	9.494929680e-01	-4.900515536e-01	4.740848456e+00	1.254943952e+00	-2.874474845e+00	-5.627596602e+00
22	1.413791683e+00	-5.835931818e-01	4.692945352e+00	1.455720973e+00	-2.393756585e+00	-6.226446853e+00
23	1.023791077e+00	-4.599286524e-01	4.346933057e+00	1.279365509e+00	-3.635607309e+00	-5.686594159e+00
24	1.890322210e-01	-3.111091173e-01	5.249099880e+00	1.949688502e+00	-9.177523542e+00	-5.123013923e+00
25	4.711188666e-01	-2.315053598e-01	4.629487483e+00	1.145504261e+00	-3.826175784e+00	-5.194526750e+00
26	7.040325401e-01	-4.488717168e-01	4.758466398e+00	1.827976873e+00	-5.303843195e+00	-5.405326709e+00
27	1.103259679e+00	-3.888535964e-01	4.800927824e+00	1.258758629e+00	-2.351792499e+00	-5.740947411e+00
28	1.302368992e+00	-2.441302634e-01	4.522100267e+00	1.724665429e+00	-4.410489658e+00	-5.934635180e+00
29	6.942393306e-01	-6.567725960e-01	5.096690641e+00	1.339333685e+00	-5.344985445e+00	-5.513412137e+00
30	-1.286891968e-01	-1.332354109e-02	4.426422546e+00	1.788085593e+00	-8.475325140e+00	-5.065122104e+00
31	4.246499259e-01	-6.093780432e-01	4.185234296e+00	6.105150255e-01	-9.599111790e+00	-5.332587471e+00
32	8.120960148e-01	-5.975364958e-01	4.881634273e+00	1.311498161e+00	-3.967566108e+00	-5.565027792e+00
33	1.377308257e+00	-4.371289265e-01	5.048148327e+00	8.304372451e-01	-4.018328014e+00	-6.100782757e+00
34	1.762007516e+00	-1.135075353e+00	4.985294934e+00	1.303637743e+00	-4.514800609e+00	-7.253286164e+00
35	2.074568207e+00	-6.069261741e-01	4.764731628e+00	1.118644327e+00	-1.612872078e+00	-7.392849205e+00
36	1.099836962e+00	-4.958664760e-01	4.740451959e+00	1.615006587e+00	-3.204538113e+00	-5.784515344e+00
37	1.276880372e+00	-4.198816859e-01	4.371704606e+00	1.736962884e+00	-4.082015150e+00	-5.960114949e+00
38	7.025476568e-01	-2.945459123e-01	4.573281275e+00	1.311216124e+00	-3.201846519e+00	-5.346918144e+00
39	1.138386797e+00	-5.358427966e-01	4.805466390e+00	1.212932383e+00	-2.642512978e+00	-5.848278893e+00
40	4.971123433e-01	-3.455012952e-01	4.556064935e+00	1.128578685e+00	-3.968820100e+00	-5.239998805e+00
41	9.221434134e-01	-6.700133142e-01	4.454977512e+00	7.155945577e-01	-6.130266623e+00	-5.706386049e+00
42	1.054461464e+00	-3.488278564e-01	4.727932395e+00	1.325834849e+00	-2.413658947e+00	-5.673537817e+00
43	3.673591390e-01	-3.735810494e-01	4.939100636e+00	1.210538121e+00	-4.327493219e+00	-5.194010660e+00
44	1.104947026e+00	-4.954049469e-01	4.725864529e+00	7.142357116e-01	-4.606197948e+00	-5.789919887e+00
45	8.280457282e-01	-5.929845137e-01	4.228087279e+00	6.981550031e-01	-7.365270190e+00	-5.575398072e+00
46	8.475426536e-01	-3.773812867e-01	4.672952842e+00	1.079622268e+00	-3.092748358e+00	-5.487125484e+00
47	2.470053714e+00	-7.870149128e-01	4.168088578e+00	6.847901164e-01	-5.964401850e+00	-8.417031804e+00
48	1.778105600e+00	-3.664075592e-01	5.159410489e+00	1.029450890e+00	-4.119128360e+00	-6.704709904e+00
49	8.497147784e-01	-3.358299191e-01	5.072233707e+00	1.037039159e+00	-3.844783508e+00	-5.474151361e+00
0	-5.642374193e-01	-1.476831740e-01	4.733396416e+00	1.574056035e+00	-7.953200111e+00	-5.226839984e+00
1	4.969161583e-01	-1.985427403e-01	4.885475005e+00	7.629744394e-01	-5.736633869e+00	-5.199925335e+00
2	5.047492397e-01	-1.610358495e-01	4.974470311e+00	1.009822204e+00	-4.951550634e+00	-5.197105061e+00
3	1.975560305e+00	-8.172591548e-01	4.233032976e+00	1.479554300e+00	-4.174848381e+00	-7.342128413e+00
4	5.670846484e-01	-3.083906372e-01	4.650887463e+00	1.439506332e+00	-3.494199772e+00	-5.265097783e+00
5	9.312417122e-01	-3.061224308e-01	4.550869691e+00	1.555235008e+00	-3.239973403e+00	-5.537213926e+00
6	6.943951966e-01	-3.284763087e-01	4.431345476e+00	1.523822945e+00	-3.974345134e+00	-5.351793579e+00
7	9.306792324e-01	-2.470679978e-01	4.702084284e+00	1.323251312e+00	-2.996158084e+00	-5.520356106e+00
8	-1.605987584e-02	-4.815988763e-01	4.860890641e+00	1.054322885e+00	-6.401010493e+00	-5.172850590e+00
9	1.513648537e+00	-6.640944888e-01	5.187377829e+00	1.418283549e+00	-3.725158699e+00	-6.422829583e+00
10	1.213263020e+00	-1.352531625e+00	5.382316710e+00	1.032962974e+00	-8.810953922e+00	-6.707427368e+00
11	2.656767518e+00	-1.403775938e+00	3.768411495e+00	7.549002970e-01	-1.048878749e+01	-9.571253155e+00
12	1.881477384e+00	-4.880046205e-01	4.486779094e+00	1.364974990e+00	-1.964030113e+00	-6.945805720e+00
13	1.137515981e+00	-5.443114668e-01	4.599815573e+00	7.189323694e-01	-4.777267441e+00	-5.851861682e+00
14	1.720226830e+00	-9.930261671e-01	4.747278704e+00	9.768856408e-01	-3.753335139e+00	-7.029393549e+00
15	2.892097165e-01	-2.644643030e-01	4.580848880e+00	1.095513623e+00	-4.428989650e+00	-5.133544705e+00
16	1.136036404e+00	-1.076631936e+00	5.059247920e+00	9.396710750e-01	-6.086796716e+00	-6.281610410e+00
17	7.426788523e-01	-6.429752059e-01	5.053023882e+00	9.047057354e-01	-5.226631946e+00	-5.539247388e+00
18	8.813278339e-01	-3.331247083e-01	4.845470715e+00	1.268580252e+00	-2.756975644e+00	-5.500608302e+00
19	2.498683030e-01	-2.587309600e-01	4.915097236e+00	1.842302468e+00	-6.298170338e+00	-5.121440831e+00
20	8.451997147e-01	-2.188110272e-01	4.696006679e+00	1.139522884e+00	-3.493872726e+00	-5.437873303e+00
21	9.494929680e-01	-4.900515536e-01	4.740848456e+00	1.254943952e+00	-2.874474845e+00	-5.627596602e+00
22	1.267310460e+00	-5.294377007e-01	4.667635096e+00	1.487283877e+00	-2.574888685e+00	-5.999942932e+00
23	1.084269625e+00	-4.799958081e-01	4.306682429e+00	1.258159141e+00	-3.798049040e+00	-5.759771189e+00
24	1.890322210e-01	-3.111091173e-01	5.249099880e+00	1.949688502e+00	-9.177523542e+00	-5.123013923e+00
25	4.711188666e-01	-2.315053598e-01	4.629487483e+00	1.145504261e+00	-3.826175784e+00	-5.194526750e+00
26	7.040325401e-01	-4.488717168e-01	4.758466398e+00	1.827976873e+00	-5.303843195e+00	-5.405326709e+00
27	1.385862484e+00	-4.749982807e-01	4.886837429e+00	1.137333716e+00	-2.276925424e+00	-6.129871987e+00
28	1.302368992e+00	-2.441302634e-01	4.522100267e+00	1.724665429e+00	-4.410489658e+00	-5.934635180e+00
29	6.942393306e-01	-6.567725960e-01	5.096690641e+00	1.339333685e+00	-5.344985445e+00	-5.513412137e+00
30	-1.838525245e-01	3.491675737e-03	4.409653216e+00	1.811787418e+00	-9.026042420e+00	-5.073659863e+00
31	4.246499259e-01	-6.093780432e-01	4.185234296e+00	6.105150255e-01	-9.599111790e+00	-5.332587471e+00
32	8.175783658e-01	-5.965216616e-01	4.876177125e+00	1.325649153e+00	-3.955708737e+00	-5.568889130e+00
33	1.377308257e+00	-4.371289265e-01	5.048148327e+00	8.304372451e-01	-4.018328014e+00	-6.100782757e+00
34	1.762007516e+00	-1.135075353e+00	4.985294934e+00	1.303637743e+00	-4.514800609e+00	-7.253286164e+00
35	2.523306602e+00	-6.637986544e-01	4.625475543e+00	1.006007125e+00	-1.875963671e+00	-8.460605321e+00
36	1.080572889e+00	-4.675327306e-01	4.736082559e+00	1.581780823e+00	-3.004738768e+00	-5.749865203e+00
37	1.257181793e+00	-5.557090985e-01	4.255473093e+00	1.746466827e+00	-5.335384065e+00	-6.001412223e+00
38	7.025476568e-01	-2.945459123e-01	4.573281275e+00	1.311216124e+00	-3.201846519e+00	-5.346918144e+00
39	1.138386797e+00	-5.358427966e-01	4.805466390e+00	1.212932383e+00	-2.642512978e+00	-5.848278893e+00
40	4.971123433e-01	-3.455012952e-01	4.556064935e+00	1.128578685e+00	-3.968820100e+00	-5.239998805e+00
41	9.221434134e-01	-6.700133142e-01	4.454977512e+00	7.155945577e-01	-6.130266623e+00	-5.706386049e+00
42	1.054461464e+00	-3.488278564e-01	4.727932395e+00	1.325834849e+00	-2.413658947e+00	-5.673537817e+00
43	3.555613260e-01	-3.709656788e-01	4.944298047e+00	1.218068889e+00	-4.366324973e+00	-5.188772587e+00
44	4.749195677e-01	-4.040576212e-01	4.752308238e+00	9.956696751e-01	-4.296225130e+00	-5.251158470e+00
45	8.280457282e-01	-5.929845137e-01	4.228087279e+00	6.981550031e-01	-7.365270190e+00	-5.575398072e+00
46	8.052042539e-01	-3.726063080e-01	4.642967549e+00	1.099536915e+00	-3.156316916e+00	-5.450347567e+00
47	2.256218714e+00	-7.212189961e-01	4.204579699e+00	8.733556472e-01	-4.487583210e+00	-7.862092753e+00
48	1.778105600e+00	-3.664075592e-01	5.159410489e+00	1.029450890e+00	-4.119128360e+00	-6.704709904e+00
49	8.497147784e-01	-3.358299191e-01	5.072233707e+00	1.037039159e+00	-3.844783508e+00	-5.474151361e+00
0	1.788704084e-01	-3.616114278e-01	4.683299457e+00	1.570471005e+00	-5.452449077e+00	-5.138131615e+00
1	4.969161583e-01	-1.985427403e-01	4.885475005e+00	7.629744394e-01	-5.736633869e+00	-5.199925335e+00
2	4.610832579e-01	-2.224804523e-01	4.965639157e+00	1.070774165e+00	-4.286531551e+00	-5.187800552e+00
3	1.975560305e+00	-8.172591548e-01	4.233032976e+00	1.479554300e+00	-4.174848381e+00	-7.342128413e+00
4	5.166906722e-01	-3.124286353e-01	4.644414547e+00	1.433554173e+00	-3.636065603e+00	-5.239043343e+00
5	9.296260217e-01	-3.091272952e-01	4.557143824e+00	1.555824670e+00	-3.222199783e+00	-5.536635004e+00
6	7.935117912e-01	-4.745080594e-01	4.575275083e+00	1.381649583e+00	-3.513604378e+00	-5.484162322e+00
7	1.009053774e+00	-2.729762757e-01	4.707656724e+00	1.491708407e+00	-2.955813396e+00	-5.603105674e+00
8	-1.605987584e-02	-4.815988763e-01	4.860890641e+00	1.054322885e+00	-6.401010493e+00	-5.172850590e+00
9	1.758086159e+00	-7.669812047e-01	5.359290172e+00	1.358320362e+00	-4.691151706e+00	-6.896316447e+00
10	1.213263020e+00	-1.352531625e+00	5.382316710e+00	1.032962974e+00	-8.810953922e+00	-6.707427368e+00
11	2.656767518e+00	-1.403775938e+00	3.768411495e+00	7.549002970e-01	-1.048878749e+01	-9.571253155e+00
12	1.881477384e+00	-4.880046205e-01	4.486779094e+00	1.364974990e+00	-1.964030113e+00	-6.945805720e+00
13	1.137515981e+00	-5.443114668e-01	4.599815573e+00	7.189323694e-01	-4.777267441e+00	-5.851861682e+00
14	1.720226830e+00	-9.930261671e-01	4.747278704e+00	9.768856408e-01	-3.753335139e+00	-7.029393549e+00
15	2.892097165e-01	-2.644643030e-01	4.580848880e+00	1.095513623e+00	-4.428989650e+00	-5.133544705e+00
16	1.070006279e+00	-8.818765148e-01	4.976779423e+00	9.850444423e-01	-4.964499627e+00	-6.018062703e+00
17	1.171678570e+00	-6.408298961e-01	4.938778885e+00	9.633404795e-01	-3.659710064e+00	-5.948499705e+00
18	8.813278339e-01	-3.331247083e-01	4.845470715e+00	1.268580252e+00	-2.756975644e+00	-5.500608302e+00
19	2.498683030e-01	-2.587309600e-01	4.915097236e+00	1.842302468e+00	-6.298170338e+00	-5.121440831e+00
20	8.451997147e-01	-2.188110272e-01	4.696006679e+00	1.139522884e+00	-3.493872726e+00	-5.437873303e+00
21	7.353794316e-01	-4.239971700e-01	4.571377501e+00	1.192951798e+00	-3.427967144e+00	-5.417031146e+00
22	1.718772317e+00	-6.008725494e-01	4.619392878e+00	1.767379298e+00	-3.197011696e+00	-6.714365941e+00
23	1.197072366e+00	-4.307573492e-01	4.065984749e+00	1.229661752e+00	-5.238993727e+00	-5.866019962e+00
24	1.890322210e-01	-3.111091173e-01	5.249099880e+00	1.949688502e+00	-9.177523542e+00	-5.123013923e+00
25	6.881371364e-01	-2.539051602e-01	4.717478410e+00	1.126234209e+00	-3.370483594e+00	-5.325753166e+00
26	5.508982352e-01	-4.925899889e-01	4.771809484e+00	2.047408445e+00	-8.078753401e+00	-5.329819773e+00
27	1.330643096e+00	-4.736479461e-01	4.859569577e+00	1.217723279e+00	-2.175099927e+00	-6.054229605e+00
28	1.165339923e+00	-2.365412334e-01	4.574225891e+00	1.549278451e+00	-3.613239499e+00	-5.763737337e+00
29	6.942393306e-01	-6.567725960e-01	5.096690641e+00	1.339333685e+00	-5.344985445e+00	-5.513412137e+00
30	-1.663699812e-01	-3.756107237e-03	4.412169184e+00	1.797328253e+00	-8.787612721e+00	-5.070599431e+00
31	4.246499259e-01	-6.093780432e-01	4.185234296e+00	6.105150255e-01	-9.599111790e+00	-5.332587471e+00
32	8.173781919e-01	-5.964940662e-01	4.876173454e+00	1.325584001e+00	-3.956089765e+00	-5.568709031e+00
33	1.062756653e+00	-3.871491000e-01	4.893920481e+00	1.066895003e+00	-2.877851813e+00	-5.696420955e+00
34	1.479936416e+00	-9.372032279e-01	4.981033097e+00	1.253147420e+00	-4.088624863e+00	-6.591033734e+00
35	2.281890471e+00	-6.352780314e-01	4.643123317e+00	1.115081816e+00	-1.566081804e+00	-7.862054042e+00
36	9.537644604e-01	-3.985028923e-01	4.730070969e+00	1.434579275e+00	-2.691583972e+00	-5.590988492e+00
37	1.008299763e+00	-6.003901984e-01	4.627383093e+00	1.566469528e+00	-3.995981169e+00	-5.745321293e+00
38	7.025476568e-01	-2.945459123e-01	4.573281275e+00	1.311216124e+00	-3.201846519e+00	-5.346918144e+00
39	9.968944740e-01	-5.816155173e-01	4.765648784e+00	1.209406490e+00	-3.192594890e+00	-5.722790492e+00
40	4.971123433e-01	-3.455012952e-01	4.556064935e+00	1.128578685e+00	-3.968820100e+00	-5.239998805e+00
41	9.238879866e-01	-6.113178374e-01	4.440920409e+00	8.673842997e-01	-5.052098849e+00	-5.670392146e+00
42	8.817703322e-01	-3.981294017e-01	4.742979531e+00	1.573290092e+00	-3.211672610e+00	-5.524765861e+00
43	2.736025877e-01	-3.571432572e-01	4.963831940e+00	1.185043342e+00	-4.654515407e+00	-5.157957732e+00
44	4.414727893e-01	-3.772018666e-01	4.739691861e+00	9.962668651e-01	-4.308532682e+00	-5.225342627e+00
45	9.258774493e-01	-5.443831522e-01	4.424890080e+00	1.040481090e+00	-4.187579671e+00	-5.633553925e+00
46	8.052042539e-01	-3.726063080e-01	4.642967549e+00	1.099536915e+00	-3.156316916e+00	-5.450347567e+00
47	2.251049774e+00	-7.385229802e-01	4.116280111e+00	8.246847276e-01	-5.468741771e+00	-7.863073529e+00
48	1.778105600e+00	-3.664075592e-01	5.159410489e+00	1.029450890e+00	-4.119128360e+00	-6.704709904e+00
49	7.041622207e-01	-3.007680888e-01	5.194059270e+00	1.016641317e+00	-4.766659050e+00	-5.349905829e+00
0	1.772328946e-01	-4.537585611e-01	4.568599393e+00	1.374277938e+00	-5.730411970e+00	-5.175407057e+00
1	4.969161583e-01	-1.985427403e-01	4.885475005e+00	7.629744394e-01	-5.736633869e+00	-5.199925335e+00
2	4.610832579e-01	-2.224804523e-01	4.965639157e+00	1.070774165e+00	-4.286531551e+00	-5.187800552e+00
3	1.874251806e+00	-7.822703247e-01	4.269983010e+00	1.504393899e+00	-4.021456822e+00	-7.119136238e+00
4	5.166906722e-01	-3.124286353e-01	4.644414547e+00	1.433554173e+00	-3.636065603e+00	-5.239043343e+00
5	9.590785168e-01	-3.212104307e-01	4.579355330e+00	1.530992985e+00	-3.038255663e+00	-5.568256762e+00
6	7.935117912e-01	-4.745080594e-01	4.575275083e+00	1.381649583e+00	-3.513604378e+00	-5.484162322e+00
7	1.009053774e+00	-2.729762757e-01	4.707656724e+00	1.491708407e+00	-2.955813396e+00	-5.603105674e+00
8	2.817258077e-01	-5.110015081e-01	4.832891688e+00	1.099913960e+00	-5.251402280e+00	-5.226998877e+00
9	1.758086159e+00	-7.669812047e-01	5.359290172e+00	1.358320362e+00	-4.691151706e+00	-6.896316447e+00
10	1.427398323e+00	-1.592265543e+00	5.485087594e+00	8.489456394e-01	-1.093988754e+01	-7.343140656e+00
11	2.656767518e+00	-1.403775938e+00	3.768411495e+00	7.549002970e-01	-1.048878749e+01	-9.571253155e+00
12	2.125174199e+00	-4.582098314e-01	4.466995538e+00	1.180427681e+00	-2.364737834e+00	-7.419913705e+00
13	4.161367595e-01	-1.362159036e-01	4.994587348e+00	7.018538837e-01	-7.158507342e+00	-5.152615179e+00
14	1.720226830e+00	-9.930261671e-01	4.747278704e+00	9.768856408e-01	-3.753335139e+00	-7.029393549e+00
15	3.870697373e-01	-2.965433475e-01	4.560664897e+00	1.117799753e+00	-4.185735326e+00	-5.175633361e+00
16	1.039073982e+00	-8.483802701e-01	4.976213515e+00	9.893993724e-01	-4.878054328e+00	-5.956464803e+00
17	1.261073188e+00	-6.857810462e-01	5.007806399e+00	9.152312746e-01	-3.971631693e+00	-6.087053505e+00
18	8.813278339e-01	-3.331247083e-01	4.845470715e+00	1.268580252e+00	-2.756975644e+00	-5.500608302e+00
19	1.817824446e-01	-1.977436210e-01	4.887273769e+00	1.919366586e+00	-6.972544738e+00	-5.092826590e+00
20	8.451997147e-01	-2.188110272e-01	4.696006679e+00	1.139522884e+00	-3.493872726e+00	-5.437873303e+00
21	7.155850400e-01	-4.114880253e-01	4.586598811e+00	1.208794823e+00	-3.386257239e+00	-5.397445064e+00
22	2.286347825e+00	-6.890591747e-01	4.595838255e+00	1.839955561e+00	-3.170641785e+00	-7.907847353e+00
23	1.197072366e+00	-4.307573492e-01	4.065984749e+00	1.229661752e+00	-5.238993727e+00	-5.866019962e+00
24	1.890322210e-01	-3.111091173e-01	5.249099880e+00	1.949688502e+00	-9.177523542e+00	-5.123013923e+00
25	6.228845968e-01	-1.172983127e-01	4.805536855e+00	9.680699736e-01	-5.496416443e+00	-5.257624949e+00
26	5.508982352e-01	-4.925899889e-01	4.771809484e+00	2.047408445e+00	-8.078753401e+00	-5.329819773e+00
27	1.107452072e+00	-4.510914797e-01	4.760514497e+00	1.214483339e+00	-2.424125481e+00	-5.771719699e+00
28	1.165339923e+00	-2.365412334e-01	4.574225891e+00	1.549278451e+00	-3.613239499e+00	-5.763737337e+00
29	5.928162570e-01	-6.819585612e-01	5.207626415e+00	1.382873719e+00	-6.472698458e+00	-5.465002188e+00
30	-1.663699812e-01	-3.756107237e-03	4.412169184e+00	1.797328253e+00	-8.787612721e+00	-5.070599431e+00
31	5.129826286e-01	-5.770802339e-01	4.278638792e+00	7.951814441e-01	-7.267899422e+00	-5.354839278e+00
32	8.147671907e-01	-5.977480994e-01	4.887033450e+00	1.332444915e+00	-3.998777130e+00	-5.567327074e+00
