walker	cdf_0	cdf_1	model1_0	model2_0	log_l	log_p
45	-8.341930094e-02	-2.777374461e-01	3.994538999e+00	8.105089022e-01	-1.025642712e+01	-5.098801326e+00
46	-9.365920004e-01	-4.081251665e-01	4.464844569e+00	1.228185208e+00	-1.177515732e+01	-5.578638255e+00
47	1.632321443e+00	-8.469331621e-01	4.718941719e+00	1.085846294e+00	-3.091416372e+00	-6.747637429e+00
48	7.718052037e-01	-3.953931277e-01	4.694670435e+00	1.511987023e+00	-3.305258468e+00	-5.432762390e+00
49	9.791737123e-01	-5.996769892e-01	4.946911424e+00	1.422927112e+00	-3.789696905e+00	-5.715949716e+00
0	-3.293240916e-01	-5.776464523e-01	4.748775034e+00	8.730615640e-01	-8.984487081e+00	-5.277817782e+00
1	5.986023699e-01	-2.271621046e-01	3.608573345e+00	1.776770982e+00	-1.308175448e+01	-5.261716601e+00
2	1.428744098e+00	-5.114483882e-01	4.996304532e+00	5.809774321e-01	-5.663907568e+00	-6.208197467e+00
3	7.284234011e-03	-8.352626773e-01	4.013914877e+00	7.871398357e-01	-1.275198886e+01	-5.405611291e+00
4	-2.767239513e-01	-1.378951914e-01	4.839149831e+00	5.535360827e-01	-9.313363854e+00	-5.104548506e+00
5	1.036193273e+00	-3.903840538e-01	4.761084701e+00	2.038856456e+00	-5.888881538e+00	-5.669800995e+00
6	-3.597221704e-01	-1.977086991e-01	4.239530522e+00	8.826070885e-01	-8.920629011e+00	-5.140997276e+00
7	-6.330749426e-02	-1.511817251e-01	4.791704174e+00	1.264847358e+00	-5.168419056e+00	-5.070184768e+00
8	3.972187994e-01	-4.866511586e-01	4.266647299e+00	9.051745009e-01	-6.775486951e+00	-5.254058954e+00
9	2.077444684e-01	-2.762638778e-01	3.990996554e+00	1.307894294e+00	-8.059012344e+00	-5.116492638e+00
10	-4.255677749e-01	-6.301759412e-02	3.954126558e+00	1.324603394e+00	-1.076770779e+01	-5.149292465e+00
11	4.958169143e-01	-9.825894951e-02	3.680019252e+00	8.486268384e-01	-1.326571686e+01	-5.184497508e+00
12	8.048434806e-01	-2.615675054e-01	4.633682248e+00	1.015675240e+00	-3.628439623e+00	-5.414848185e+00
13	8.877123652e-01	-5.962192451e-01	3.958666720e+00	1.462061165e+00	-8.055472390e+00	-5.628508207e+00
14	-1.199294034e-01	-6.886558079e-01	4.211892938e+00	7.928268450e-01	-1.089196011e+01	-5.301067833e+00
15	7.361115283e-01	-5.449687759e-01	4.361270954e+00	1.352156170e-01	-1.323596215e+01	-5.476178466e+00
16	-7.432823751e-01	-3.878324447e-01	4.544904276e+00	9.573578037e-01	-1.024704931e+01	-5.408194238e+00
17	-8.904616975e-01	-4.589074546e-01	4.271894064e+00	1.273486582e+00	-1.284956879e+01	-5.558511935e+00
18	-4.141096090e-02	2.618552951e-02	4.758189575e+00	1.259978796e+00	-7.356632665e+00	-5.057953166e+00
19	-1.407732267e-02	-4.008890448e-01	3.820832617e+00	1.097108745e+00	-1.131578460e+01	-5.137207990e+00
20	-2.168155551e-01	6.167310480e-02	4.294413846e+00	1.452473055e+00	-9.441418181e+00	-5.082159170e+00
21	1.411507037e+00	-3.250095576e-01	4.663219024e+00	1.006808317e+00	-3.098981745e+00	-6.105744555e+00
22	6.344058907e-01	-4.567336935e-01	4.723108258e+00	1.397168097e+00	-3.755180232e+00	-5.362291142e+00
23	7.977383678e-01	2.289028924e-01	4.083180302e+00	1.272803925e+00	-2.461421701e+01	-5.401144410e+00
24	9.521000291e-01	-3.708446162e-01	4.891162183e+00	1.382557836e+00	-2.740437291e+00	-5.578762989e+00
25	-1.117566274e-01	-4.292690789e-01	4.201987318e+00	6.295522467e-01	-1.055765594e+01	-5.155133634e+00
26	-2.262687540e-03	-4.140376205e-01	4.930660713e+00	1.675260908e+00	-7.450737956e+00	-5.142469027e+00
27	2.587691720e-01	6.206748428e-02	4.254413287e+00	1.559474551e+00	-1.044270921e+01	-5.092159820e+00
28	1.298324424e+00	-5.727546033e-01	4.831727388e+00	1.402446103e+00	-2.536652741e+00	-6.063599963e+00
29	1.204379843e+00	-5.617906192e-01	5.007123176e+00	1.601317207e+00	-3.683780601e+00	-5.939822644e+00
30	2.756170656e-02	-1.479131520e-01	4.093936192e+00	1.016917705e+00	-8.092999118e+00	-5.068071865e+00
31	-3.457396436e-02	-8.520936990e-02	3.768330945e+00	4.334265116e-01	-1.598067194e+01	-5.060980889e+00
32	9.254337504e-01	-5.388179037e-01	4.615742352e+00	1.098113582e+00	-3.446692628e+00	-5.630129071e+00
33	3.991193825e-01	-2.984566866e-01	4.734990285e+00	7.916624744e-01	-5.277352092e+00	-5.180939229e+00
34	2.446084637e-01	-5.901207788e-01	4.483620570e+00	1.369060310e+00	-6.667534192e+00	-5.260790808e+00
35	2.571873405e-02	-1.757371755e-01	3.490695551e+00	8.378543689e-01	-1.582251646e+01	-5.072525395e+00
36	2.558982658e-02	-1.524885713e-01	4.259589751e+00	6.412290170e-01	-9.109947778e+00	-5.068706693e+00
37	6.887554453e-01	-6.821756870e-01	4.857240346e+00	1.341428520e+00	-4.954813833e+00	-5.526626757e+00
38	-9.149561515e-02	-1.779631941e-01	4.021454507e+00	1.095988400e+00	-8.820120949e+00	-5.076774064e+00
39	1.823539186e-01	-3.891077213e-01	4.916890781e+00	1.699518700e+00	-6.418522511e+00	-5.149081776e+00
40	-3.253724582e-02	-6.921133079e-02	3.951939606e+00	9.519131681e-01	-1.033586584e+01	-5.059677332e+00
41	5.220616169e-01	-5.540254080e-01	4.364905582e+00	1.009064670e+00	-5.791830116e+00	-5.346499134e+00
42	6.748562621e-01	-2.664060433e-01	4.596450786e+00	1.876849431e+00	-5.291494181e+00	-5.319954468e+00
43	3.814166244e-02	-5.747273807e-01	4.288576840e+00	9.340545615e-01	-8.395584342e+00	-5.222636066e+00
44	1.641527369e+00	-7.306281471e-01	5.011964401e+00	1.182326700e+00	-2.803874212e+00	-6.670967688e+00
45	8.737853664e-03	-1.862222199e-01	4.064527548e+00	1.012218044e+00	-8.320765943e+00	-5.074130424e+00
46	-7.917511552e-01	-3.103104838e-01	4.320090515e+00	1.255513250e+00	-1.081518616e+01	-5.418334135e+00
47	1.876358799e+00	-9.609327348e-01	4.831369980e+00	1.105478402e+00	-3.070801686e+00	-7.278809922e+00
48	7.718052037e-01	-3.953931277e-01	4.694670435e+00	1.511987023e+00	-3.305258468e+00	-5.432762390e+00
49	1.022070850e+00	-6.416660211e-01	5.097765853e+00	1.383042635e+00	-4.324214634e+00	-5.784934944e+00
0	-3.293240916e-01	-5.776464523e-01	4.748775034e+00	8.730615640e-01	-8.984487081e+00	-5.277817782e+00
1	5.986023699e-01	-2.271621046e-01	3.608573345e+00	1.776770982e+00	-1.308175448e+01	-5.261716601e+00
2	1.428744098e+00	-5.114483882e-01	4.996304532e+00	5.809774321e-01	-5.663907568e+00	-6.208197467e+00
3	7.284234011e-03	-8.352626773e-01	4.013914877e+00	7.871398357e-01	-1.275198886e+01	-5.405611291e+00
4	-3.454488946e-02	-2.627266137e-01	4.867377384e+00	1.084540486e+00	-5.414686526e+00	-5.091862203e+00
5	6.699914718e-01	-3.214032363e-01	4.520899742e+00	1.732672735e+00	-4.568547085e+00	-5.332847198e+00
6	-3.597221704e-01	-1.977086991e-01	4.239530522e+00	8.826070885e-01	-8.920629011e+00	-5.140997276e+00
7	-7.118652556e-02	-1.510658984e-01	4.838865845e+00	1.320119085e+00	-5.242862994e+00	-5.070697105e+00
8	3.972187994e-01	-4.866511586e-01	4.266647299e+00	9.051745009e-01	-6.775486951e+00	-5.254058954e+00
9	2.077444684e-01	-2.762638778e-01	3.990996554e+00	1.307894294e+00	-8.059012344e+00	-5.116492638e+00
10	-3.903440144e-01	-9.222642181e-02	4.035385221e+00	1.353782057e+00	-9.775679820e+00	-5.137189972e+00
11	3.269482978e-01	-3.530152941e-01	3.795435261e+00	8.273729377e-01	-1.103689211e+01	-5.172510385e+00
12	8.048434806e-01	-2.615675054e-01	4.633682248e+00	1.015675240e+00	-3.628439623e+00	-5.414848185e+00
13	1.087955353e+00	-6.319235493e-01	4.238464116e+00	1.387752661e+00	-5.089255203e+00	-5.848240003e+00
14	-1.101410947e-01	-6.192752835e-01	4.182777014e+00	8.106452176e-01	-1.051655296e+01	-5.254569360e+00
15	7.361115283e-01	-5.449687759e-01	4.361270954e+00	1.352156170e-01	-1.323596215e+01	-5.476178466e+00
16	-7.955148849e-01	-4.158136135e-01	4.511962670e+00	1.002566766e+00	-1.075233370e+01	-5.459625338e+00
17	-5.779944132e-01	-5.520753134e-01	4.247562328e+00	1.078568804e+00	-1.144810058e+01	-5.376185238e+00
18	-6.240202858e-02	8.216338116e-02	4.914398824e+00	1.453830524e+00	-9.346617645e+00	-5.062075308e+00
19	-1.407732267e-02	-4.008890448e-01	3.820832617e+00	1.097108745e+00	-1.131578460e+01	-5.137207990e+00
20	-2.168155551e-01	6.167310480e-02	4.294413846e+00	1.452473055e+00	-9.441418181e+00	-5.082159170e+00
21	1.417767539e+00	-2.340477294e-01	4.617188959e+00	8.859010938e-01	-5.010024264e+00	-6.089174458e+00
22	6.344058907e-01	-4.567336935e-01	4.723108258e+00	1.397168097e+00	-3.755180232e+00	-5.362291142e+00
23	7.886799624e-01	2.224205090e-01	4.088529808e+00	1.269591123e+00	-2.396311039e+01	-5.392496374e+00
24	9.521000291e-01	-3.708446162e-01	4.891162183e+00	1.382557836e+00	-2.740437291e+00	-5.578762989e+00
25	-1.117566274e-01	-4.292690789e-01	4.201987318e+00	6.295522467e-01	-1.055765594e+01	-5.155133634e+00
26	-8.518584709e-02	-3.452747105e-01	4.739362994e+00	1.606569012e+00	-6.745876407e+00	-5.119988518e+00
27	3.177878239e-03	-4.528491704e-02	4.248262991e+00	1.279759350e+00	-7.379659653e+00	-5.057783303e+00
28	1.390746257e+00	-6.266528599e-01	4.815861744e+00	1.407755116e+00	-2.573713374e+00	-6.220187371e+00
29	1.204379843e+00	-5.617906192e-01	5.007123176e+00	1.601317207e+00	-3.683780601e+00	-5.939822644e+00
30	2.756170656e-02	-1.479131520e-01	4.093936192e+00	1.016917705e+00	-8.092999118e+00	-5.068071865e+00
31	2.172878745e-02	-1.375545672e-01	3.833307907e+00	4.949391449e-01	-1.412874957e+01	-5.066449591e+00
32	9.254337504e-01	-5.388179037e-01	4.615742352e+00	1.098113582e+00	-3.446692628e+00	-5.630129071e+00
33	4.593946478e-01	-2.523256141e-01	4.809531420e+00	7.678861570e-01	-5.378508427e+00	-5.194108720e+00
34	4.980142757e-01	-9.480743130e-01	4.587529517e+00	1.323251523e+00	-7.575317720e+00	-5.630184452e+00
35	2.571873405e-02	-1.757371755e-01	3.490695551e+00	8.378543689e-01	-1.582251646e+01	-5.072525395e+00
36	2.558982658e-02	-1.524885713e-01	4.259589751e+00	6.412290170e-01	-9.109947778e+00	-5.068706693e+00
37	6.887554453e-01	-6.821756870e-01	4.857240346e+00	1.341428520e+00	-4.954813833e+00	-5.526626757e+00
38	-8.598954165e-02	-1.893660044e-01	4.046440384e+00	1.176520197e+00	-8.452540871e+00	-5.078379734e+00
39	2.287915597e-01	-3.984636309e-01	4.898070970e+00	1.661934804e+00	-6.031877318e+00	-5.162312313e+00
40	-3.253724582e-02	-6.921133079e-02	3.951939606e+00	9.519131681e-01	-1.033586584e+01	-5.059677332e+00
41	5.220616169e-01	-5.540254080e-01	4.364905582e+00	1.009064670e+00	-5.791830116e+00	-5.346499134e+00
42	6.408319135e-01	-2.933969850e-01	4.556033514e+00	1.757771097e+00	-4.655508166e+00	-5.305126557e+00
43	3.814166244e-02	-5.747273807e-01	4.288576840e+00	9.340545615e-01	-8.395584342e+00	-5.222636066e+00
44	1.641527369e+00	-7.306281471e-01	5.011964401e+00	1.182326700e+00	-2.803874212e+00	-6.670967688e+00
45	-1.021904479e-01	-1.558147158e-01	3.972922685e+00	9.395658407e-01	-9.815930736e+00	-5.074113448e+00
46	-8.366725856e-01	-2.595030946e-01	4.335332467e+00	1.292698499e+00	-1.073945571e+01	-5.440434327e+00
47	2.607195221e+00	-1.132476376e+00	4.815449677e+00	9.602776166e-01	-2.821743585e+00	-9.096737722e+00
48	7.718052037e-01	-3.953931277e-01	4.694670435e+00	1.511987023e+00	-3.305258468e+00	-5.432762390e+00
49	1.160017426e+00	-7.035650036e-01	5.285252147e+00	1.395772735e+00	-5.305533400e+00	-5.977074962e+00
0	-3.293240916e-01	-5.776464523e-01	4.748775034e+00	8.730615640e-01	-8.984487081e+00	-5.277817782e+00
1	6.891237290e-01	-2.422629912e-01	4.058504257e+00	1.442718180e+00	-6.287659798e+00	-5.323544327e+00
2	1.146302057e+00	-4.615519900e-01	4.866621009e+00	9.812524831e-01	-3.033220150e+00	-5.820272214e+00
3	7.284234011e-03	-8.352626773e-01	4.013914877e+00	7.871398357e-01	-1.275198886e+01	-5.405611291e+00
4	-2.124663332e-02	-2.665833336e-01	4.864509419e+00	1.090755296e+00	-5.358706195e+00	-5.092511938e+00
5	6.076033628e-01	-3.009393844e-01	4.606405232e+00	1.446860209e+00	-3.463180045e+00	-5.286626071e+00
6	-3.597221704e-01	-1.977086991e-01	4.239530522e+00	8.826070885e-01	-8.920629011e+00	-5.140997276e+00
7	-7.118652556e-02	-1.510658984e-01	4.838865845e+00	1.320119085e+00	-5.242862994e+00	-5.070697105e+00
8	3.972187994e-01	-4.866511586e-01	4.266647299e+00	9.051745009e-01	-6.775486951e+00	-5.254058954e+00
9	1.900194737e-01	-2.648513380e-01	4.020075509e+00	1.379345342e+00	-7.872867031e+00	-5.109879707e+00
10	-3.903440144e-01	-9.222642181e-02	4.035385221e+00	1.353782057e+00	-9.775679820e+00	-5.137189972e+00
11	3.304581480e-01	-3.531153950e-01	3.801587107e+00	8.304899664e-01	-1.093985359e+01	-5.173699426e+00
12	8.048434806e-01	-2.615675054e-01	4.633682248e+00	1.015675240e+00	-3.628439623e+00	-5.414848185e+00
13	1.168639877e+00	-6.748142324e-01	4.235004292e+00	1.383750476e+00	-5.138858967e+00	-5.967299596e+00
14	2.658967312e-01	-6.442297460e-01	4.509171197e+00	9.838756262e-01	-6.697323022e+00	-5.299619410e+00
15	7.361115283e-01	-5.449687759e-01	4.361270954e+00	1.352156170e-01	-1.323596215e+01	-5.476178466e+00
16	-4.853790685e-01	-4.342328635e-01	4.448175520e+00	9.772427306e-01	-9.282833408e+00	-5.268828401e+00
17	-5.779944132e-01	-5.520753134e-01	4.247562328e+00	1.078568804e+00	-1.144810058e+01	-5.376185238e+00
18	-4.073013085e-03	4.629639828e-02	4.882207869e+00	1.450510004e+00	-8.186152419e+00	-5.057832864e+00
19	-1.407732267e-02	-4.008890448e-01	3.820832617e+00	1.097108745e+00	-1.131578460e+01	-5.137207990e+00
20	-2.168155551e-01	6.167310480e-02	4.294413846e+00	1.452473055e+00	-9.441418181e+00	-5.082159170e+00
21	1.171386641e+00	-2.451100250e-01	4.623818869e+00	9.380672150e-01	-4.158994294e+00	-5.772865685e+00
22	6.344058907e-01	-4.567336935e-01	4.723108258e+00	1.397168097e+00	-3.755180232e+00	-5.362291142e+00
23	7.886799624e-01	2.224205090e-01	4.088529808e+00	1.269591123e+00	-2.396311039e+01	-5.392496374e+00
24	9.521000291e-01	-3.708446162e-01	4.891162183e+00	1.382557836e+00	-2.740437291e+00	-5.578762989e+00
25	-1.117566274e-01	-4.292690789e-01	4.201987318e+00	6.295522467e-01	-1.055765594e+01	-5.155133634e+00
26	-8.518584709e-02	-3.452747105e-01	4.739362994e+00	1.606569012e+00	-6.745876407e+00	-5.119988518e+00
27	3.177878239e-03	-4.528491704e-02	4.248262991e+00	1.279759350e+00	-7.379659653e+00	-5.057783303e+00
28	1.390746257e+00	-6.266528599e-01	4.815861744e+00	1.407755116e+00	-2.573713374e+00	-6.220187371e+00
29	1.204379843e+00	-5.617906192e-01	5.007123176e+00	1.601317207e+00	-3.683780601e+00	-5.939822644e+00
30	3.411399620e-02	7.419111502e-02	4.119793598e+00	1.091166167e+00	-1.143574724e+01	-5.060086934e+00
31	2.172878745e-02	-1.375545672e-01	3.833307907e+00	4.949391449e-01	-1.412874957e+01	-5.066449591e+00
32	1.011681772e+00	-5.993895160e-01	4.861897142e+00	1.207552200e+00	-3.303450551e+00	-5.748136791e+00
33	4.593946478e-01	-2.523256141e-01	4.809531420e+00	7.678861570e-01	-5.378508427e+00	-5.194108720e+00
34	8.242530564e-01	-1.233474758e+00	4.719890416e+00	1.490849978e+00	-8.797111004e+00	-6.157179431e+00
35	-2.073330914e-02	-1.685020502e-01	3.665823210e+00	8.747923401e-01	-1.332965621e+01	-5.071164297e+00
36	2.558982658e-02	-1.524885713e-01	4.259589751e+00	6.412290170e-01	-9.109947778e+00	-5.068706693e+00
37	7.819636465e-01	-7.669734815e-01	5.130780940e+00	1.473858729e+00	-6.361884801e+00	-5.656610624e+00
38	-8.322283806e-02	-1.822076632e-01	4.194545767e+00	1.203359022e+00	-7.216764725e+00	-5.076815728e+00
39	5.153403604e-01	-4.962117071e-01	5.218715953e+00	2.041391409e+00	-9.775585292e+00	-5.312653764e+00
40	1.893432086e-01	-2.421387081e-01	4.464960960e+00	1.393132018e+00	-4.892951850e+00	-5.103993894e+00
41	4.860528734e-01	-5.711565124e-01	4.350547377e+00	1.013001880e+00	-6.065761987e+00	-5.337986470e+00
42	6.298660733e-01	-2.848572790e-01	4.544426030e+00	1.778349559e+00	-4.826194045e+00	-5.295690361e+00
43	3.441722032e-02	-5.764659168e-01	4.286924039e+00	9.289642443e-01	-8.447974527e+00	-5.223501640e+00
44	1.641527369e+00	-7.306281471e-01	5.011964401e+00	1.182326700e+00	-2.803874212e+00	-6.670967688e+00
45	-1.824414592e-01	-2.912336350e-01	3.886450528e+00	8.503091803e-01	-1.155111229e+01	-5.115803849e+00
46	-8.366725856e-01	-2.595030946e-01	4.335332467e+00	1.292698499e+00	-1.073945571e+01	-5.440434327e+00
47	2.607195221e+00	-1.132476376e+00	4.815449677e+00	9.602776166e-01	-2.821743585e+00	-9.096737722e+00
48	7.718052037e-01	-3.953931277e-01	4.694670435e+00	1.511987023e+00	-3.305258468e+00	-5.432762390e+00
49	1.160017426e+00	-7.035650036e-01	5.285252147e+00	1.395772735e+00	-5.305533400e+00	-5.977074962e+00
0	-3.293240916e-01	-5.776464523e-01	4.748775034e+00	8.730615640e-01	-8.984487081e+00	-5.277817782e+00
1	5.522674631e-01	-2.207914411e-01	4.012325406e+00	1.248366243e+00	-6.942140366e+00	-5.233626997e+00
2	1.146302057e+00	-4.615519900e-01	4.866621009e+00	9.812524831e-01	-3.033220150e+00	-5.820272214e+00
3	7.079518579e-03	-8.193724932e-01	4.029565939e+00	7.990971445e-01	-1.245313065e+01	-5.392463592e+00
4	-7.807140280e-02	-2.660956146e-01	4.951269022e+00	1.123246247e+00	-5.679622476e+00	-5.095203901e+00
5	6.076033628e-01	-3.009393844e-01	4.606405232e+00	1.446860209e+00	-3.463180045e+00	-5.286626071e+00
6	-2.400253683e-01	-2.220651816e-01	4.460544945e+00	9.562155834e-01	-7.026734950e+00	-5.110215452e+00
7	-7.118652556e-02	-1.510658984e-01	4.838865845e+00	1.320119085e+00	-5.242862994e+00	-5.070697105e+00
8	3.972187994e-01	-4.866511586e-01	4.266647299e+00	9.051745009e-01	-6.775486951e+00	-5.254058954e+00
9	4.865673326e-01	-2.663961148e-01	3.929017266e+00	1.404372258e+00	-7.906993815e+00	-5.210610221e+00
10	-4.532955161e-02	-4.613455456e-01	4.415313514e+00	1.323401558e+00	-7.263488167e+00	-5.164200132e+00
11	3.304581480e-01	-3.531153950e-01	3.801587107e+00	8.304899664e-01	-1.093985359e+01	-5.173699426e+00
12	8.878865833e-01	-2.641888326e-01	4.656446071e+00	9.647488907e-01	-3.745948309e+00	-5.485822053e+00
13	1.168639877e+00	-6.748142324e-01	4.235004292e+00	1.383750476e+00	-5.138858967e+00	-5.967299596e+00
14	4.151999434e-01	-9.540502349e-01	4.922446414e+00	1.282849300e+00	-7.675323588e+00	-5.598054313e+00
15	7.361115283e-01	-5.449687759e-01	4.361270954e+00	1.352156170e-01	-1.323596215e+01	-5.476178466e+00
16	-6.572537321e-01	-4.831657644e-01	4.443899698e+00	8.713016142e-01	-1.096439185e+01	-5.389468703e+00
17	-5.779944132e-01	-5.520753134e-01	4.247562328e+00	1.078568804e+00	-1.144810058e+01	-5.376185238e+00
18	-4.073013085e-03	4.629639828e-02	4.882207869e+00	1.450510004e+00	-8.186152419e+00	-5.057832864e+00
19	-1.407732267e-02	-4.008890448e-01	3.820832617e+00	1.097108745e+00	-1.131578460e+01	-5.137207990e+00
20	-2.168155551e-01	6.167310480e-02	4.294413846e+00	1.452473055e+00	-9.441418181e+00	-5.082159170e+00
21	1.046663052e+00	-2.942634880e-01	4.646880643e+00	1.044701782e+00	-3.167019401e+00	-5.647800164e+00
22	1.689033007e+00	-5.981297789e-01	5.001107611e+00	1.472063129e+00	-2.405411334e+00	-6.662048756e+00
23	7.886799624e-01	2.224205090e-01	4.088529808e+00	1.269591123e+00	-2.396311039e+01	-5.392496374e+00
24	9.521000291e-01	-3.708446162e-01	4.891162183e+00	1.382557836e+00	-2.740437291e+00	-5.578762989e+00
25	-5.326956363e-02	-3.014534275e-01	4.040449248e+00	5.705710833e-01	-1.155764262e+01	-5.103608799e+00
26	-3.349955189e-01	-4.135318261e-02	4.647961500e+00	1.768180945e+00	-7.993270437e+00	-5.113718933e+00
27	-2.534639918e-02	-1.333480111e-02	4.246932167e+00	1.306875219e+00	-7.920262969e+00	-5.057163020e+00
28	1.390746257e+00	-6.266528599e-01	4.815861744e+00	1.407755116e+00	-2.573713374e+00	-6.220187371e+00
29	1.204379843e+00	-5.617906192e-01	5.007123176e+00	1.601317207e+00	-3.683780601e+00	-5.939822644e+00
30	3.411399620e-02	7.419111502e-02	4.119793598e+00	1.091166167e+00	-1.143574724e+01	-5.060086934e+00
31	2.172878745e-02	-1.375545672e-01	3.833307907e+00	4.949391449e-01	-1.412874957e+01	-5.066449591e+00
32	1.850766246e+00	-7.536853727e-01	5.100938017e+00	1.168898931e+00	-2.866276858e+00	-7.053441560e+00
33	4.593946478e-01	-2.523256141e-01	4.809531420e+00	7.678861570e-01	-5.378508427e+00	-5.194108720e+00
34	8.242530564e-01	-1.233474758e+00	4.719890416e+00	1.490849978e+00	-8.797111004e+00	-6.157179431e+00
35	-2.073330914e-02	-1.685020502e-01	3.665823210e+00	8.747923401e-01	-1.332965621e+01	-5.071164297e+00
36	2.587097630e-01	-2.689861602e-01	4.437074235e+00	9.306833868e-01	-5.531831944e+00	-5.126395039e+00
37	3.942639521e-01	-4.779139686e-01	4.423211713e+00	1.184511854e+00	-5.312400021e+00	-5.248675804e+00
38	-4.514490803e-01	-2.707276447e-02	3.868751917e+00	1.148618192e+00	-1.206152047e+01	-5.159022495e+00
39	5.153403604e-01	-4.962117071e-01	5.218715953e+00	2.041391409e+00	-9.775585292e+00	-5.312653764e+00
40	2.284333557e-01	-2.511013688e-01	4.481368092e+00	1.376307437e+00	-4.700193006e+00	-5.114369739e+00
41	4.860528734e-01	-5.711565124e-01	4.350547377e+00	1.013001880e+00	-6.065761987e+00	-5.337986470e+00
42	6.298660733e-01	-2.848572790e-01	4.544426030e+00	1.778349559e+00	-4.826194045e+00	-5.295690361e+00
43	2.448178069e-01	-4.734266244e-01	4.377911820e+00	1.229092740e+00	-6.082861051e+00	-5.198787155e+00
44	2.012403372e+00	-8.314907363e-01	5.118336685e+00	1.103210605e+00	-3.032962744e+00	-7.427324979e+00
45	-3.844371022e-01	-2.518260113e-01	3.723220419e+00	7.409220884e-01	-1.473450168e+01	-5.162357004e+00
46	-8.366725856e-01	-2.595030946e-01	4.335332467e+00	1.292698499e+00	-1.073945571e+01	-5.440434327e+00
47	2.413530485e+00	-1.045052681e+00	4.820400799e+00	9.966357066e-01	-2.693563355e+00	-8.515385145e+00
48	2.162702237e+00	-5.129011501e-01	5.005400318e+00	1.701612120e+00	-2.943331443e+00	-7.526927170e+00
49	1.210194293e+00	-7.271284552e-01	5.338916531e+00	1.395639528e+00	-5.650546347e+00	-6.053395900e+00
0	-1.689944457e-01	-5.932139160e-01	4.810233980e+00	9.274842593e-01	-8.039184526e+00	-5.246983828e+00
1	5.898250986e-01	-2.789057963e-01	4.329507015e+00	1.173215877e+00	-4.478199861e+00	-5.269593936e+00
2	6.574271664e-01	-3.835090421e-01	4.900419755e+00	1.037948571e+00	-3.724971904e+00	-5.346397724e+00
3	7.079518579e-03	-8.193724932e-01	4.029565939e+00	7.990971445e-01	-1.245313065e+01	-5.392463592e+00
4	-7.807140280e-02	-2.660956146e-01	4.951269022e+00	1.123246247e+00	-5.679622476e+00	-5.095203901e+00
5	8.412028410e-01	-3.525170062e-01	4.526405988e+00	1.490477035e+00	-3.263302087e+00	-5.472698121e+00
6	2.812665618e-01	-2.415336510e-01	4.551085413e+00	9.601594588e-01	-4.965791958e+00	-5.125477583e+00
7	-7.118652556e-02	-1.510658984e-01	4.838865845e+00	1.320119085e+00	-5.242862994e+00	-5.070697105e+00
8	8.902134117e-01	-6.347566512e-01	4.609389577e+00	1.008769387e+00	-4.207439969e+00	-5.654450854e+00
9	4.865673326e-01	-2.663961148e-01	3.929017266e+00	1.404372258e+00	-7.906993815e+00	-5.210610221e+00
10	-4.532955161e-02	-4.613455456e-01	4.415313514e+00	1.323401558e+00	-7.263488167e+00	-5.164200132e+00
11	3.393439615e-01	-3.545850625e-01	3.809444105e+00	8.349276152e-01	-1.080473896e+01	-5.177195337e+00
12	9.559395910e-01	-2.935927137e-01	4.680350700e+00	1.013176344e+00	-3.305266352e+00	-5.556761483e+00
13	1.168639877e+00	-6.748142324e-01	4.235004292e+00	1.383750476e+00	-5.138858967e+00	-5.967299596e+00
14	4.262259172e-01	-9.777863982e-01	4.943408863e+00	1.269722271e+00	-7.785940137e+00	-5.625620278e+00
15	8.283389578e-01	-5.575238866e-01	4.476585589e+00	3.527240858e-01	-9.455032007e+00	-5.555242048e+00
16	-5.272564218e-01	-4.718314438e-01	4.451057460e+00	9.250176449e-01	-9.892823227e+00	-5.307065014e+00
17	-2.528721765e-01	-5.503170888e-01	4.275694917e+00	8.451743046e-01	-1.005351578e+01	-5.240149509e+00
18	1.043800608e-01	-2.282238601e-02	4.671510865e+00	1.440311535e+00	-6.326559868e+00	-5.062460920e+00
19	-2.143880892e-02	-4.151296195e-01	3.960863044e+00	1.150412189e+00	-9.922061972e+00	-5.143149003e+00
20	-1.603989493e-01	-7.160529530e-02	4.561506469e+00	1.318601762e+00	-6.043640769e+00	-5.072180462e+00
21	1.046663052e+00	-2.942634880e-01	4.646880643e+00	1.044701782e+00	-3.167019401e+00	-5.647800164e+00
22	1.567065495e+00	-5.576438418e-01	4.895017744e+00	1.448061915e+00	-2.140447825e+00	-6.440083351e+00
23	7.886799624e-01	2.224205090e-01	4.088529808e+00	1.269591123e+00	-2.396311039e+01	-5.392496374e+00
24	1.084344566e+00	-4.349562065e-01	5.002285095e+00	1.424535552e+00	-2.943348793e+00	-5.739247911e+00
25	-5.326956363e-02	-3.014534275e-01	4.040449248e+00	5.705710833e-01	-1.155764262e+01	-5.103608799e+00
26	-3.195473314e-01	-4.727618347e-02	4.642474222e+00	1.746389293e+00	-7.779905805e+00	-5.108925659e+00
27	-2.534639918e-02	-1.333480111e-02	4.246932167e+00	1.306875219e+00	-7.920262969e+00	-5.057163020e+00
28	1.006833727e+00	-4.283214541e-01	4.618881848e+00	1.318163804e+00	-2.635668120e+00	-5.655339603e+00
29	1.340039458e+00	-6.271827341e-01	5.116379594e+00	1.559514657e+00	-3.988906893e+00	-6.151284856e+00
