walker	cdf_0	cdf_1	model1_0	model2_0	log_l	log_p
1	3.768043364e-01	-2.938493906e-01	4.844890267e+00	1.720635111e+00	-5.066876277e+00	-5.170917377e+00
2	8.681757242e-01	-4.706798616e-01	4.715735403e+00	1.330173832e+00	-3.031419071e+00	-5.544387201e+00
3	1.976413203e+00	-7.096661236e-01	4.358830613e+00	1.421704260e+00	-2.769512694e+00	-7.261670469e+00
4	9.237323694e-01	-8.446350080e-01	4.968898281e+00	1.104364601e+00	-5.020226345e+00	-5.840097785e+00
5	1.680077658e+00	-6.863377423e-01	4.414946582e+00	8.089142484e-01	-4.251055225e+00	-6.703613109e+00
6	4.241908649e-01	-3.380654368e-01	4.360549553e+00	1.007677650e+00	-5.217148155e+00	-5.203865956e+00
7	9.605111461e-01	-4.591760265e-01	4.872159630e+00	1.612662818e+00	-3.506888271e+00	-5.623465034e+00
8	5.001313550e-01	-2.247246323e-01	4.383008803e+00	1.338792390e+00	-4.378181843e+00	-5.207069158e+00
9	1.069806956e+00	-2.541302962e-01	4.774870842e+00	1.004349882e+00	-3.619606806e+00	-5.661287456e+00
10	6.617918531e-01	-9.334348596e-01	5.107693750e+00	1.040829378e+00	-6.811975731e+00	-5.711387438e+00
11	1.762321163e+00	-1.054626879e+00	5.133889369e+00	7.624236685e-01	-5.458974643e+00	-7.165759759e+00
12	-5.860249006e-02	-1.727365171e-01	4.996739438e+00	1.322655460e+00	-5.525278710e+00	-5.073388969e+00
13	1.867626413e+00	-4.640343401e-01	4.623958842e+00	1.733263787e+00	-2.781051206e+00	-6.908431036e+00
14	8.822179138e-01	-3.513512504e-01	4.321823885e+00	8.001239901e-01	-5.454902835e+00	-5.507630966e+00
15	7.349177735e-01	-2.030198289e-01	4.845889078e+00	1.431743901e+00	-3.616885923e+00	-5.347413484e+00
16	2.529288429e+00	-1.146897092e+00	4.424512743e+00	9.387568741e-01	-3.810690030e+00	-8.913089339e+00
17	1.005362139e+00	-2.239733490e-01	4.645080117e+00	1.403186322e+00	-3.307443468e+00	-5.587211437e+00
18	2.771107401e-01	-3.888845743e-01	4.744960695e+00	1.679232520e+00	-5.675552952e+00	-5.170763678e+00
19	6.754328959e-01	-2.998937920e-01	4.114083630e+00	1.325604265e+00	-5.653087118e+00	-5.329825833e+00
20	9.265737946e-01	-4.199177003e-01	4.714936328e+00	2.081550713e+00	-6.637233583e+00	-5.574187827e+00
21	1.063942021e+00	-5.807684220e-01	5.115966379e+00	1.793648934e+00	-5.708625074e+00	-5.791385184e+00
22	1.956565758e-01	-1.686506807e-01	4.316580861e+00	1.260759502e+00	-5.568629391e+00	-5.090115165e+00
23	1.397620648e+00	-3.217981393e-01	4.742644960e+00	1.669119864e+00	-3.167433026e+00	-6.085201651e+00
24	4.799553444e-01	-1.334904215e-01	4.419239695e+00	9.495884286e-01	-5.834547012e+00	-5.180841304e+00
25	1.027005593e+00	-3.108024465e-01	4.170334754e+00	9.296589193e-01	-5.600722136e+00	-5.632422216e+00
26	9.425788346e-01	-1.071399258e+00	4.622741022e+00	7.818055812e-01	-7.163504193e+00	-6.074928506e+00
27	7.114240585e-01	-4.372923043e-01	4.691891008e+00	1.096544800e+00	-3.501593682e+00	-5.405427267e+00
28	6.236365359e-01	-2.056061740e-01	5.170330903e+00	1.013229086e+00	-5.255797664e+00	-5.272351105e+00
29	1.810823033e+00	-3.444353197e-01	4.844026900e+00	1.517440846e+00	-2.900724641e+00	-6.755610764e+00
30	8.752422515e-01	-1.101192573e+00	4.877324752e+00	9.210695264e-01	-6.830834311e+00	-6.046089932e+00
31	1.662109407e+00	-7.387270017e-01	3.902466306e+00	1.276992534e+00	-7.081841863e+00	-6.710915523e+00
32	7.103701589e-01	-3.548303233e-01	4.784258555e+00	1.216955448e+00	-3.074055533e+00	-5.372018052e+00
33	6.392188441e-01	-2.007738956e-01	4.613796648e+00	1.858724682e+00	-5.465819582e+00	-5.281208335e+00
34	5.892803383e-02	-2.423161662e-01	4.546880059e+00	9.753736099e-01	-5.576093810e+00	-5.087847710e+00
35	1.058281683e+00	-4.126832988e-01	4.526507394e+00	9.797585165e-01	-3.380222873e+00	-5.701886704e+00
36	5.899995926e-01	-3.210215480e-01	4.651075420e+00	1.117233841e+00	-3.521735826e+00	-5.282330068e+00
37	-1.358412202e-01	-2.107570545e-01	4.438462998e+00	7.609861783e-01	-7.693627320e+00	-5.088188578e+00
38	6.850880965e-01	-3.844637233e-01	4.147421097e+00	1.047678879e+00	-5.861968134e+00	-5.365331919e+00
39	4.338883593e-01	-3.292627364e-01	5.135651804e+00	5.077220756e-01	-8.324904240e+00	-5.205089420e+00
40	1.806757383e+00	-7.069619471e-01	4.669115765e+00	9.352111104e-01	-2.753142489e+00	-6.938836609e+00
41	8.731746314e-01	-2.468686442e-01	4.936142683e+00	1.670838149e+00	-4.111427296e+00	-5.468441923e+00
42	1.463534407e-01	-8.402300802e-02	5.236665764e+00	1.317651518e+00	-6.837599508e+00	-5.070992489e+00
43	1.163920601e+00	-3.586970922e-01	5.064621038e+00	1.595856605e+00	-3.529560886e+00	-5.798440276e+00
44	1.453086921e+00	-6.658939114e-01	4.147593890e+00	1.520746917e+00	-5.278208229e+00	-6.334191042e+00
45	7.788577957e-01	-6.514633638e-01	4.236507049e+00	1.397730192e+00	-6.281985415e+00	-5.572264881e+00
46	9.390649249e-01	-3.812082416e-01	4.283321531e+00	1.817462019e+00	-5.602194025e+00	-5.570334220e+00
47	1.754271819e-01	-3.778304217e-01	4.491350338e+00	1.841422763e+00	-7.487324988e+00	-5.143518153e+00
48	1.213129962e-01	-5.330919825e-01	4.851839676e+00	1.337395631e+00	-6.248483921e+00	-5.206204844e+00
49	2.277889617e-01	-4.061992250e-01	5.080351027e+00	1.467728638e+00	-5.851863696e+00	-5.165195702e+00
0	7.131635492e-01	-5.569105907e-01	4.219466547e+00	9.927750704e-01	-6.093475355e+00	-5.466128718e+00
1	3.768043364e-01	-2.938493906e-01	4.844890267e+00	1.720635111e+00	-5.066876277e+00	-5.170917377e+00
2	1.334782173e+00	-6.638256848e-01	4.834478917e+00	1.531978159e+00	-3.262291533e+00	-6.167906886e+00
3	1.674837718e+00	-5.948964050e-01	4.416332730e+00	1.520264835e+00	-2.784103135e+00	-6.636244449e+00
4	9.237323694e-01	-8.446350080e-01	4.968898281e+00	1.104364601e+00	-5.020226345e+00	-5.840097785e+00
5	1.680077658e+00	-6.863377423e-01	4.414946582e+00	8.089142484e-01	-4.251055225e+00	-6.703613109e+00
6	6.948640729e-01	-3.335421300e-01	4.466795521e+00	1.191599171e+00	-3.613527828e+00	-5.353796107e+00
7	1.374343894e+00	-5.020548481e-01	5.072891479e+00	1.492079082e+00	-2.995328597e+00	-6.127192996e+00
8	5.001313550e-01	-2.247246323e-01	4.383008803e+00	1.338792390e+00	-4.378181843e+00	-5.207069158e+00
9	1.069806956e+00	-2.541302962e-01	4.774870842e+00	1.004349882e+00	-3.619606806e+00	-5.661287456e+00
10	6.617918531e-01	-9.334348596e-01	5.107693750e+00	1.040829378e+00	-6.811975731e+00	-5.711387438e+00
11	1.762321163e+00	-1.054626879e+00	5.133889369e+00	7.624236685e-01	-5.458974643e+00	-7.165759759e+00
12	-5.860249006e-02	-1.727365171e-01	4.996739438e+00	1.322655460e+00	-5.525278710e+00	-5.073388969e+00
13	1.819344995e+00	-5.212627846e-01	4.570151989e+00	1.495304827e+00	-1.908203846e+00	-6.847618442e+00
14	8.510549642e-01	-3.344737516e-01	4.329370608e+00	8.117028770e-01	-5.403475768e+00	-5.474836513e+00
15	7.349177735e-01	-2.030198289e-01	4.845889078e+00	1.431743901e+00	-3.616885923e+00	-5.347413484e+00
16	2.529288429e+00	-1.146897092e+00	4.424512743e+00	9.387568741e-01	-3.810690030e+00	-8.913089339e+00
17	1.005362139e+00	-2.239733490e-01	4.645080117e+00	1.403186322e+00	-3.307443468e+00	-5.587211437e+00
18	3.501496179e-01	-3.968247262e-01	4.927127961e+00	1.562731941e+00	-5.114686929e+00	-5.196790200e+00
19	6.251220740e-01	-2.873741857e-01	4.063540398e+00	1.453453684e+00	-6.329190924e+00	-5.293433656e+00
20	9.265737946e-01	-4.199177003e-01	4.714936328e+00	2.081550713e+00	-6.637233583e+00	-5.574187827e+00
21	1.091587868e+00	-5.877135936e-01	5.102605262e+00	1.766884699e+00	-5.428068831e+00	-5.825238562e+00
22	1.956565758e-01	-1.686506807e-01	4.316580861e+00	1.260759502e+00	-5.568629391e+00	-5.090115165e+00
23	1.397620648e+00	-3.217981393e-01	4.742644960e+00	1.669119864e+00	-3.167433026e+00	-6.085201651e+00
24	4.799553444e-01	-1.334904215e-01	4.419239695e+00	9.495884286e-01	-5.834547012e+00	-5.180841304e+00
25	1.020890642e+00	-3.188990911e-01	4.083965809e+00	9.189879605e-01	-6.304958973e+00	-5.628710058e+00
26	8.797350777e-01	-9.008051089e-01	4.730637044e+00	8.274048089e-01	-6.035854279e+00	-5.849444717e+00
27	7.114240585e-01	-4.372923043e-01	4.691891008e+00	1.096544800e+00	-3.501593682e+00	-5.405427267e+00
28	6.236365359e-01	-2.056061740e-01	5.170330903e+00	1.013229086e+00	-5.255797664e+00	-5.272351105e+00
29	1.810823033e+00	-3.444353197e-01	4.844026900e+00	1.517440846e+00	-2.900724641e+00	-6.755610764e+00
30	8.752422515e-01	-1.101192573e+00	4.877324752e+00	9.210695264e-01	-6.830834311e+00	-6.046089932e+00
31	1.662109407e+00	-7.387270017e-01	3.902466306e+00	1.276992534e+00	-7.081841863e+00	-6.710915523e+00
32	5.396240643e-01	-3.264375598e-01	4.910756244e+00	1.333365646e+00	-3.601446726e+00	-5.255630697e+00
33	6.392188441e-01	-2.007738956e-01	4.613796648e+00	1.858724682e+00	-5.465819582e+00	-5.281208335e+00
34	3.049691679e-01	-2.375476488e-01	4.572408782e+00	1.086590571e+00	-4.426677135e+00	-5.131470431e+00
35	6.896727763e-01	-2.601122958e-01	4.491568928e+00	1.041783985e+00	-3.989796497e+00	-5.328406364e+00
36	6.187063886e-01	-3.143142922e-01	4.650661069e+00	1.136996767e+00	-3.410595990e+00	-5.297548426e+00
37	-1.358412202e-01	-2.107570545e-01	4.438462998e+00	7.609861783e-01	-7.693627320e+00	-5.088188578e+00
38	1.220995316e+00	-5.578715576e-01	4.330012225e+00	9.555377241e-01	-4.316558177e+00	-5.957778009e+00
39	4.068798796e-01	-3.125074240e-01	4.998082188e+00	1.081594334e+00	-4.358434311e+00	-5.188358955e+00
40	2.082697537e+00	-8.366995164e-01	4.623606292e+00	8.073810381e-01	-3.474490615e+00	-7.575600447e+00
41	7.403128431e-01	-2.717886727e-01	4.996484060e+00	1.319054605e+00	-3.454034422e+00	-5.367718985e+00
42	2.703344561e-01	-1.159497398e-01	5.086544287e+00	1.263028684e+00	-5.493976228e+00	-5.100015421e+00
43	1.136128056e+00	-3.593098136e-01	5.074098313e+00	1.599225542e+00	-3.612066620e+00	-5.766698142e+00
44	1.453086921e+00	-6.658939114e-01	4.147593890e+00	1.520746917e+00	-5.278208229e+00	-6.334191042e+00
45	7.482934939e-01	-6.459611705e-01	4.265109225e+00	1.394925693e+00	-6.161599926e+00	-5.545357385e+00
46	6.333273189e-01	-3.539369695e-01	4.171163492e+00	1.845185078e+00	-7.282470819e+00	-5.319940327e+00
47	3.821577106e-01	-4.466770541e-01	4.386825736e+00	1.515163658e+00	-5.816106733e+00	-5.229535345e+00
48	1.213129962e-01	-5.330919825e-01	4.851839676e+00	1.337395631e+00	-6.248483921e+00	-5.206204844e+00
49	3.617828433e-01	-3.525150420e-01	5.018401349e+00	1.458220729e+00	-4.758534876e+00	-5.184329732e+00
0	7.131635492e-01	-5.569105907e-01	4.219466547e+00	9.927750704e-01	-6.093475355e+00	-5.466128718e+00
1	3.768043364e-01	-2.938493906e-01	4.844890267e+00	1.720635111e+00	-5.066876277e+00	-5.170917377e+00
2	1.864137400e+00	-6.799499074e-01	5.348382823e+00	1.655679506e+00	-5.075429207e+00	-7.025422953e+00
3	1.674837718e+00	-5.948964050e-01	4.416332730e+00	1.520264835e+00	-2.784103135e+00	-6.636244449e+00
4	1.378812964e+00	-1.291128393e+00	5.260503658e+00	1.117436833e+00	-7.092439460e+00	-6.840821749e+00
5	1.140241724e+00	-3.945603307e-01	4.799737442e+00	8.996241370e-01	-3.351236279e+00	-5.784667413e+00
6	9.617307962e-01	-3.530343909e-01	3.974467347e+00	1.293537510e+00	-6.393186190e+00	-5.581532594e+00
7	1.385948203e+00	-5.066894450e-01	5.103352229e+00	1.489066016e+00	-3.121109185e+00	-6.145546199e+00
8	5.001313550e-01	-2.247246323e-01	4.383008803e+00	1.338792390e+00	-4.378181843e+00	-5.207069158e+00
9	1.368319884e+00	-2.494327333e-01	4.997343033e+00	9.749535144e-01	-4.608528256e+00	-6.024010888e+00
10	5.678228557e-01	-1.006254289e+00	5.154675191e+00	9.671629321e-01	-7.942583911e+00	-5.724238136e+00
11	1.799895635e+00	-1.082716684e+00	5.142334707e+00	7.492702290e-01	-5.601893179e+00	-7.262702749e+00
12	1.396866409e-02	-3.180903862e-01	4.938292313e+00	1.328601092e+00	-5.485226962e+00	-5.107441200e+00
13	2.260002264e+00	-6.409328372e-01	4.553855141e+00	1.359604419e+00	-1.466817105e+00	-7.815955459e+00
14	7.715016876e-01	-3.105375847e-01	4.239773730e+00	6.779064336e-01	-7.042662668e+00	-5.402577114e+00
15	7.349177735e-01	-2.030198289e-01	4.845889078e+00	1.431743901e+00	-3.616885923e+00	-5.347413484e+00
16	2.529288429e+00	-1.146897092e+00	4.424512743e+00	9.387568741e-01	-3.810690030e+00	-8.913089339e+00
17	9.906204138e-01	-2.161460611e-01	4.633007232e+00	1.398852027e+00	-3.404692316e+00	-5.570776853e+00
18	4.346100224e-01	-3.708754098e-01	4.840179844e+00	1.428839338e+00	-4.095805473e+00	-5.219970112e+00
19	6.231843626e-01	-2.716550368e-01	4.038124643e+00	1.360944271e+00	-6.450178286e+00	-5.287830496e+00
20	9.621878339e-01	-3.817730761e-01	4.476681877e+00	1.642567047e+00	-3.710341590e+00	-5.592530946e+00
21	1.091587868e+00	-5.877135936e-01	5.102605262e+00	1.766884699e+00	-5.428068831e+00	-5.825238562e+00
22	5.229648517e-01	-2.514633095e-01	4.322968106e+00	1.036499034e+00	-5.032076560e+00	-5.225115907e+00
23	1.271477052e+00	-4.609712854e-01	4.802870986e+00	1.518788525e+00	-2.428987758e+00	-5.971327102e+00
24	5.246953598e-01	-2.147218041e-01	4.380914055e+00	9.578736046e-01	-5.187748500e+00	-5.217458228e+00
25	1.020890642e+00	-3.188990911e-01	4.083965809e+00	9.189879605e-01	-6.304958973e+00	-5.628710058e+00
26	8.452344489e-01	-8.693171345e-01	4.706798126e+00	8.750920919e-01	-5.788840211e+00	-5.791819668e+00
27	7.114240585e-01	-4.372923043e-01	4.691891008e+00	1.096544800e+00	-3.501593682e+00	-5.405427267e+00
28	5.668262323e-01	-8.463341119e-02	5.208463550e+00	9.959764769e-01	-7.431705067e+00	-5.220980287e+00
29	1.810823033e+00	-3.444353197e-01	4.844026900e+00	1.517440846e+00	-2.900724641e+00	-6.755610764e+00
30	1.123694493e+00	-8.029424812e-01	4.974677651e+00	1.205317447e+00	-4.257046662e+00	-6.010455862e+00
31	1.653867662e+00	-7.368464612e-01	3.905585148e+00	1.278526144e+00	-7.056743115e+00	-6.695863367e+00
32	7.057189822e-01	-2.647355685e-01	4.896404658e+00	1.132301194e+00	-3.440707775e+00	-5.340814993e+00
33	6.392188441e-01	-2.007738956e-01	4.613796648e+00	1.858724682e+00	-5.465819582e+00	-5.281208335e+00
34	3.049691679e-01	-2.375476488e-01	4.572408782e+00	1.086590571e+00	-4.426677135e+00	-5.131470431e+00
35	6.896727763e-01	-2.601122958e-01	4.491568928e+00	1.041783985e+00	-3.989796497e+00	-5.328406364e+00
36	6.187063886e-01	-3.143142922e-01	4.650661069e+00	1.136996767e+00	-3.410595990e+00	-5.297548426e+00
37	4.444676997e-02	-2.233156537e-01	4.553288118e+00	8.758210450e-01	-6.035898178e+00	-5.082675590e+00
38	1.038570393e+00	-4.988428495e-01	4.267857487e+00	9.869029352e-01	-4.740724825e+00	-5.720489216e+00
39	4.068798796e-01	-3.125074240e-01	4.998082188e+00	1.081594334e+00	-4.358434311e+00	-5.188358955e+00
40	2.068899955e+00	-8.334867489e-01	4.600503994e+00	8.225401106e-01	-3.439033012e+00	-7.544276484e+00
41	7.675065440e-01	-2.773330092e-01	5.075154936e+00	1.465858584e+00	-3.881591564e+00	-5.389742838e+00
42	2.703344561e-01	-1.159497398e-01	5.086544287e+00	1.263028684e+00	-5.493976228e+00	-5.100015421e+00
43	1.136128056e+00	-3.593098136e-01	5.074098313e+00	1.599225542e+00	-3.612066620e+00	-5.766698142e+00
44	1.401711559e+00	-6.385860899e-01	4.170742324e+00	1.488514224e+00	-4.973198679e+00	-6.243046636e+00
45	7.482934939e-01	-6.459611705e-01	4.265109225e+00	1.394925693e+00	-6.161599926e+00	-5.545357385e+00
46	6.333273189e-01	-3.539369695e-01	4.171163492e+00	1.845185078e+00	-7.282470819e+00	-5.319940327e+00
47	4.053054783e-01	-5.093920468e-01	4.331171968e+00	1.643686751e+00	-7.046840865e+00	-5.268629285e+00
48	1.213129962e-01	-5.330919825e-01	4.851839676e+00	1.337395631e+00	-6.248483921e+00	-5.206204844e+00
49	3.617828433e-01	-3.525150420e-01	5.018401349e+00	1.458220729e+00	-4.758534876e+00	-5.184329732e+00
0	6.811827494e-01	-5.543074158e-01	4.144832119e+00	9.273547372e-01	-6.925783957e+00	-5.442386216e+00
1	3.851272564e-01	-2.956157010e-01	4.852192587e+00	1.741791001e+00	-5.174798756e+00	-5.174608714e+00
2	1.863829397e+00	-6.797189576e-01	5.349507781e+00	1.656932713e+00	-5.090427906e+00	-7.024691832e+00
3	1.961948262e+00	-6.942454513e-01	4.379900951e+00	1.476747870e+00	-2.729414535e+00	-7.222361755e+00
4	1.264477971e+00	-8.614491771e-01	5.039681977e+00	1.013050348e+00	-4.457195710e+00	-6.227252503e+00
5	1.140241724e+00	-3.945603307e-01	4.799737442e+00	8.996241370e-01	-3.351236279e+00	-5.784667413e+00
6	9.617307962e-01	-3.530343909e-01	3.974467347e+00	1.293537510e+00	-6.393186190e+00	-5.581532594e+00
7	1.456106953e+00	-5.586413096e-01	5.151747273e+00	1.471712278e+00	-3.348452676e+00	-6.272916677e+00
8	6.097798265e-01	-2.750576765e-01	4.357193357e+00	1.357001275e+00	-4.196690213e+00	-5.280496972e+00
9	1.275176301e+00	-2.412239849e-01	4.907495033e+00	1.079490136e+00	-3.901676793e+00	-5.898884696e+00
10	5.678228557e-01	-1.006254289e+00	5.154675191e+00	9.671629321e-01	-7.942583911e+00	-5.724238136e+00
11	1.799895635e+00	-1.082716684e+00	5.142334707e+00	7.492702290e-01	-5.601893179e+00	-7.262702749e+00
12	6.552630303e-01	-5.926539854e-01	5.011560280e+00	1.120573762e+00	-4.649251907e+00	-5.447057084e+00
13	2.260002264e+00	-6.409328372e-01	4.553855141e+00	1.359604419e+00	-1.466817105e+00	-7.815955459e+00
14	9.210389354e-01	-5.196073665e-01	4.551805969e+00	9.018394333e-01	-4.171135071e+00	-5.615905159e+00
15	9.009974993e-01	-1.475882154e-01	4.768836425e+00	1.609018372e+00	-4.870726860e+00	-5.473542279e+00
16	1.942865840e+00	-8.966427112e-01	4.556717800e+00	1.033575172e+00	-3.078491727e+00	-7.346100803e+00
17	9.906204138e-01	-2.161460611e-01	4.633007232e+00	1.398852027e+00	-3.404692316e+00	-5.570776853e+00
18	5.082800243e-01	-3.730740760e-01	4.837602368e+00	1.379373573e+00	-3.769738690e+00	-5.255519316e+00
19	6.231843626e-01	-2.716550368e-01	4.038124643e+00	1.360944271e+00	-6.450178286e+00	-5.287830496e+00
20	9.551348071e-01	-4.111750580e-01	4.490559338e+00	1.596283467e+00	-3.568958163e+00	-5.597426605e+00
21	1.091587868e+00	-5.877135936e-01	5.102605262e+00	1.766884699e+00	-5.428068831e+00	-5.825238562e+00
22	5.210542833e-01	-2.508936699e-01	4.322813246e+00	1.035696629e+00	-5.040538573e+00	-5.223975491e+00
23	1.266797176e+00	-4.545888344e-01	4.825586041e+00	1.519876408e+00	-2.452011055e+00	-5.962465938e+00
24	1.458926997e-01	-5.282152538e-03	4.464253634e+00	9.364746516e-01	-8.045106507e+00	-5.067409182e+00
25	1.020890642e+00	-3.188990911e-01	4.083965809e+00	9.189879605e-01	-6.304958973e+00	-5.628710058e+00
26	8.452344489e-01	-8.693171345e-01	4.706798126e+00	8.750920919e-01	-5.788840211e+00	-5.791819668e+00
27	7.316024878e-01	-3.797390897e-01	4.829789034e+00	1.229423577e+00	-3.097590105e+00	-5.396474879e+00
28	5.668262323e-01	-8.463341119e-02	5.208463550e+00	9.959764769e-01	-7.431705067e+00	-5.220980287e+00
29	1.509040583e+00	-3.250257735e-01	4.910881383e+00	1.502520521e+00	-2.880355200e+00	-6.248175509e+00
30	1.134889639e+00	-8.523080032e-01	5.003421416e+00	1.189035931e+00	-4.537465583e+00	-6.063954604e+00
31	1.788194967e+00	-7.971293533e-01	3.790925769e+00	1.280030793e+00	-8.391901615e+00	-6.973281114e+00
32	7.057189822e-01	-2.647355685e-01	4.896404658e+00	1.132301194e+00	-3.440707775e+00	-5.340814993e+00
33	7.285568957e-01	-2.674542420e-01	4.536407363e+00	1.663691368e+00	-4.072254367e+00	-5.357916352e+00
34	4.111338960e-01	-2.608453031e-01	4.556945403e+00	1.176401002e+00	-3.997744192e+00	-5.175288568e+00
35	4.416135991e-01	-1.282600706e-01	4.603338097e+00	8.861526658e-01	-5.726907884e+00	-5.162489500e+00
36	9.215192475e-01	-3.947624991e-01	4.583474695e+00	1.246886983e+00	-2.822917938e+00	-5.559270468e+00
37	4.444676997e-02	-2.233156537e-01	4.553288118e+00	8.758210450e-01	-6.035898178e+00	-5.082675590e+00
38	1.272454858e+00	-4.625452865e-01	4.348368728e+00	1.025872941e+00	-3.640574448e+00	-5.973297646e+00
39	4.068798796e-01	-3.125074240e-01	4.998082188e+00	1.081594334e+00	-4.358434311e+00	-5.188358955e+00
40	1.818712938e+00	-7.499123439e-01	4.525679902e+00	1.000763412e+00	-2.911697493e+00	-6.991795529e+00
41	7.898803433e-01	-2.055455047e-01	5.316280295e+00	1.605430495e+00	-6.268935371e+00	-5.389832847e+00
42	3.391562472e-01	-1.529914172e-01	4.876902558e+00	1.200626762e+00	-4.429810118e+00	-5.125969558e+00
43	1.136128056e+00	-3.593098136e-01	5.074098313e+00	1.599225542e+00	-3.612066620e+00	-5.766698142e+00
44	1.401711559e+00	-6.385860899e-01	4.170742324e+00	1.488514224e+00	-4.973198679e+00	-6.243046636e+00
45	9.246169490e-01	-5.808826905e-01	4.455706153e+00	1.437416697e+00	-4.215934085e+00	-5.652923493e+00
46	6.333273189e-01	-3.539369695e-01	4.171163492e+00	1.845185078e+00	-7.282470819e+00	-5.319940327e+00
47	4.053054783e-01	-5.093920468e-01	4.331171968e+00	1.643686751e+00	-7.046840865e+00	-5.268629285e+00
48	3.309369359e-01	-6.304517730e-01	4.809840394e+00	1.203527670e+00	-5.728890951e+00	-5.310247238e+00
49	3.617828433e-01	-3.525150420e-01	5.018401349e+00	1.458220729e+00	-4.758534876e+00	-5.184329732e+00
0	7.237648432e-01	-5.616296544e-01	4.159088704e+00	9.301027039e-01	-6.718561297e+00	-5.476384600e+00
1	3.851272564e-01	-2.956157010e-01	4.852192587e+00	1.741791001e+00	-5.174798756e+00	-5.174608714e+00
2	1.223897442e+00	-5.954269831e-01	5.054106674e+00	1.525741666e+00	-3.712230348e+00	-5.982982012e+00
3	1.569722197e+00	-7.820266496e-01	4.597877505e+00	1.333380212e+00	-3.028012243e+00	-6.594549619e+00
4	1.496357512e+00	-9.687566630e-01	5.136956508e+00	9.071600017e-01	-4.996027486e+00	-6.645540528e+00
5	1.607206596e+00	-4.468071516e-01	4.673442312e+00	7.837554287e-01	-3.682800456e+00	-6.448127727e+00
6	9.617307962e-01	-3.530343909e-01	3.974467347e+00	1.293537510e+00	-6.393186190e+00	-5.581532594e+00
7	1.447905984e+00	-5.948351921e-01	5.189064448e+00	1.466939180e+00	-3.691291394e+00	-6.281883214e+00
8	6.077500854e-01	-2.748412221e-01	4.358542339e+00	1.359163840e+00	-4.195660391e+00	-5.279201823e+00
9	1.230739247e+00	-2.648213156e-01	4.849604434e+00	1.151245747e+00	-3.200562255e+00	-5.849177603e+00
10	5.678228557e-01	-1.006254289e+00	5.154675191e+00	9.671629321e-01	-7.942583911e+00	-5.724238136e+00
11	1.799895635e+00	-1.082716684e+00	5.142334707e+00	7.492702290e-01	-5.601893179e+00	-7.262702749e+00
12	6.454011031e-01	-6.567476641e-01	5.034068157e+00	1.118281563e+00	-5.068934284e+00	-5.480682930e+00
13	2.260002264e+00	-6.409328372e-01	4.553855141e+00	1.359604419e+00	-1.466817105e+00	-7.815955459e+00
14	9.593231496e-01	-3.429903311e-01	4.473528901e+00	9.153478812e-01	-4.020451777e+00	-5.575724528e+00
15	9.100132399e-01	-2.561783413e-01	4.687402170e+00	1.449924584e+00	-3.045075543e+00	-5.503628611e+00
16	1.942865840e+00	-8.966427112e-01	4.556717800e+00	1.033575172e+00	-3.078491727e+00	-7.346100803e+00
17	9.960167269e-01	-1.864879093e-01	4.654669351e+00	1.368828535e+00	-3.797057955e+00	-5.570166422e+00
18	5.788798391e-01	-4.447268076e-01	4.910337670e+00	1.465658550e+00	-4.189870095e+00	-5.323194792e+00
19	6.231843626e-01	-2.716550368e-01	4.038124643e+00	1.360944271e+00	-6.450178286e+00	-5.287830496e+00
20	9.551348071e-01	-4.111750580e-01	4.490559338e+00	1.596283467e+00	-3.568958163e+00	-5.597426605e+00
21	1.083098627e+00	-5.722131743e-01	5.083193082e+00	1.752065718e+00	-5.167519267e+00	-5.807018167e+00
22	5.210542833e-01	-2.508936699e-01	4.322813246e+00	1.035696629e+00	-5.040538573e+00	-5.223975491e+00
23	1.321606869e+00	-4.701673702e-01	4.892645796e+00	1.533410977e+00	-2.538328481e+00	-6.040603927e+00
24	5.149433593e-01	-1.695593755e-01	4.477805242e+00	9.506577711e-01	-5.187156844e+00	-5.203711414e+00
25	1.020890642e+00	-3.188990911e-01	4.083965809e+00	9.189879605e-01	-6.304958973e+00	-5.628710058e+00
26	8.452344489e-01	-8.693171345e-01	4.706798126e+00	8.750920919e-01	-5.788840211e+00	-5.791819668e+00
27	7.316024878e-01	-3.797390897e-01	4.829789034e+00	1.229423577e+00	-3.097590105e+00	-5.396474879e+00
28	5.668262323e-01	-8.463341119e-02	5.208463550e+00	9.959764769e-01	-7.431705067e+00	-5.220980287e+00
29	1.509040583e+00	-3.250257735e-01	4.910881383e+00	1.502520521e+00	-2.880355200e+00	-6.248175509e+00
30	9.744919289e-01	-6.759836834e-01	4.806027465e+00	1.240341879e+00	-3.785352583e+00	-5.760047121e+00
31	1.788194967e+00	-7.971293533e-01	3.790925769e+00	1.280030793e+00	-8.391901615e+00	-6.973281114e+00
32	7.137823615e-01	-2.123308382e-01	4.878001607e+00	1.134175358e+00	-3.727831224e+00	-5.334037713e+00
33	7.285568957e-01	-2.674542420e-01	4.536407363e+00	1.663691368e+00	-4.072254367e+00	-5.357916352e+00
34	1.713689395e-01	-1.613227081e-01	4.556981031e+00	1.198757804e+00	-4.763201466e+00	-5.084449056e+00
35	6.322104794e-01	-2.021633022e-01	4.703335309e+00	9.894480114e-01	-4.214759093e+00	-5.277032937e+00
36	4.621761022e-01	-3.102812946e-01	4.593639590e+00	1.208204399e+00	-3.784862237e+00	-5.211693507e+00
