walker	cdf_0	cdf_1	model1_0	model2_0	log_l	log_p
0	5.336709774e-01	1.246663100e-01	3.334553729e+00	8.557583846e-01	-2.620611480e+01	-5.206926092e+00
1	-2.448317547e+00	-1.691890121e-01	1.518483065e+00	-1.266744823e+00	-8.516123902e+01	-8.068194757e+00
2	3.299266184e-01	-3.441512479e-01	4.065293639e+00	1.110220402e+00	-7.294469016e+00	-5.170398719e+00
3	4.034851087e-01	-4.406925154e-01	4.170337624e+00	1.200848351e+00	-6.542860970e+00	-5.235257954e+00
4	6.343917208e-01	-8.872104710e-01	3.135529600e+00	4.458651581e-01	-2.314738224e+01	-5.651550529e+00
5	2.960188672e-01	-1.152352492e-02	3.950209959e+00	1.100431362e-01	-1.933295848e+01	-5.100632872e+00
6	1.076469063e+00	-1.122599876e+00	2.857299316e+00	1.278017773e+00	-2.702767236e+01	-6.266260953e+00
7	1.060021271e+00	-8.193653613e-02	4.368131184e+00	1.325754538e+00	-7.142868668e+00	-5.621932237e+00
8	-6.700047809e-01	1.556520837e-01	4.167936697e+00	3.964326364e-01	-1.822474236e+01	-5.293319880e+00
9	1.048194663e+00	-1.825459368e+00	4.155687714e+00	9.538212256e-01	-1.376306235e+01	-7.272259869e+00
10	-3.702015494e-01	-4.210481161e-02	3.316113967e+00	7.996361707e-01	-2.055857425e+01	-5.126163892e+00
11	1.174498785e+00	-2.943835741e-01	2.944683936e+00	1.856994836e+00	-2.590380369e+01	-5.789807433e+00
12	-9.382480910e-01	-8.185807895e-01	4.378962905e+00	1.487745730e+00	-1.656619043e+01	-5.831944886e+00
13	2.584289934e-01	-1.291507701e-01	4.205120002e+00	1.306680247e+00	-6.357676176e+00	-5.098485624e+00
14	3.261942598e-01	-1.394503896e-01	1.899415379e+00	5.867121776e-01	-4.654262362e+01	-5.119677444e+00
15	3.708797823e-01	-1.813451473e-01	4.877074443e+00	1.094168915e+00	-4.385709430e+00	-5.141971829e+00
16	2.069089171e+00	-5.257783629e-01	4.833269675e+00	1.728521990e+00	-2.578354015e+00	-7.335539333e+00
17	-6.144760474e-01	-8.433173509e-01	3.261045132e+00	9.333707631e-01	-2.440591382e+01	-5.601135375e+00
18	-3.746810610e-01	-8.145808856e-01	4.123509367e+00	6.599361781e-01	-1.450712215e+01	-5.458716850e+00
19	4.287708794e-01	-6.623171191e-02	3.464614137e+00	1.235112448e+00	-1.586699756e+01	-5.150868445e+00
20	9.223130800e-01	-1.015064007e-01	3.871468357e+00	9.842854125e-01	-1.073596654e+01	-5.487235375e+00
21	-2.509964872e-04	-2.558044962e-01	3.551195234e+00	8.316984085e-01	-1.499161081e+01	-5.089470893e+00
22	2.242114818e-02	-3.697100305e-03	3.338564442e+00	4.407349988e-01	-2.282943085e+01	-5.057011079e+00
23	-5.183322479e-01	-8.003586961e-01	3.877178289e+00	4.494091864e-01	-1.842518465e+01	-5.511374072e+00
24	-1.723820124e-01	5.642146836e-02	4.143061472e+00	1.371775448e+00	-1.020074760e+01	-5.073202361e+00
25	1.182322574e+00	-2.106042554e-01	3.402124887e+00	-2.800593082e-02	-2.432446566e+01	-5.777873302e+00
26	1.041723605e-01	-1.349662118e-01	3.712677760e+00	1.084947740e+00	-1.184892027e+01	-5.071286771e+00
27	5.885901512e-01	1.656363171e-01	3.407660405e+00	9.606000856e-02	-3.301626653e+01	-5.243689769e+00
28	-1.843496149e-01	-3.607889021e-01	3.134950271e+00	5.587848823e-01	-2.372484644e+01	-5.138829597e+00
29	4.588276872e-01	-1.521137525e-01	2.862385414e+00	7.394405239e-01	-2.710260392e+01	-5.173583611e+00
30	3.535336546e-01	-7.868922581e-02	3.061530742e+00	1.000405818e+00	-2.338320616e+01	-5.122341911e+00
31	4.576747854e-01	-1.628398028e-01	2.908780948e+00	1.639121618e+00	-2.684924092e+01	-5.174744397e+00
32	7.294046478e-01	-1.324424243e-01	4.259150791e+00	6.424247601e-01	-8.808114818e+00	-5.331538959e+00
33	-5.233081749e-01	6.346433543e-02	2.172340007e+00	1.719325343e+00	-5.097902490e+01	-5.195692475e+00
34	-8.183084082e-01	-6.178622862e-01	4.412097319e+00	6.229195616e-01	-1.451307780e+01	-5.582444119e+00
35	3.123269199e-01	-2.128397361e-01	4.316799512e+00	-8.154447118e-01	-3.321715177e+01	-5.128177320e+00
36	-7.803338085e-01	-7.481809494e-01	3.002186798e+00	1.998413904e+00	-3.709958992e+01	-5.641100684e+00
37	-1.181240007e-01	2.833607040e-01	3.229027397e+00	7.969997177e-01	-3.382718151e+01	-5.103876175e+00
38	8.738615222e-03	-1.631556302e-01	2.458779145e+00	4.988288457e-01	-3.502398885e+01	-5.070100953e+00
39	1.718760486e-01	-2.092891653e-01	4.702064774e+00	1.513655142e+00	-4.666824679e+00	-5.093424557e+00
40	8.249155460e-01	-2.322281650e-01	3.247229604e+00	1.550771010e+00	-1.817833132e+01	-5.423960681e+00
41	6.028380599e-01	-3.336252008e-01	4.799276156e+00	1.329651774e+00	-3.286036556e+00	-5.294112642e+00
42	1.327747166e-01	-4.468805863e-01	4.659320569e+00	1.018428640e-01	-1.431308028e+01	-5.165418583e+00
43	-2.526574146e-02	2.088322891e-01	3.544256951e+00	9.670611580e-01	-2.419759566e+01	-5.078877533e+00
44	-8.130191608e-02	-7.306331448e-02	4.184141695e+00	1.229498536e+00	-7.671842894e+00	-5.062727016e+00
45	5.457162500e-01	-1.341846670e-01	2.959685289e+00	8.140940079e-01	-2.516160089e+01	-5.214658766e+00
46	7.807152520e-01	4.259785823e-01	4.051876830e+00	-8.887715810e-02	-5.270607341e+01	-5.452239920e+00
47	-1.153379678e-01	-1.738895271e-02	3.147074645e+00	-5.503126603e-02	-2.934967701e+01	-5.063555503e+00
48	3.074417026e-01	-2.497430637e-01	3.998223721e+00	1.406336524e-01	-1.600353006e+01	-5.135198890e+00
49	-9.250483613e-01	-3.097109792e-01	2.974845724e+00	1.185816195e+00	-2.885641150e+01	-5.532570572e+00
0	4.902115329e-01	2.466574685e-02	3.490423323e+00	9.100360981e-01	-1.888512504e+01	-5.177210764e+00
1	-2.448317547e+00	-1.691890121e-01	1.518483065e+00	-1.266744823e+00	-8.516123902e+01	-8.068194757e+00
2	3.299266184e-01	-3.441512479e-01	4.065293639e+00	1.110220402e+00	-7.294469016e+00	-5.170398719e+00
3	4.034851087e-01	-4.406925154e-01	4.170337624e+00	1.200848351e+00	-6.542860970e+00	-5.235257954e+00
4	6.343917208e-01	-8.872104710e-01	3.135529600e+00	4.458651581e-01	-2.314738224e+01	-5.651550529e+00
5	2.960188672e-01	-1.152352492e-02	3.950209959e+00	1.100431362e-01	-1.933295848e+01	-5.100632872e+00
6	1.076469063e+00	-1.122599876e+00	2.857299316e+00	1.278017773e+00	-2.702767236e+01	-6.266260953e+00
7	1.060021271e+00	-8.193653613e-02	4.368131184e+00	1.325754538e+00	-7.142868668e+00	-5.621932237e+00
8	-6.700047809e-01	1.556520837e-01	4.167936697e+00	3.964326364e-01	-1.822474236e+01	-5.293319880e+00
9	1.053256959e+00	-1.079156689e+00	4.246622646e+00	1.113024663e+00	-7.446963329e+00	-6.193717582e+00
10	-3.702015494e-01	-4.210481161e-02	3.316113967e+00	7.996361707e-01	-2.055857425e+01	-5.126163892e+00
11	1.125816995e+00	-2.849590377e-01	2.945242398e+00	1.840073080e+00	-2.585399541e+01	-5.731085671e+00
12	-9.382480910e-01	-8.185807895e-01	4.378962905e+00	1.487745730e+00	-1.656619043e+01	-5.831944886e+00
13	2.584289934e-01	-1.291507701e-01	4.205120002e+00	1.306680247e+00	-6.357676176e+00	-5.098485624e+00
14	3.261942598e-01	-1.394503896e-01	1.899415379e+00	5.867121776e-01	-4.654262362e+01	-5.119677444e+00
15	3.312271845e-01	-2.173651978e-01	4.754232775e+00	1.111045921e+00	-4.139501919e+00	-5.135232430e+00
16	2.396571887e+00	-6.207602545e-01	4.996369126e+00	2.027451960e+00	-4.973108496e+00	-8.121202944e+00
17	-6.132082745e-01	-8.422801234e-01	3.262416269e+00	9.339129431e-01	-2.437869805e+01	-5.599482988e+00
18	-4.431293097e-01	-8.474684681e-01	4.119390308e+00	6.123570204e-01	-1.543198478e+01	-5.514036086e+00
19	4.208858688e-01	-7.767139531e-02	3.467424066e+00	1.291309929e+00	-1.558618839e+01	-5.148341771e+00
20	1.171663653e-01	-4.118160521e-01	4.091083586e+00	1.202154853e+00	-8.127995407e+00	-5.148413100e+00
21	8.764411869e-02	-2.056812713e-01	3.749925129e+00	9.619968649e-01	-1.153720697e+01	-5.081746030e+00
22	2.242114818e-02	-3.697100305e-03	3.338564442e+00	4.407349988e-01	-2.282943085e+01	-5.057011079e+00
23	-5.183322479e-01	-8.003586961e-01	3.877178289e+00	4.494091864e-01	-1.842518465e+01	-5.511374072e+00
24	-3.806172211e-01	1.099182652e-01	4.571291304e+00	1.518818477e+00	-9.918653372e+00	-5.135228638e+00
25	1.182322574e+00	-2.106042554e-01	3.402124887e+00	-2.800593082e-02	-2.432446566e+01	-5.777873302e+00
26	1.041723605e-01	-1.349662118e-01	3.712677760e+00	1.084947740e+00	-1.184892027e+01	-5.071286771e+00
27	5.885901512e-01	1.656363171e-01	3.407660405e+00	9.606000856e-02	-3.301626653e+01	-5.243689769e+00
28	-1.100863262e-01	-3.184393868e-01	3.302858755e+00	6.688750947e-01	-2.015679471e+01	-5.113514212e+00
29	3.695145426e-01	-1.477954731e-01	3.076515240e+00	8.264498922e-01	-2.264456998e+01	-5.135945141e+00
30	4.579596905e-01	-1.854741550e-01	3.789419464e+00	1.138316939e+00	-9.839086840e+00	-5.178816761e+00
31	4.553788097e-01	-1.551657596e-01	2.952933439e+00	1.607029235e+00	-2.570561819e+01	-5.172476028e+00
32	7.294046478e-01	-1.324424243e-01	4.259150791e+00	6.424247601e-01	-8.808114818e+00	-5.331538959e+00
33	-6.274279230e-01	-2.653289502e-01	2.508506628e+00	1.832382669e+00	-4.195789994e+01	-5.288785516e+00
34	-1.057814356e+00	-7.191208704e-01	4.787218684e+00	6.073783580e-01	-1.626725817e+01	-5.874805911e+00
35	3.123269199e-01	-2.128397361e-01	4.316799512e+00	-8.154447118e-01	-3.321715177e+01	-5.128177320e+00
36	-7.803338085e-01	-7.481809494e-01	3.002186798e+00	1.998413904e+00	-3.709958992e+01	-5.641100684e+00
37	2.747983382e-01	6.853791635e-02	3.236611442e+00	1.111062453e+00	-2.364433660e+01	-5.096858678e+00
38	-3.016403761e-01	-3.779740627e-01	3.088127682e+00	8.229506343e-01	-2.390674413e+01	-5.173678546e+00
39	1.718760486e-01	-2.092891653e-01	4.702064774e+00	1.513655142e+00	-4.666824679e+00	-5.093424557e+00
40	8.249155460e-01	-2.322281650e-01	3.247229604e+00	1.550771010e+00	-1.817833132e+01	-5.423960681e+00
41	6.028380599e-01	-3.336252008e-01	4.799276156e+00	1.329651774e+00	-3.286036556e+00	-5.294112642e+00
42	1.327747166e-01	-4.468805863e-01	4.659320569e+00	1.018428640e-01	-1.431308028e+01	-5.165418583e+00
43	-2.526574146e-02	2.088322891e-01	3.544256951e+00	9.670611580e-01	-2.419759566e+01	-5.078877533e+00
44	-8.130191608e-02	-7.306331448e-02	4.184141695e+00	1.229498536e+00	-7.671842894e+00	-5.062727016e+00
45	2.394869340e-02	-3.748209699e-01	3.458708744e+00	1.050952538e+00	-1.589928869e+01	-5.127285041e+00
46	7.807152520e-01	4.259785823e-01	4.051876830e+00	-8.887715810e-02	-5.270607341e+01	-5.452239920e+00
47	-1.153379678e-01	-1.738895271e-02	3.147074645e+00	-5.503126603e-02	-2.934967701e+01	-5.063555503e+00
48	2.310699098e-01	-1.008379527e-01	4.199739221e+00	6.933505622e-02	-1.659987091e+01	-5.088533689e+00
49	-9.250483613e-01	-3.097109792e-01	2.974845724e+00	1.185816195e+00	-2.885641150e+01	-5.532570572e+00
0	4.902115329e-01	2.466574685e-02	3.490423323e+00	9.100360981e-01	-1.888512504e+01	-5.177210764e+00
1	-2.448317547e+00	-1.691890121e-01	1.518483065e+00	-1.266744823e+00	-8.516123902e+01	-8.068194757e+00
2	3.299266184e-01	-3.441512479e-01	4.065293639e+00	1.110220402e+00	-7.294469016e+00	-5.170398719e+00
3	6.115177500e-01	-5.984501900e-01	4.164413997e+00	1.188553934e+00	-6.745447923e+00	-5.422801186e+00
4	6.343917208e-01	-8.872104710e-01	3.135529600e+00	4.458651581e-01	-2.314738224e+01	-5.651550529e+00
5	2.960188672e-01	-1.152352492e-02	3.950209959e+00	1.100431362e-01	-1.933295848e+01	-5.100632872e+00
6	1.076469063e+00	-1.122599876e+00	2.857299316e+00	1.278017773e+00	-2.702767236e+01	-6.266260953e+00
7	1.060021271e+00	-8.193653613e-02	4.368131184e+00	1.325754538e+00	-7.142868668e+00	-5.621932237e+00
8	-6.700047809e-01	1.556520837e-01	4.167936697e+00	3.964326364e-01	-1.822474236e+01	-5.293319880e+00
9	1.181524438e+00	-1.268263584e+00	4.413043298e+00	1.113347978e+00	-7.288403513e+00	-6.558999150e+00
10	-3.702015494e-01	-4.210481161e-02	3.316113967e+00	7.996361707e-01	-2.055857425e+01	-5.126163892e+00
11	1.125816995e+00	-2.849590377e-01	2.945242398e+00	1.840073080e+00	-2.585399541e+01	-5.731085671e+00
12	-1.045418183e+00	-8.663583385e-01	5.313325649e+00	1.141175714e+00	-1.718117144e+01	-5.978490866e+00
13	2.584289934e-01	-1.291507701e-01	4.205120002e+00	1.306680247e+00	-6.357676176e+00	-5.098485624e+00
14	3.261942598e-01	-1.394503896e-01	1.899415379e+00	5.867121776e-01	-4.654262362e+01	-5.119677444e+00
15	3.312271845e-01	-2.173651978e-01	4.754232775e+00	1.111045921e+00	-4.139501919e+00	-5.135232430e+00
16	1.951100242e+00	-5.183358157e-01	4.831516230e+00	1.877282689e+00	-3.569409516e+00	-7.094484977e+00
17	-6.132082745e-01	-8.422801234e-01	3.262416269e+00	9.339129431e-01	-2.437869805e+01	-5.599482988e+00
18	-4.431293097e-01	-8.474684681e-01	4.119390308e+00	6.123570204e-01	-1.543198478e+01	-5.514036086e+00
19	4.208858688e-01	-7.767139531e-02	3.467424066e+00	1.291309929e+00	-1.558618839e+01	-5.148341771e+00
20	1.171663653e-01	-4.118160521e-01	4.091083586e+00	1.202154853e+00	-8.127995407e+00	-5.148413100e+00
21	4.056910150e-01	-1.791514142e-01	4.302078308e+00	5.748701319e-01	-8.647558128e+00	-5.155093106e+00
22	2.242114818e-02	-3.697100305e-03	3.338564442e+00	4.407349988e-01	-2.282943085e+01	-5.057011079e+00
23	-5.436019084e-01	-8.014552637e-01	3.907374642e+00	5.118941161e-01	-1.789627043e+01	-5.525669679e+00
24	-3.806172211e-01	1.099182652e-01	4.571291304e+00	1.518818477e+00	-9.918653372e+00	-5.135228638e+00
25	1.206268834e+00	-2.485611780e-01	3.363382743e+00	-2.437641974e-02	-2.441003292e+01	-5.815186471e+00
26	-5.495963588e-03	-7.956883696e-02	3.906911943e+00	1.183097284e+00	-9.997113593e+00	-5.059933594e+00
27	5.885901512e-01	1.656363171e-01	3.407660405e+00	9.606000856e-02	-3.301626653e+01	-5.243689769e+00
28	4.600932672e-02	-2.188760949e-01	3.713225406e+00	3.945562230e-01	-1.624984104e+01	-5.081764693e+00
29	3.695145426e-01	-1.477954731e-01	3.076515240e+00	8.264498922e-01	-2.264456998e+01	-5.135945141e+00
30	4.579596905e-01	-1.854741550e-01	3.789419464e+00	1.138316939e+00	-9.839086840e+00	-5.178816761e+00
31	4.553788097e-01	-1.551657596e-01	2.952933439e+00	1.607029235e+00	-2.570561819e+01	-5.172476028e+00
32	6.022318440e-01	-1.507923256e-01	4.276015118e+00	6.158855273e-01	-8.597017490e+00	-5.249463651e+00
33	-6.274279230e-01	-2.653289502e-01	2.508506628e+00	1.832382669e+00	-4.195789994e+01	-5.288785516e+00
34	-1.057814356e+00	-7.191208704e-01	4.787218684e+00	6.073783580e-01	-1.626725817e+01	-5.874805911e+00
35	3.184921946e-01	-2.207858164e-01	4.313659380e+00	-7.741493217e-01	-3.225614954e+01	-5.131844719e+00
36	-7.803338085e-01	-7.481809494e-01	3.002186798e+00	1.998413904e+00	-3.709958992e+01	-5.641100684e+00
37	3.139311088e-01	1.426775513e-02	3.354719925e+00	1.116885425e+00	-1.974378890e+01	-5.106131046e+00
38	-3.016403761e-01	-3.779740627e-01	3.088127682e+00	8.229506343e-01	-2.390674413e+01	-5.173678546e+00
39	1.718760486e-01	-2.092891653e-01	4.702064774e+00	1.513655142e+00	-4.666824679e+00	-5.093424557e+00
40	6.874233082e-01	-2.905523564e-01	3.248681530e+00	1.491796119e+00	-1.799659570e+01	-5.335238629e+00
41	6.028380599e-01	-3.336252008e-01	4.799276156e+00	1.329651774e+00	-3.286036556e+00	-5.294112642e+00
42	1.327747166e-01	-4.468805863e-01	4.659320569e+00	1.018428640e-01	-1.431308028e+01	-5.165418583e+00
43	-2.526574146e-02	2.088322891e-01	3.544256951e+00	9.670611580e-01	-2.419759566e+01	-5.078877533e+00
44	-3.686603471e-01	-7.042651024e-02	4.594256915e+00	1.194129247e+00	-6.663481887e+00	-5.127188064e+00
45	-1.894229605e-02	-3.791201517e-01	3.373679649e+00	1.042644562e+00	-1.741969267e+01	-5.128798341e+00
46	6.428274915e-01	2.354952098e-01	3.785382594e+00	3.852576043e-01	-3.118095735e+01	-5.291095480e+00
47	-1.153379678e-01	-1.738895271e-02	3.147074645e+00	-5.503126603e-02	-2.934967701e+01	-5.063555503e+00
48	8.476974848e-02	-2.331525964e-01	4.144524892e+00	1.529142705e-01	-1.529453979e+01	-5.087525913e+00
49	-9.250483613e-01	-3.097109792e-01	2.974845724e+00	1.185816195e+00	-2.885641150e+01	-5.532570572e+00
0	4.902115329e-01	2.466574685e-02	3.490423323e+00	9.100360981e-01	-1.888512504e+01	-5.177210764e+00
1	-2.448317547e+00	-1.691890121e-01	1.518483065e+00	-1.266744823e+00	-8.516123902e+01	-8.068194757e+00
2	3.299266184e-01	-3.441512479e-01	4.065293639e+00	1.110220402e+00	-7.294469016e+00	-5.170398719e+00
3	6.115177500e-01	-5.984501900e-01	4.164413997e+00	1.188553934e+00	-6.745447923e+00	-5.422801186e+00
4	6.343917208e-01	-8.872104710e-01	3.135529600e+00	4.458651581e-01	-2.314738224e+01	-5.651550529e+00
5	5.590848645e-01	-5.349676981e-02	4.266903697e+00	3.765252084e-01	-1.299452902e+01	-5.214471786e+00
6	1.276225002e+00	-9.845927505e-01	3.308188288e+00	1.414883150e+00	-1.775560876e+01	-6.355839461e+00
7	6.627773285e-01	-1.913511584e-01	4.002002187e+00	1.221521432e+00	-7.107039817e+00	-5.294697418e+00
8	-4.914299264e-01	9.695218378e-02	4.047005165e+00	5.405318900e-01	-1.584007850e+01	-5.182204441e+00
9	1.532426818e+00	-1.592550389e+00	4.629304412e+00	1.335472488e+00	-7.952342770e+00	-7.499027239e+00
10	-3.702015494e-01	-4.210481161e-02	3.316113967e+00	7.996361707e-01	-2.055857425e+01	-5.126163892e+00
11	1.125816995e+00	-2.849590377e-01	2.945242398e+00	1.840073080e+00	-2.585399541e+01	-5.731085671e+00
12	-1.045418183e+00	-8.663583385e-01	5.313325649e+00	1.141175714e+00	-1.718117144e+01	-5.978490866e+00
13	2.584289934e-01	-1.291507701e-01	4.205120002e+00	1.306680247e+00	-6.357676176e+00	-5.098485624e+00
14	3.261942598e-01	-1.394503896e-01	1.899415379e+00	5.867121776e-01	-4.654262362e+01	-5.119677444e+00
15	3.312271845e-01	-2.173651978e-01	4.754232775e+00	1.111045921e+00	-4.139501919e+00	-5.135232430e+00
16	1.951100242e+00	-5.183358157e-01	4.831516230e+00	1.877282689e+00	-3.569409516e+00	-7.094484977e+00
17	-6.743643926e-01	-8.874989287e-01	3.250292149e+00	9.127765578e-01	-2.493411411e+01	-5.677963732e+00
18	-1.082068661e-01	-6.242609429e-01	4.169571208e+00	6.134875159e-01	-1.192260999e+01	-5.257458117e+00
19	4.208858688e-01	-7.767139531e-02	3.467424066e+00	1.291309929e+00	-1.558618839e+01	-5.148341771e+00
20	6.651456777e-02	-3.652607516e-01	4.184660837e+00	1.276218183e+00	-7.375179436e+00	-5.125672693e+00
21	1.367667204e+00	-1.825093556e-01	5.240320883e+00	1.195607490e+00	-6.615757565e+00	-6.008664514e+00
22	2.242114818e-02	-3.697100305e-03	3.338564442e+00	4.407349988e-01	-2.282943085e+01	-5.057011079e+00
23	-3.670992957e-01	-6.825707078e-01	3.990556185e+00	2.485933626e-01	-1.831622617e+01	-5.357085223e+00
24	-4.586343381e-01	4.978529078e-02	4.342520258e+00	1.471099168e+00	-9.221063493e+00	-5.163164907e+00
25	1.206268834e+00	-2.485611780e-01	3.363382743e+00	-2.437641974e-02	-2.441003292e+01	-5.815186471e+00
26	-5.495963588e-03	-7.956883696e-02	3.906911943e+00	1.183097284e+00	-9.997113593e+00	-5.059933594e+00
27	5.885901512e-01	1.656363171e-01	3.407660405e+00	9.606000856e-02	-3.301626653e+01	-5.243689769e+00
28	4.600932672e-02	-2.188760949e-01	3.713225406e+00	3.945562230e-01	-1.624984104e+01	-5.081764693e+00
29	6.532639509e-01	-4.096659853e-01	3.149015882e+00	1.010596426e+00	-1.947346973e+01	-5.354042896e+00
30	3.437222328e-01	-4.925232724e-01	4.123271033e+00	2.049779558e+00	-1.166357391e+01	-5.237114965e+00
31	4.603912352e-01	-1.292880235e-01	3.030278181e+00	1.506731991e+00	-2.376861410e+01	-5.171090632e+00
32	6.022318440e-01	-1.507923256e-01	4.276015118e+00	6.158855273e-01	-8.597017490e+00	-5.249463651e+00
33	-4.060621112e-01	-3.067259538e-01	2.823254782e+00	1.545077580e+00	-3.077083689e+01	-5.186236516e+00
34	-1.057814356e+00	-7.191208704e-01	4.787218684e+00	6.073783580e-01	-1.626725817e+01	-5.874805911e+00
35	3.184921946e-01	-2.207858164e-01	4.313659380e+00	-7.741493217e-01	-3.225614954e+01	-5.131844719e+00
36	-7.803338085e-01	-7.481809494e-01	3.002186798e+00	1.998413904e+00	-3.709958992e+01	-5.641100684e+00
37	3.139311088e-01	1.426775513e-02	3.354719925e+00	1.116885425e+00	-1.974378890e+01	-5.106131046e+00
38	-2.786802225e-01	-3.638962069e-01	3.121246122e+00	7.955630119e-01	-2.328843584e+01	-5.161794449e+00
39	1.718760486e-01	-2.092891653e-01	4.702064774e+00	1.513655142e+00	-4.666824679e+00	-5.093424557e+00
40	6.874233082e-01	-2.905523564e-01	3.248681530e+00	1.491796119e+00	-1.799659570e+01	-5.335238629e+00
41	5.927397194e-01	-3.230238678e-01	4.771330839e+00	1.289510793e+00	-3.268929134e+00	-5.284595288e+00
42	2.930013252e-01	-4.017205652e-01	4.251815867e+00	5.033718673e-01	-9.774034284e+00	-5.180367486e+00
43	-2.526574146e-02	2.088322891e-01	3.544256951e+00	9.670611580e-01	-2.419759566e+01	-5.078877533e+00
44	-1.140432976e-01	-9.427031816e-02	4.436255676e+00	1.239828323e+00	-6.173556153e+00	-5.067699275e+00
45	2.457376922e-02	-3.671343331e-01	3.413787229e+00	1.054062772e+00	-1.655854132e+01	-5.124448636e+00
46	6.428274915e-01	2.354952098e-01	3.785382594e+00	3.852576043e-01	-3.118095735e+01	-5.291095480e+00
47	1.009493816e-01	-1.677191572e-01	3.172116158e+00	1.734340638e-01	-2.564843405e+01	-5.075913138e+00
48	8.476974848e-02	-2.331525964e-01	4.144524892e+00	1.529142705e-01	-1.529453979e+01	-5.087525913e+00
49	-6.765326305e-01	-2.869597301e-01	3.366159018e+00	1.260090352e+00	-2.037372244e+01	-5.326774035e+00
0	4.902115329e-01	2.466574685e-02	3.490423323e+00	9.100360981e-01	-1.888512504e+01	-5.177210764e+00
1	-1.658286504e+00	-2.189418737e-01	2.242702858e+00	-5.908228363e-01	-5.827689091e+01	-6.455677729e+00
2	6.756750696e-01	-6.079885673e-01	4.178411591e+00	1.033722292e+00	-6.636113201e+00	-5.469846340e+00
3	6.115177500e-01	-5.984501900e-01	4.164413997e+00	1.188553934e+00	-6.745447923e+00	-5.422801186e+00
4	6.343917208e-01	-8.872104710e-01	3.135529600e+00	4.458651581e-01	-2.314738224e+01	-5.651550529e+00
5	5.590848645e-01	-5.349676981e-02	4.266903697e+00	3.765252084e-01	-1.299452902e+01	-5.214471786e+00
6	1.276225002e+00	-9.845927505e-01	3.308188288e+00	1.414883150e+00	-1.775560876e+01	-6.355839461e+00
7	6.640839370e-01	-1.977389079e-01	4.012612209e+00	1.241720231e+00	-6.931842400e+00	-5.296806967e+00
8	-4.914299264e-01	9.695218378e-02	4.047005165e+00	5.405318900e-01	-1.584007850e+01	-5.182204441e+00
9	1.532426818e+00	-1.592550389e+00	4.629304412e+00	1.335472488e+00	-7.952342770e+00	-7.499027239e+00
10	-3.450869319e-01	-4.573340945e-02	3.332789836e+00	8.098933863e-01	-2.013989715e+01	-5.117341159e+00
11	1.125816995e+00	-2.849590377e-01	2.945242398e+00	1.840073080e+00	-2.585399541e+01	-5.731085671e+00
12	-2.608088221e-01	-6.056404563e-01	4.378480130e+00	1.299932330e+00	-9.512597197e+00	-5.274163693e+00
13	2.584289934e-01	-1.291507701e-01	4.205120002e+00	1.306680247e+00	-6.357676176e+00	-5.098485624e+00
14	3.261942598e-01	-1.394503896e-01	1.899415379e+00	5.867121776e-01	-4.654262362e+01	-5.119677444e+00
15	3.797817766e-01	-2.762020382e-01	5.120477406e+00	9.805626670e-01	-5.159166628e+00	-5.167013773e+00
16	1.951100242e+00	-5.183358157e-01	4.831516230e+00	1.877282689e+00	-3.569409516e+00	-7.094484977e+00
17	-5.625324498e-01	-7.291820326e-01	3.486993224e+00	9.780513345e-01	-2.047405231e+01	-5.480827488e+00
18	-1.767319189e-01	-9.497973167e-01	4.605502068e+00	7.041103079e-01	-1.188213883e+01	-5.523427448e+00
19	4.208858688e-01	-7.767139531e-02	3.467424066e+00	1.291309929e+00	-1.558618839e+01	-5.148341771e+00
20	1.751543187e-01	-3.024096193e-01	4.305151728e+00	1.327713177e+00	-5.835042174e+00	-5.117818198e+00
21	8.124838333e-01	-1.353509085e-01	4.728785495e+00	1.194071424e+00	-4.595235114e+00	-5.395977815e+00
22	2.242114818e-02	-3.697100305e-03	3.338564442e+00	4.407349988e-01	-2.282943085e+01	-5.057011079e+00
23	-3.670992957e-01	-6.825707078e-01	3.990556185e+00	2.485933626e-01	-1.831622617e+01	-5.357085223e+00
24	-4.300667215e-01	2.513669783e-02	4.287612882e+00	1.446443671e+00	-9.013110685e+00	-5.149547511e+00
25	8.204134411e-01	-1.999504867e-01	3.706044918e+00	5.174824167e-01	-1.409601920e+01	-5.413282097e+00
26	-3.841431249e-02	-6.307382434e-02	3.944784143e+00	1.191717182e+00	-9.816304580e+00	-5.059479875e+00
27	5.894916278e-01	1.669280782e-01	3.406902020e+00	8.860126985e-02	-3.317418120e+01	-5.244435573e+00
28	-1.622618980e-01	1.769593799e-02	3.917713871e+00	3.763942677e-01	-1.670646797e+01	-5.070073926e+00
29	5.610741603e-01	-4.198044110e-01	3.271103853e+00	9.934708716e-01	-1.752961563e+01	-5.302272870e+00
30	5.803837837e-01	-5.511682441e-01	4.533607504e+00	2.209083435e+00	-1.053873749e+01	-5.377068776e+00
31	4.603912352e-01	-1.292880235e-01	3.030278181e+00	1.506731991e+00	-2.376861410e+01	-5.171090632e+00
32	6.022318440e-01	-1.507923256e-01	4.276015118e+00	6.158855273e-01	-8.597017490e+00	-5.249463651e+00
33	-4.060621112e-01	-3.067259538e-01	2.823254782e+00	1.545077580e+00	-3.077083689e+01	-5.186236516e+00
34	-5.751027233e-01	-5.447536590e-01	4.775755613e+00	7.824099786e-01	-1.059233079e+01	-5.370502737e+00
