cdf_0 cdf_1 model1_0 model2_0
1.251395244937147 -0.34181086872561167 4.734748004575648 1.4465956363126002
2.788451461724785 -0.902389346581111 4.198017808752173 1.0762234424702344
2.0783899503014873 -0.6624052109741663 4.30947020123762 1.2989457421528436
1.4623203119041694 -0.5530508963199681 4.896049511579302 1.3124182277201257
1.2155064233648227 -1.0187313313477082 4.761799769200355 1.2219452723538367
0.3803198868417301 -0.16734219792008387 5.031834657647053 1.5587764033254534
3.236847067079401 -0.8150944385667214 5.2893943114187145 1.373662415507096
1.177755646571522 -0.3879528767165191 3.9206184987193318 1.4344557259361403
1.953351173584499 -0.3469497839630698 4.934302635769864 1.4763216542549995
1.5921163810486214 -0.34891506738661693 5.129399242935957 1.7757654244886591
2.9145311442090227 -1.712921665329998 5.196795064590109 1.0232727894530624
1.6383316963010919 -0.3717154076365464 5.138007956923947 1.3380365258554359
0.9153360839902667 -0.40892253410657875 4.911975701955706 1.5755485929427213
0.8970157727136499 -0.40003810257440564 4.906413175416776 1.576765550539393
1.2151334903312851 -0.6805711436434083 4.166577906320556 0.8518487041138625
1.4843490734363285 -0.2237510397322643 4.5840965287618936 1.2405194606089036
1.3401665097561604 -0.5948562815200183 4.5513212218852015 1.6205822389627134
0.8666969327040908 -0.36007920182059316 4.878290779894627 1.306864870419279
1.1180354654102946 -0.30301550937417765 4.764960402110411 1.7607658971409994
0.31595276762441005 -0.34527662285258093 4.71936263449035 0.7373604203462225
1.0046450671038438 -0.26154497511240676 4.957932483761448 1.4380398049368992
1.2901162967267286 -0.42533600105852076 4.940576170314281 1.4074189470387624
0.15859112138173903 -0.20438825649217307 4.680613302066693 1.2006785187941498
1.786780661372914 -0.7448610677880645 4.192467508477456 1.098733096913029
1.938369416718528 -0.8982550129424133 4.480367430526693 1.5204738517037832
1.9345835060505965 -0.6756877325010616 4.468731338845024 1.4917698365250023
1.7343005260608146 -0.8429573858458588 4.4534901547470644 1.7568413768542994
0.7991981069457583 -0.629134564524552 5.029588814988916 1.5023000845952903
1.904139332186777 -0.3102516600126164 5.016558927002239 1.1203619291882079
