cdf_0 cdf_1 model1_0 model2_0
1.2659068811145637 -0.611125670485911 5.290595378942637 1.4221683916129546
1.0606166069149379 -0.4270116473036169 5.23272235199005 1.652785391637952
0.6079212439469237 -0.3362204918013596 4.455709633088305 1.1882474961869551
1.0515903703696292 -0.42387755857853904 4.411473803175356 1.2737248113189923
2.595422391313889 -0.571636618426975 3.9466787859357675 1.2875781947996285
2.43321882681389 -0.9436407115371722 4.217116717653551 1.02695179293496
1.4528794770021238 -0.5921006080787272 4.817380119813483 1.1629019781876364
1.2777128121119001 -0.32893979585609057 4.428447624871467 1.2968725874554456
1.9995268233407257 -0.751607383890898 4.770483938550641 0.7583940336162331
2.80910127983864 -0.7349311995892618 4.570427738091965 1.3000152384021713
2.1072632366598296 -0.5584777803401103 4.61170899305069 1.251105136899812
2.3648983220952804 -0.5363318765895997 4.570768302851807 1.2688168725158515
0.4858094551080629 -0.3528159055544491 4.842483013575016 1.372188970289852
0.3934983958856666 -0.1545850674073474 5.076409353365823 2.0611666051285322
0.7423899151844859 -0.3186685028732512 5.034144572149693 1.6880539811091908
0.7765338372711375 -0.3334659379997136 4.815925947071361 1.3852490766400438
0.7536602481731374 -0.26170554910776306 4.405206923205805 1.4316380417067216
0.9084781959272211 -0.3042958436560704 5.029931448404931 1.4872740405007565
-0.05688128151252547 -0.02255475880074117 4.551215356341176 0.8610654081058523
0.8550895810830678 -0.5084595506790998 4.686322561050358 0.7252706825514181
0.9521145361577634 -0.15795182101620808 4.681642617981134 1.6807211835862403
1.7877405590758633 -0.7969845244189746 4.935711131883268 0.8608979924665202
2.301267537874206 -0.5099354343397131 5.049184270452109 1.4287949761383851
1.7043829732552065 -0.8834802926018697 5.079469326777591 1.0179529071962043
0.8045939259967066 -0.5979214642576007 4.524439596203271 0.5589491904966696
0.08977176345642324 -0.09805291797329141 4.6196134686964205 1.8233723153253016
2.3903980227339954 -0.6648690416943044 4.5458983451207535 1.8950891950849111
1.9194601715481405 -0.6989808795386774 4.526116396929526 1.3712995934725751
2.7392884265797997 -0.8970591788629557 5.076543446393012 1.0042611234670624
0.8119488506811163 -0.3138452964398238 4.729169075664557 1.087356193124598
2.1785528176085998 -0.49447163641340885 4.864167881776752 1.439204253366389
0.8084653438098143 -0.2836611536513154 4.595244091692806 1.792554306642253
1.2477944557157299 -0.48650500302556765 5.453482143654178 0.8685653766603484
1.9114625640705594 -0.4824047673130445 4.633934548437275 1.4309794694702525
1.738287356400418 -0.49466223353755184 5.031322471773001 0.9663209243968255
1.3765104384088502 -0.7372739768012572 4.893921512804185 0.512625286972322
1.3533123060428587 -0.5118292576137182 4.887761723477106 0.9951545214790509
0.5593326169764643 -0.4334035235072681 4.95796590602653 1.46698947469392
1.8894931496343874 -0.6290166843962595 4.668183652361869 0.9036825923297417
1.6326160358498654 -0.4737915647929054 4.743813299100324 1.0366466817760043
1.6455496086884405 -0.5905869440802118 4.7988936692825765 1.0085546948440962
1.7697354795811684 -0.7635918478011592 4.871928060202933 0.8186718986218626
1.2277296370801118 -0.7824751377568009 4.702381062061485 1.8964029824536393
1.6930234624684353 -0.6000265865117443 4.713118890699336 1.737075321555095
2.0210436919135244 -0.49098812453128626 4.767093320373581 1.5501433849929689
1.8328063928959097 -0.41061841485370154 4.899989561603317 1.6810324936775332
2.0369672980852265 -0.6213628883647603 4.988450215496307 1.5658070693422925
0.013854072467935907 -0.37262970940148477 4.98844524721458 1.0914776099786163
1.2509818688442964 -0.383476126415389 4.691265240444748 1.5711377405123408
1.92200489468632 -0.15366739300901072 4.840640720040379 1.027173664902844
