theta_0 theta_1 theta_2 theta_3
-0.21999512037735314 -2.1094271155111186 3.6896305679051324 0.023697447018162787
0.8568949964267902 0.13853261897394287 5.957836941589276 2.0477719995283468
0.7060808978770736 -0.2910723368448161 5.322893477486457 1.506557782789174
-1.5286307783880768 -1.4609570076012353 2.32324588258859 0.6840210571933578
-1.126416888348778 0.8643895354461366 4.563884854319667 2.2914378071830503
-0.049318038318044155 -2.4782544711153687 5.259843436337282 1.4437339043570843
-0.2914874945270324 -1.163740477104722 2.2268299445848942 0.6719388907411916
1.1436316613670872 1.1488495424561023 4.842077952058009 2.3717155680134594
1.1018432983809312 -0.47187991085087966 5.013989324569064 2.533766423345503
-0.3016716573287595 2.011884767739689 5.279027731832807 -1.3563612457605876
-1.5226421152196128 0.17299270331332975 3.9054060839299134 0.0024870855822096694
1.244515899795251 -0.7094910661722419 3.1397379717676452 -0.12084264261842831
1.553682936150029 0.7498555946171974 4.891909781817537 2.243198268929409
-0.09320839280720356 -0.5996952778916466 4.689119220739199 1.0280955791874449
0.3937898792164314 0.3145085710509938 4.256910872685795 2.9760491916042744
1.5349157512788096 -2.202454531922524 4.81631548088217 1.2061322963150767
0.23473156182256205 -0.07445459941310217 2.2515232991530754 1.8796316445144838
-0.5860775523249637 1.752782043714354 4.900524448557978 1.3794598045910993
-0.2341179588573985 1.141682116878472 1.2110370529069505 -0.6296322727626227
1.1526092361072655 -0.35842396074319366 4.511653660574343 -1.9685868941774616
-0.7527515280341905 0.5691052713810806 4.628588502496128 -1.7622054549074586
-0.818875252294013 -1.1115475475130436 4.9187743704821205 1.541704426687913
0.39326772750137545 -0.5310113748620988 5.5702013377206745 2.0905693375253884
1.7445348171243849 -0.1219486917212731 4.530949256822223 -0.8678441003571931
-1.3921258727725014 -0.5810145560665813 5.31217614194522 2.1649895082071557
-0.38529198255547914 -0.12039905171105936 1.2366952949329888 1.3116170315122775
0.3505912102993324 -0.37561701026089356 5.322407403783869 -0.5224494644887034
-2.017361343239366 0.1863350043412129 2.623795543655243 1.396146045642819
-0.7126654264119106 1.84893295583381 2.062009305749515 2.4855619988587754
1.6739184605829258 -0.597162799735728 5.445190893521323 -1.0081180977434507
0.2288089584638362 -0.6375052711173459 5.973866555600717 1.539533681637269
-1.8427128021369947 -2.3024984915839424 2.6903002723332987 2.432484577011002
-3.357311705237669 0.11685772224871982 4.592543181551693 1.298840990881319
-0.9690100968238421 -1.8174036071637172 2.5869886683167738 1.149941061748799
0.6219918426437333 1.7390318756472434 4.555964958594734 0.0505968135632493
-1.2971509120153975 1.1687724052120425 4.3584621777720916 1.5188384142448568
-0.8272434089945614 -1.4518140760110745 4.0519903510714625 1.4644736753354834
-0.9746623081820016 0.8543419870403164 1.3685909910747682 1.040411663374952
0.19660349738204674 -0.1536351518972796 4.790000944136782 1.4721774723468453
-0.7379536044899493 -0.6372265798690466 1.468963875390871 0.4833517727655403
-0.39790812580406454 -1.113851643185774 1.4540888034261448 0.7873381526467971
0.05250765162822525 1.089130749425864 5.078306402458885 0.9409989533511717
-0.7120371765220184 -0.40130908671911114 2.677921831941945 -0.299726969040222
-0.3049078341744498 -1.220606703423435 5.9792495989383045 1.0493341521085142
0.7635129711242752 -0.2126484476670737 3.524352444619048 -1.9786464191322026
-1.0226639704810396 -0.006878560247105092 2.9178997253231276 0.8333035778276352
0.6693209610397828 1.2511146596181453 5.204883253172792 1.926917178106726
1.1781248560829607 -0.6802790208414475 3.172172525170567 1.4563809549457818
0.2372342556622809 0.36024828221178906 1.2495672008871517 0.37782028510920285
0.5726361435986748 -0.38528382533678496 3.3997220424370576 -0.30625238102522223
1.081210812315248 -0.7748397681318814 3.3302015741553137 -0.10237473058935631
0.36535200046787386 2.465185547917216 4.170612219324769 2.0107848229803493
1.4668369428515111 0.485359787478512 5.077786322784616 1.4135702282842826
0.09650499711558536 -1.3864008863427886 3.292138828882713 0.8753880576419903
1.7722548988015459 -0.19559348637727253 4.5076301436135084 0.13645177721321755
0.7819163789529797 -2.138835983954708 4.959070214897132 1.6602920956167617
-0.3167144100343422 1.4255780227110966 5.885110270407925 2.865633034089143
0.7917989603155094 -0.9226044457111281 2.580766308170645 0.09322020208094195
0.23112121597219426 2.6795984294746145 1.7459874925865781 0.8613286722193954
0.060031566828398275 0.34659598159031013 5.462527417129027 2.0656035338949823
0.7058628986918041 -1.99098844452441 4.540994031898633 0.6547780918338739
0.38969085384052926 0.9977434526357398 5.274408011729291 -0.9819220491630434
-0.17197838379817582 1.055726341107377 5.055685513739274 0.18829138568764747
0.47875337760482184 2.5412560428617037 2.8690560971638788 -0.5675268393671495
-1.004548095630279 0.8845065145410933 1.9834796068738374 2.481491184098071
1.0111813963153722 0.9691645273141996 5.003471659748635 2.7522407646843106
0.5917299285674655 -0.1486513935848786 4.587092803640576 0.0423340095954593
2.291492588401517 -0.8001071771414329 5.739837022077047 1.4518327945406133
1.2802965172976248 -0.3505428096421873 4.847932792242913 0.7847585401490018
0.5655538080050118 -0.3852126215433683 5.434035169075922 2.3202089324146007
0.22546128022337047 -1.4426860535693589 4.2751435807862626 -1.3649117244742004
0.014928595924999066 0.8183763398457695 3.7401808209218825 -0.18309970532670305
0.135939291147831 0.545567572439462 5.3844958376173455 0.9387776387838083
0.48498513089857465 -0.8804324071510989 5.927251975982798 1.2376212264694115
0.20880161595285537 1.237535123359753 2.9714413831463404 1.1189560713988234
1.1169877818743872 -1.3708391275068672 4.298132453646453 1.2170263469940148
1.030816568803441 0.1708621798467891 5.196038151173315 2.975016071514458
1.7384291195628057 -0.09925594273767135 5.097445920486862 1.4175953878083005
0.6496115757803541 -0.5676964213424383 3.6552374883723937 0.26816271775218026
-0.6701270651480364 -0.5999045236899794 4.047262549071667 0.46067638322731425
-1.0113628393919882 -0.4258094174072427 1.0657187639714647 0.4752564991376287
